"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-1716","Adl et al. 2019 usa una jerarquía de clados de alto nivel sin imponer una secuencia uniforme de rangos linneanos.","clasificación de Adl et al. 2019","clasificado_como_por","jerarquía predominantemente sin rangos","expresa","S01 introducción; esquema de clasificación","no evaluado","media","La revisión explica su tratamiento de los niveles superiores.","resuelta","vigente"
"C-1717","En este corpus, Eukaryota, Amorphea, Obazoa, Opisthokonta, Holozoa, Filozoa y Choanozoa sensu stricto se tratan como clados sin rango uniforme.","nombres principales del corredor","clasificado_como_por","clados sin rango uniforme","glosa","n/a","no evaluado","alta","Evita atribuir rangos incompatibles entre clasificaciones.","resuelta","vigente"
"C-1718","Los nombres de género y especie conservan el código de rangos aplicable según el tratamiento nomenclatural del organismo.","nombres de género y especie","regulado_por*","ICZN, ICN o ICNP según ámbito","sintesis(C-1688, C-1696, C-1700)","S378; S379; S380","consenso amplio","alta","Los códigos establecen reglas específicas para nombres de esos niveles.","resuelta","vigente"
"C-1719","Ruggiero et al. 2015 asignaron a Fungi rango de reino en su clasificación jerárquica de siete reinos.","Fungi en Ruggiero et al. 2015","clasificado_como_por","reino","expresa","S388 tabla 2, entrada “KINGDOM FUNGI”","no evaluado","alta","La fila registra el rango usado por un sistema concreto; no lo convierte en sinapomorfía ni en rango universal entre clasificaciones.","resuelta","vigente"
"C-1720","Animalia o Metazoa puede recibir rango de reino en sistemas clasificados, pero el rango no determina su relación con Choanoflagellata.","Animalia o Metazoa como reino","no_determina*","topología Choanoflagellata–Metazoa","sintesis(C-1689, C-1717)","S387; S388; S130","consenso amplio","alta","El rango es una convención de clasificación y la relación procede de filogenia.","resuelta","vigente"
"C-1721","La marca ⚠ identifica posición, contenido o validez discutidos.","marca ⚠","clasificado_como_por","advertencia de disputa","glosa","n/a","no evaluado","alta","La marca no sustituye la explicación ni la fuente de la disputa.","resuelta","vigente"
"C-1722","La marca ≈ identifica equivalencia condicionada por la definición o circunscripción adoptada.","marca ≈","clasificado_como_por","equivalencia condicionada","glosa","n/a","no evaluado","alta","Impide fusionar automáticamente nombres parecidos.","resuelta","vigente"
"C-1723","La marca [F] identifica un clado recuperado principalmente por filogenómica sin sinapomorfía morfológica publicada localizada.","marca [F]","clasificado_como_por","clado filogenómico","glosa","n/a","no evaluado","alta","La marca describe la clase de evidencia, no su calidad por sí sola.","resuelta","vigente"
"C-1724","La marca [H] identifica una composición dependiente de la hipótesis topológica adoptada.","marca [H]","clasificado_como_por","contenido condicionado por hipótesis","glosa","n/a","no evaluado","alta","Permite conservar topologías incompatibles sin mezclarlas.","resuelta","vigente"
"C-1725","La marca † se reserva para taxones con registro fósil propio.","marca †","clasificado_como_por","taxón fósil documentado","glosa","n/a","no evaluado","alta","Una población ancestral reconstruida no es un taxón fósil observado.","resuelta","vigente"
"C-1726","Una población ancestral reconstruida no recibe la marca †.","población ancestral reconstruida","no_posee_marca*","†","glosa","n/a","no evaluado","alta","La reconstrucción no constituye registro fósil corporal.","resuelta","vigente"
"C-1727","Grupo corona designa el último ancestro común de los representantes vivientes especificados y todos sus descendientes.","grupo corona","clasificado_como_por","definición basada en representantes vivientes","expresa","S385 §§Crown clades; S135 §Terminology","consenso amplio","alta","La definición es estándar en nomenclatura filogenética.","resuelta","vigente"
"C-1728","Grupo total incluye el grupo corona y todos los linajes extinguidos más próximos a esa corona que a cualquier corona viviente externa especificada.","grupo total","clasificado_como_por","corona más linajes externos más próximos","expresa","S385 §§Total clades; S135 §Terminology","consenso amplio","alta","La definición es relacional y depende de un grupo externo.","resuelta","vigente"
"C-1729","Grupo tronco es el grupo total menos el grupo corona.","grupo tronco","clasificado_como_por","grupo total menos grupo corona","expresa","S385 §§Stem groups; S135 §Terminology","consenso amplio","alta","La relación se deriva de las definiciones publicadas.","resuelta","vigente"
"C-1730","Un fósil no pertenece a un grupo tronco solo por ser antiguo.","fósil antiguo","no_implica*","pertenencia a grupo tronco","sintesis(C-1727, C-1728, C-1729)","S385 §§Stem and total clades","no evaluado","alta","La asignación requiere posición filogenética relativa a coronas especificadas.","resuelta","vigente"
"C-1731","Un linaje viviente no es miembro del grupo tronco de su linaje hermano viviente bajo la definición extante de corona y total.","linaje viviente","no_es*","grupo tronco de su hermano viviente","sintesis(C-1727, C-1728, C-1729)","S385 §§Stem groups; S412 tesis general","consenso amplio","alta","Ambas ramas vivientes descienden del mismo nodo y ninguna es ancestral de la otra.","resuelta","vigente"
"C-1732","Eukaryota se usa en este corpus para el grupo corona de todos los eucariotas vivientes.","Eukaryota en el corpus","grupo_corona_de","eucariotas vivientes","glosa","n/a","no evaluado","alta","Fija una referencia operacional para fósiles y relojes.","resuelta","vigente"
"C-1733","El tallo de Eukaryota entre FECA y LECA es una etiqueta histórica reconstruida y no equivale automáticamente al grupo tronco paleontológico definido respecto de una corona externa.","tallo FECA–LECA","no_equivale_a*","grupo tronco paleontológico sin especificación adicional","sintesis(C-1727, C-1728, C-1729, C-1732)","S385 §§Stem groups; Parte 1B definiciones FECA–LECA","no evaluado","alta","Los dos usos de tallo se construyen con referencias distintas.","resuelta","vigente"
"C-1734","La distinción corona–tallo permite que un fósil eucariota antiguo documente el grupo total sin calibrar necesariamente LECA.","fósil del grupo total de Eukaryota","no_calibra_necesariamente*","Eukaryota corona","sintesis(C-1727, C-1728, C-1729, C-1732)","S385; S135; Parte 2 §5–6","no evaluado","alta","La posición troncal puede preceder a la diversificación de la corona.","resuelta","vigente"
"C-1735","La conciliación propuesta entre relojes antiguos y fósiles corona más jóvenes depende de distinguir grupo tronco y grupo corona.","desacuerdo entre relojes y fósiles","respaldado_por","distinción tronco–corona","expresa","S135 §Terminology; Parte 2 §6","no evaluado","baja","La distinción ofrece una explicación posible, pero no determina por sí sola las edades.","parcialmente resuelta","vigente"
"C-1736","La aplicación de corona, tallo y total a Holozoa exige una posición filogenética del fósil que discrimine linajes internos y externos.","fósil holozoo","requiere*","caracteres que discriminen corona, tallo y grupo externo","sintesis(C-1727, C-1728, C-1729)","S385; Parte 2 §5.5–5.8","no evaluado","alta","La edad y una semejanza general no bastan para ubicar el fósil.","resuelta","vigente"
"C-1737","Woese, Kandler y Wheelis usaron Eucarya para uno de sus tres dominios en 1990.","Eucarya sensu Woese et al.","propuesto_por","Woese, Kandler y Wheelis 1990","expresa","S06 título; fig. 1","no evaluado","alta","La grafía y el rango proceden de la publicación original.","resuelta","histórica"
"C-1738","Adl et al. 2019 usa Eukaryota como nombre del conjunto eucariota.","Eukaryota sensu Adl et al. 2019","clasificado_como_por","clado eucariota","expresa","S01 clasificación [sin localizar con mayor precisión]","no evaluado","alta","La grafía está en la autoridad de clasificación adoptada.","resuelta","vigente"
"C-1739","Phylonyms establece Eukarya mediante una definición filogenética de corona modificada por apomorfía.","Eukarya sensu Phylonyms","clasificado_como_por","clado definido filogenéticamente","expresa","S383 entrada Eukarya, Definition [sin localizar con mayor precisión]","no evaluado","alta","La entrada publica la definición y sus especificadores.","resuelta","vigente"
"C-1740","Eucarya, Eukarya y Eukaryota se han aplicado aproximadamente al mismo gran conjunto, pero difieren en grafía, fuente y estatuto nomenclatural.","Eucarya, Eukarya y Eukaryota","sinonimo_propuesto_de","equivalencia aproximada","sintesis(C-1737, C-1738, C-1739)","S01; S383 entrada Eukarya; S06","no evaluado","alta","La equivalencia de contenido no borra las diferencias de establecimiento y definición.","resuelta","vigente"
"C-1741","Este corpus conserva Eukaryota como etiqueta preferida y registra Eukarya sensu Phylonyms como circunscripción relacionada marcada ≈.","Eukaryota","clasificado_como_por","etiqueta preferida del corpus","sintesis(C-1737, C-1738, C-1739, C-1740)","n/a; convención documental derivada de C-1737–C-1740","no evaluado","alta","Respeta el alcance del encargo sin ocultar la definición formal alternativa.","resuelta","vigente"
"C-1742","Unikonta fue usado para un conjunto que incluía Amoebozoa y Opisthokonta y se vinculó a una reconstrucción de un aparato flagelar ancestral único.","Unikonta sensu histórico","clasificado_como_por","agrupación y carácter ancestral propuesto","expresa","S89 clasificación y discusión","no evaluado","media","El contenido y el carácter diagnóstico fueron revisados por datos posteriores.","parcialmente resuelta","histórica"
"C-1743","La oposición Unikonta–Bikonta no coincide exactamente con Amorphea frente a los demás eucariotas.","Unikonta–Bikonta","no_equivale_a*","Amorphea frente al resto","expresa","S124 nota de Amorphea [sin localizar con mayor precisión]; S137 §Root and supergroups","no evaluado","media","Las circunscripciones y reconstrucciones flagelares difieren.","resuelta","histórica"
"C-1744","Adl et al. 2012 introdujo Amorphea para reemplazar Unikonta en su clasificación.","Amorphea sensu Adl et al. 2012","propuesto_por","Adl et al. 2012","expresa","S124 clasificación y nota de Amorphea [sin localizar con mayor precisión]","no evaluado","alta","La fuente declara el reemplazo y define el contenido.","resuelta","vigente"
"C-1745","Phylonyms define Amorphea como un clado corona mínimo y trata Unikonta como sinónimo aproximado.","Amorphea sensu Phylonyms","sinonimo_propuesto_de","Unikonta aproximadamente","expresa","S383 entrada Amorphea, Synonyms and Definition [sin localizar con mayor precisión]","no evaluado","alta","La entrada separa el nombre establecido y el uso histórico aproximado.","resuelta","vigente"
"C-1746","Phylonyms declara para Amorphea que “No non-molecular synapomorphies are known”.","Amorphea sensu Phylonyms","posee_rasgo","sin sinapomorfía no molecular conocida según la fuente","expresa","S383 entrada Amorphea, Diagnostic apomorphies [sin localizar con mayor precisión]","no evaluado","media","La limitación está formulada literalmente por la fuente.","información insuficiente","vigente"
"C-1747","Podiata sensu Cavalier-Smith y Podiata usado para Amorphea+CRuMs no tienen necesariamente la misma circunscripción.","Podiata","tiene_circunscripcion_variable*","conceptos de autor distintos","expresa","S89 [sin localizar con mayor precisión]; S137 §Deep orphan lineages","no evaluado","baja","Los autores incluyen conjuntos diferentes alrededor de Amorphea.","parcialmente resuelta","vigente"
"C-1748","Sulcozoa sensu Cavalier-Smith fue concebido como un conjunto que podía ser parafilético respecto de Amoebozoa y Opisthokonta.","Sulcozoa sensu Cavalier-Smith","clasificado_como_por","agrupación histórica posiblemente parafilética","expresa","S125 clasificación y discusión","no evaluado","baja","La clasificación no exigía monofilia para todos sus grupos.","resuelta","histórica"
"C-1749","Sulcozoa no es un sinónimo moderno de Obazoa.","Sulcozoa sensu Cavalier-Smith","no_equivale_a*","Obazoa","sintesis(C-1748)","S125; S111 definición de Obazoa","consenso amplio","alta","Los contenidos son distintos y Obazoa se propuso como clado.","resuelta","vigente"
"C-1750","Varisulca reunió linajes que hoy no constituyen CRuMs bajo la misma circunscripción.","Varisulca sensu Cavalier-Smith","no_equivale_a*","CRuMs","expresa","S125 clasificación [sin localizar con mayor precisión]; S137 §Deep orphan lineages","no evaluado","media","Varisulca y CRuMs incluyen y excluyen componentes diferentes.","resuelta","histórica"
"C-1751","Amorphea continúa en la clasificación de Adl et al. 2019.","Amorphea","tiene_estado*","nombre vigente en la clasificación ISP","expresa","S01 clasificación [sin localizar con mayor precisión]","no evaluado","alta","La revisión conserva el nombre y su contenido general.","resuelta","vigente"
"C-1752","Opisthokonta en su concepto moderno reúne Holozoa y Nucletmycea/Holomycota como clados hermanos.","Holozoa y Nucletmycea/Holomycota","miembro_de","Opisthokonta sensu moderno","expresa","S01 §Classification, “There are two sister clades in Opisthokonta, the Holozoa and the Nucletmycea (/Holomycota)”","no evaluado","alta","El triple corrige la dirección de pertenencia: los dos clados son miembros de Opisthokonta, no al revés.","resuelta","vigente"
"C-1753","Phylonyms establece Opisthokonta como un clado corona mínimo con el número de registro 72.","Opisthokonta sensu Phylonyms","clasificado_como_por","clado corona mínimo","expresa","S383 entrada Opisthokonta, Registration 72 and Definition [sin localizar con mayor precisión]","no evaluado","alta","La definición y el registro aparecen en la entrada formal.","resuelta","vigente"
"C-1754","El uso de Opisthokonta por Copeland en 1956 tuvo una circunscripción distinta del concepto animal-hongo moderno.","Opisthokonta sensu Copeland 1956","no_equivale_a*","Opisthokonta sensu moderno","expresa","S383 entrada Opisthokonta, Nomenclatural history [sin localizar con mayor precisión]","no evaluado","media","La historia de la entrada distingue conceptos homónimos o solapados.","resuelta","histórica"
"C-1755","La aplicación moderna de Opisthokonta a animales, hongos y parientes fue desarrollada por Cavalier-Smith y consolidada por filogenias posteriores.","Opisthokonta sensu moderno","respaldado_por","circunscripción de autor y filogenia molecular","expresa","S383 entrada Opisthokonta, Nomenclatural history [sin localizar con mayor precisión]; S146 [sin localizar con mayor precisión]","no evaluado","alta","La historia nomenclatural y los datos moleculares convergen en el clado amplio.","resuelta","vigente"
"C-1756","Holomycota y Nucletmycea compiten como nombres para conjuntos ampliamente solapados del lado fúngico de Opisthokonta.","Holomycota y Nucletmycea","sinonimo_propuesto_de","clados aproximadamente coincidentes","expresa","S01 clasificación y notas [sin localizar con mayor precisión]; S383 entrada Opisthokonta, Composition [sin localizar con mayor precisión]","no evaluado","media","Las preferencias de autor y los especificadores pueden variar.","parcialmente resuelta","vigente"
"C-1757","Holozoa designa el clado opisthokonto que contiene Metazoa y sus parientes unicelulares más próximos frente a Holomycota.","Holozoa","miembro_de","Metazoa y holozoos unicelulares","expresa","S01 clasificación [sin localizar con mayor precisión]; S421 tesis general [sin localizar con mayor precisión]","no evaluado","alta","La circunscripción amplia se mantiene en clasificaciones y filogenómica.","resuelta","vigente"
"C-1758","Lang et al. propusieron explícitamente el grupo taxonómico Holozoa en 2002 para Ichthyosporea, Choanoflagellata y Metazoa.","Holozoa","propuesto_por","Lang et al. en 2002","expresa","S421 resumen; frase “we propose the new taxonomic group Holozoa”","no evaluado","alta","La fuente primaria introduce el nombre y declara su circunscripción original.","resuelta","vigente"
"C-1759","Filozoa fue propuesto para Filasterea más Choanoflagellata y Metazoa.","Filozoa","propuesto_por","Shalchian-Tabrizi et al. 2008","expresa","S130 resumen; fig. 1","no evaluado","alta","La composición y el nombre aparecen en el trabajo filogenético.","resuelta","vigente"
"C-1760","Holozoa y Filozoa no son sinónimos porque Holozoa incluye ramas externas a Filozoa.","Holozoa","no_equivale_a*","Filozoa","sintesis(C-1757, C-1759)","S01 clasificación; S130 fig. 1; S126 figs. 2 y 4","consenso amplio","alta","Ichthyosporea y Pluriformea quedan en Holozoa pero fuera de Filozoa bajo las circunscripciones citadas.","resuelta","vigente"
"C-1761","Obazoa fue propuesto para Opisthokonta, Breviatea y Apusomonadida.","Obazoa","propuesto_por","Brown et al. 2013","expresa","S111 resumen; fig. 2","no evaluado","alta","El trabajo introduce el nombre y recupera el clado.","resuelta","vigente"
"C-1762","Obazoa no es un rango zoológico establecido por ICZN.","Obazoa","no_es*","rango regulado por ICZN","sintesis(C-1688, C-1689, C-1761)","S378; S111","consenso amplio","alta","Es un nombre de clado filogenómico de alto nivel.","resuelta","vigente"
"C-1763","La Choanozoa histórica de Cavalier-Smith reunió protistas opisthokontos y excluyó Metazoa.","Choanozoa sensu histórico","clasificado_como_por","agrupación parafilética respecto de Metazoa","expresa","S125 clasificación [sin localizar con mayor precisión]; S130 introducción","no evaluado","alta","La exclusión de animales deja fuera descendientes del mismo linaje.","resuelta","histórica"
"C-1764","Brunet y King usaron Choanozoa sensu stricto para Choanoflagellata más Metazoa.","Choanozoa sensu stricto","propuesto_por","Brunet y King 2017","expresa","S134 glosario y definición [sin localizar con mayor precisión]","no evaluado","alta","La fuente restringe el nombre a un clado monofilético.","resuelta","vigente"
"C-1765","Budd y Jensen propusieron Apoikozoa para Metazoa más Choanoflagellata.","Apoikozoa sensu Budd y Jensen","propuesto_por","Budd y Jensen 2017","expresa","S135 resumen y nomenclatura","no evaluado","media","El nombre y la circunscripción están declarados por los autores.","resuelta","vigente"
"C-1766","Adl et al. 2019 prefirió Choanozoa sensu stricto para el clado Metazoa+Choanoflagellata.","Choanozoa sensu stricto","clasificado_como_por","nombre preferido por Adl et al. 2019","expresa","S01 clasificación y nota de Choanozoa [sin localizar con mayor precisión]","no evaluado","alta","La clasificación adoptada usa el nombre y comenta Apoikozoa.","resuelta","vigente"
"C-1767","Choanozoa sensu stricto y Apoikozoa tienen la misma circunscripción pretendida en las fuentes citadas.","Choanozoa sensu stricto","sinonimo_propuesto_de","Apoikozoa sensu Budd y Jensen","sintesis(C-1764, C-1765, C-1766)","S01; S135; S134","no evaluado","alta","Ambos incluyen Choanoflagellata y Metazoa.","resuelta","vigente"
