"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-684","Bengtson y colaboradores interpretaron Rafatazmia chitrakootensis como una rodófita del grupo corona.","Rafatazmia chitrakootensis","clasificado_como_por","Rhodophyta grupo corona","expresa","S156 título; discusión","aceptación mixta","media","La interpretación usa organización celular tridimensional y comparación morfológica; otros autores consideran insuficientes esos caracteres.","sin resolver","vigente"
"C-685","La asignación de Rafatazmia chitrakootensis a Rhodophyta corona es cuestionada por la ausencia de caracteres reproductivos inequívocos y por incertidumbres estratigráficas.","afirmación C-684","cuestionado_por","ambigüedad morfológica y estratigráfica","sintesis(C-683, C-684)","S152 discusión; S178 §fossil record","aceptación mixta","media","La contraargumentación no niega su origen biológico, sino la resolución taxonómica y temporal.","sin resolver","vigente"
"C-686","Los microfósiles con forma de vasija del Grupo Chuar fueron comparados con amebas testadas modernas y se interpretan habitualmente dentro de Amoebozoa o su grupo total.","microfósiles con forma de vasija del Grupo Chuar","clasificado_como_por","amebas testadas próximas a Amoebozoa","expresa","S157 resumen y discusión","aceptación mayoritaria","media","La clasificación se apoya en forma de la testa y abertura, pero carece de datos moleculares y partes blandas.","parcialmente resuelta","vigente"
"C-687","Las unidades portadoras de perforaciones estudiadas por Porter en el Grupo Chuar se sitúan entre 780 y 740 Ma.","perforaciones del Grupo Chuar","tiene_edad_estimada","780–740 Ma","expresa","S158 título; §Geological setting","aceptación mayoritaria","alta","El intervalo procede del marco estratigráfico de la sucesión; no es una fecha individual por perforación.","parcialmente resuelta","vigente"
"C-688","Porter midió perforaciones circulares de 0.1–3.4 µm en siete especies de microfósiles orgánicos del Grupo Chuar.","perforaciones en acritarcos del Grupo Chuar","tiene_valor_medido","0.1–3.4 µm","expresa","S158 resultados; tabla 1","aceptación mayoritaria","alta","Tamaños medidos directamente en múltiples especímenes y taxones.","resuelta","vigente"
"C-689","La regularidad, distribución taxonómica y semejanza con perforaciones de protistas vampirélidos apoyan una interpretación de depredación por perforación.","perforaciones en acritarcos del Grupo Chuar","respaldado_por","depredación por perforación","expresa","S158 discusión","aceptación mayoritaria","media","La evidencia es morfológica y comparativa; el depredador no está preservado.","parcialmente resuelta","vigente"
"C-690","La diagénesis, el daño post mortem y la preparación fueron evaluados como explicaciones alternativas para las perforaciones del Grupo Chuar.","perforaciones del Grupo Chuar","cuestionado_por","alternativas tafonómicas y de preparación","expresa","S158 discusión","aceptación mayoritaria","media","Las alternativas se discuten explícitamente, aunque la selectividad y morfología favorecen una causa biológica.","parcialmente resuelta","vigente"
"C-691","Algunos microfósiles con forma de vasija presentan perforaciones aproximadamente semicirculares o circulares de 15–35 µm.","microfósiles con forma de vasija perforados","tiene_valor_medido","aproximadamente 15–35 µm","expresa","S158 discusión; material comparativo","aceptación mayoritaria","media","El rango fue publicado para un conjunto menor y la causalidad exacta conserva incertidumbre.","parcialmente resuelta","vigente"
"C-692","No se ha identificado taxonómicamente al organismo que produjo las perforaciones del Grupo Chuar.","organismo perforador del Grupo Chuar","tiene_identidad*","no determinada","expresa","S158 discusión","consenso amplio","alta","No existe fósil corporal o firma molecular asociada al productor.","información insuficiente","vigente"
"C-693","Bangiomorpha pubescens presenta filamentos multicelulares con diferenciación basal y patrones de división comparados con bangiales vivientes.","Bangiomorpha pubescens","posee_rasgo","filamentos diferenciados y patrones de división bangiales","expresa","S159 descripción; figs. 4–9","aceptación mayoritaria","media","La correspondencia morfológica es detallada, pero la afinidad taxonómica depende de homología de rasgos preservados.","parcialmente resuelta","vigente"
"C-694","Butterfield interpretó etapas reproductivas diferenciadas de Bangiomorpha pubescens como evidencia de reproducción sexual.","Bangiomorpha pubescens","posee_rasgo","reproducción sexual inferida","expresa","S159 discusión","aceptación mayoritaria","media","La inferencia procede de secuencias morfológicas comparadas; no se observan meiosis ni gametos directamente.","parcialmente resuelta","vigente"
"C-695","La sucesión que contiene Bangiomorpha pubescens fue datada en aproximadamente 1.047 Ga.","Bangiomorpha pubescens","tiene_edad_estimada","aproximadamente 1.047 Ga","expresa","S160 resumen","aceptación mayoritaria","alta","La edad procede de geocronología radiométrica de la sucesión; la incertidumbre exacta no fue localizada en el fragmento recuperado.","parcialmente resuelta","vigente"
"C-696","Bangiomorpha pubescens funciona como calibración mínima para divergencias eucariotas solo si se acepta su asignación a Rhodophyta corona.","Bangiomorpha pubescens","calibra_minimo*","Rhodophyta corona condicionado por afinidad","sintesis(C-693, C-695)","S160 discusión; S141 §calibrations","aceptación mayoritaria","media","La fecha es robusta, pero el nodo calibrado depende de la identificación filogenética.","parcialmente resuelta","vigente"
"C-697","Ourasphaira giraldae procede de la Formación Grassy Bay y está acotada aproximadamente entre 1010 y 890 Ma.","Ourasphaira giraldae","tiene_edad_estimada","1010–890 Ma","expresa","S161 resumen; métodos","aceptación mayoritaria","media","El intervalo corresponde a límites de la formación, no a datación directa de cada fósil.","parcialmente resuelta","vigente"
"C-698","Loron y colaboradores interpretaron Ourasphaira giraldae como un hongo sobre la base de morfología, ultraestructura y espectroscopía.","Ourasphaira giraldae","clasificado_como_por","candidato a Fungi","expresa","S161 resumen; figs. 1–3","aceptación mixta","media","Convergen tres clases de evidencia, pero ninguna constituye por sí sola una sinapomorfía exclusiva de Fungi corona.","sin resolver","vigente"
"C-699","La afinidad fúngica de Ourasphaira giraldae no permite asignarla con seguridad a Fungi corona ni fechar por sí sola Opisthokonta corona.","Ourasphaira giraldae","no_resuelve*","posición exacta dentro de Holomycota u Opisthokonta","sintesis(C-697, C-698)","S161 discusión; S178 §fossil record","aceptación mixta","media","El fósil carece de caracteres que distingan con seguridad tallo y corona en esos nodos.","sin resolver","vigente"
"C-700","Bicellum brasieri procede de depósitos lacustres de la Formación Diabaig de aproximadamente 1.0 Ga.","Bicellum brasieri","tiene_edad_estimada","aproximadamente 1.0 Ga","expresa","S162 resumen; §Geological setting","aceptación mayoritaria","media","La edad es estratigráfica y el ambiente se infiere de sedimentología de la formación.","parcialmente resuelta","vigente"
"C-701","Bicellum brasieri conserva una masa interna de células isodiamétricas rodeada por una capa de células alargadas.","Bicellum brasieri","posee_rasgo","dos morfotipos celulares espacialmente diferenciados","expresa","S162 resultados; figs. 1–3","aceptación mayoritaria","alta","La organización se observa en especímenes fosfatados tridimensionales.","resuelta","vigente"
"C-702","Strother y colaboradores consideraron que Bicellum brasieri es más consistente con una afinidad holozoa que con un alga de pared rígida.","Bicellum brasieri","clasificado_como_por","posible Holozoa","expresa","S162 discusión","aceptación mixta","media","La interpretación usa arquitectura celular y ausencia aparente de pared rígida, pero no caracteres moleculares.","sin resolver","vigente"
"C-703","Los autores de Bicellum brasieri indicaron que no podían excluir por completo paredes celulares delgadas y flexibles.","afirmación C-702","cuestionado_por","posibilidad de pared flexible","expresa","S162 discusión: «cannot entirely rule out thin, flexible cell walls»","aceptación mixta","alta","La limitación está declarada por los autores y reduce la exclusividad de la afinidad holozoa.","sin resolver","vigente"
"C-704","La Formación Doushantuo fue depositada aproximadamente entre 635 y 551 Ma según dataciones U–Pb de circones en niveles volcánicos.","Formación Doushantuo","tiene_edad_estimada","635–551 Ma","expresa","S168 resumen","consenso amplio","alta","Múltiples niveles de ceniza bracketan la formación mediante geocronología U–Pb.","parcialmente resuelta","vigente"
"C-705","Una capa tobácea inmediatamente sobre el fosforito superior de Weng’an dio una edad SIMS U–Pb de 609 ± 5 Ma.","biota de Weng’an","tiene_edad_estimada","más antigua que 609 ± 5 Ma o próxima según posición estratigráfica","expresa","S169 resumen","aceptación mayoritaria","alta","La fecha se obtuvo de circones en una capa estratigráficamente adyacente, no de los fósiles.","parcialmente resuelta","vigente"
"C-706","Tianzhushania y formas del ciclo Megasphaera fueron interpretadas históricamente como embriones animales por sus divisiones palintómicas.","Tianzhushania/Megasphaera","clasificado_como_por","embriones animales","expresa","S166 introducción; S168 contexto","aceptación mixta","media","La morfología recuerda clivaje, pero procesos similares ocurren en protistas enquistantes.","sin resolver","histórica"
"C-707","Huldtgren y colaboradores reinterpretaron fósiles de Tianzhushania como protistas holozoos enquistantes con núcleos fosilizados y estructuras de germinación.","Tianzhushania/Megasphaera","clasificado_como_por","protistas holozoos enquistantes","expresa","S163 título; resultados","aceptación mixta","media","La tomografía revela estructuras incompatibles con algunas expectativas embrionarias, pero la interpretación fue discutida.","sin resolver","vigente"
"C-708","Chen y colaboradores interpretaron estructuras internas de fósiles tipo Megasphaera como diferenciación celular y separación germen–soma.","fósiles tipo Megasphaera","posee_rasgo","diferenciación celular y separación germen–soma inferidas","expresa","S166 resumen; figs. 2–4","aceptación mixta","media","Las estructuras están observadas; su significado biológico y taxonómico es inferido.","sin resolver","vigente"
"C-709","La interpretación de diferenciación germen–soma en fósiles tipo Megasphaera cuestiona una identificación exclusiva como protista unicelular enquistante.","afirmación C-707","cuestionado_por","estructuras internas interpretadas como diferenciación","expresa","S166 discusión","aceptación mixta","media","La contraevidencia afecta el modelo de ciclo vital, pero no establece por sí sola afinidad animal corona.","sin resolver","vigente"
"C-710","Moczydłowska y colaboradores propusieron afinidades algales para varios acritarcos de Doushantuo, incluido material relacionado con Tianzhushania.","acritarcos de Doushantuo","clasificado_como_por","quistes algales","expresa","S167 resumen y discusión","aceptación mixta","media","La interpretación usa series ontogenéticas y estructuras internas; compite con hipótesis holozoas y animales.","sin resolver","vigente"
"C-711","Caveasphaera muestra una secuencia de desarrollo con redistribución celular que fue comparada con embriología animal.","Caveasphaera","posee_rasgo","desarrollo parecido al embrionario animal","expresa","S164 resultados; fig. 3","aceptación mixta","media","La serie fósil documenta cambios espaciales, pero la homología con procesos animales no está demostrada.","sin resolver","vigente"
"C-712","La posición filogenética de Caveasphaera no está resuelta entre un holozoo no animal y un linaje relacionado con animales.","Caveasphaera","tiene_posicion*","Holozoa indeterminado","expresa","S164 discusión","aceptación mixta","media","No hay caracteres que permitan ubicarla dentro de la topología de Holozoa con confianza.","sin resolver","vigente"
"C-713","Helicoforamina fue interpretada como holozoo mediante reconstrucción de etapas de desarrollo, pero su posición dentro de Holozoa permanece indeterminada.","Helicoforamina","clasificado_como_por","Holozoa de posición interna indeterminada","expresa","S165 título; discusión","aceptación mixta","media","La serie ontogenética apoya afinidad amplia, no un nodo concreto del corredor.","sin resolver","vigente"
"C-714","Los esteranos y hopanos reportados en rocas arcaicas fueron reinterpretados por Rasmussen y colaboradores como contaminantes introducidos después de la litificación.","esteranos y hopanos arcaicos","cuestionado_por","contaminación postdeposicional","expresa","S170 resumen; figs. 1–3","aceptación mayoritaria","alta","La distribución de hidrocarburos y el análisis petrográfico mostraron desacoplamiento respecto de la materia orgánica sincrónica.","resuelta","vigente"
"C-715","La reinterpretación de los biomarcadores arcaicos retiró ese conjunto como evidencia segura de eucariotas arcaicos.","biomarcadores arcaicos contaminados","pierde_valor_probatorio*","presencia de Eukaryota en el Arcaico","sintesis(C-714)","S170 discusión","consenso amplio","alta","Una señal contaminante no fecha la biosíntesis en el sedimento hospedador.","resuelta","vigente"
"C-716","La biota de protosteroides fue inferida a partir de productos diagenéticos de esteroles ancestrales abundantes en rocas mesoproterozoicas.","biota de protosteroides","respaldado_por","biomarcadores de protosteroles","expresa","S171 resumen; figs. 1–4","aceptación mayoritaria","media","Las moléculas son observadas; la asignación a eucariotas troncales depende de reconstrucción biosintética.","parcialmente resuelta","vigente"
"C-717","Brocks y colaboradores interpretaron la biota de protosteroides como eucariotas del grupo tronco ecológicamente abundantes antes del ascenso de esteroles modernos de grupos corona.","biota de protosteroides","linaje_troncal_de","Eukaryota","expresa","S171 discusión","aceptación mixta","media","La inferencia integra vías biosintéticas y distribución estratigráfica; no existe fósil corporal enlazado a cada biomarcador.","sin resolver","vigente"
"C-718","El 24-isopropilcolestano fue propuesto como biomarcador de demosponjas del Criogénico.","24-isopropilcolestano","clasificado_como_por","biomarcador de Demospongiae","expresa","S172 resumen","aceptación mixta","media","El compuesto aparece en algunas esponjas, pero su exclusividad biosintética fue cuestionada.","sin resolver","vigente"
"C-719","La presencia de precursores y productos equivalentes en Rhizaria unicelulares cuestiona la especificidad animal del 24-isopropilcolestano.","afirmación C-718","cuestionado_por","biosíntesis en Rhizaria unicelulares","expresa","S174 resumen","aceptación mixta","alta","Es un contraejemplo empírico a la exclusividad taxonómica del biomarcador.","sin resolver","vigente"
"C-720","La genómica comparada de esponjas apoya la capacidad biosintética necesaria para producir esteroles C30, pero no demuestra exclusividad frente a otros eucariotas.","esponjas","posee_rasgo","genes asociados con esteroles C30","expresa","S173 resultados; fig. 2","aceptación mayoritaria","media","La capacidad está respaldada por genes y lípidos; la especificidad requiere muestreo exhaustivo de otros clados.","parcialmente resuelta","vigente"
"C-721","Saccharomyces cerevisiae produjo esteroles en experimentos con 7 nM de O₂ disuelto.","biosíntesis de esteroles en Saccharomyces cerevisiae","tiene_valor_medido","7 nM O₂","expresa","S176 resumen; resultados","aceptación mayoritaria","alta","El valor fue medido bajo condiciones experimentales controladas.","resuelta","vigente"
"C-722","El umbral de 7 nM de O₂ para una levadura no puede convertirse directamente en un valor único de oxígeno atmosférico proterozoico.","umbral experimental de esteroles","no_equivale_a*","pO₂ atmosférica global","sintesis(C-721)","S176 discusión","consenso amplio","alta","La relación depende de intercambio aire–agua, respiración, microambientes y fisiología específica.","resuelta","vigente"
