"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-1497","Las láminas de Choanoeca flexa invierten su curvatura en respuesta a transiciones de luz a oscuridad.","Choanoeca flexa","responde_a*","transición luz-oscuridad mediante inversión de lámina","expresa","S204 resumen; figs. 2–4","no evaluado","alta","La respuesta fue inducida y filmada experimentalmente.","resuelta","vigente"
"C-1498","Las divisiones clonales de Choanoeca flexa ocurrieron aproximadamente cada 8–10 h en las condiciones publicadas.","Choanoeca flexa","tiene_valor_medido","división cada aproximadamente 8–10 h","expresa","S424 fig. 1e–f; §C. flexa sheets can form clonally","no evaluado","alta","Valor observado en seguimiento temporal de cultivos.","resuelta","vigente"
"C-1499","Las células disociadas de Choanoeca flexa comenzaron a agregarse en minutos.","Choanoeca flexa","tiene_valor_medido","inicio de agregación en minutos","expresa","S424 fig. 2c–d; §C. flexa sheets can form by aggregation","no evaluado","alta","La cinética fue registrada por videomicroscopía.","resuelta","vigente"
"C-1500","Los agregados de Choanoeca flexa maduraron en láminas polarizadas dentro de 24 h.","Choanoeca flexa","tiene_valor_medido","maduración de agregado dentro de 24 h","expresa","S424 fig. 2d–g","no evaluado","alta","La morfología y polaridad se siguieron durante 24 horas.","resuelta","vigente"
"C-1501","A las 24 h las láminas agregativas de Choanoeca flexa promediaron alrededor de 50 células y algunas alcanzaron aproximadamente 120.","láminas agregativas de Choanoeca flexa","tiene_valor_medido","aproximadamente 50 células de media y hasta aproximadamente 120","expresa","S424 fig. 2g; texto de resultados","no evaluado","alta","Recuento directo en réplicas experimentales.","resuelta","vigente"
"C-1502","La aphidicolina a 17 µg ml−1 no abolió la agregación de Choanoeca flexa.","Choanoeca flexa tratada con aphidicolina","posee_rasgo","agregación independiente de replicación","expresa","S424 fig. 2i","no evaluado","media","La inhibición del ciclo celular separó agregación de proliferación.","resuelta","vigente"
"C-1503","En dos campañas de campo las láminas activas de Choanoeca flexa no se observaron por encima de 94 ppt de salinidad.","Choanoeca flexa en pozas costeras","tiene_valor_medido","ausencia observada de láminas activas por encima de 94 ppt","expresa","S424 fig. 3e; resultados de campo","no evaluado","media","Se muestrearon 150 pozas en dos campañas.","parcialmente resuelta","vigente"
"C-1504","Las pozas con láminas de Choanoeca flexa tuvieron una salinidad media de 62.1 ± 24.8 ppt y las pozas sin láminas 146.3 ± 95.7 ppt.","presencia de láminas de Choanoeca flexa","tiene_valor_medido","62.1 ± 24.8 ppt frente a 146.3 ± 95.7 ppt","expresa","S424 fig. 3e; resultados","no evaluado","media","Comparación observacional con P = 1.7 × 10−6 mediante Mann–Whitney.","resuelta","vigente"
"C-1505","La evaporación experimental durante cuatro días indujo disociación de láminas de Choanoeca flexa y la rehidratación restauró multicelularidad mediante división y agregación.","Choanoeca flexa","responde_a*","evaporación y rehidratación reversibles","expresa","S424 figs. 4a–e","no evaluado","alta","La secuencia completa se reprodujo en laboratorio.","resuelta","vigente"
"C-1506","Las cepas de Choanoeca flexa de pozas distintas mostraron reconocimiento que restringió la agregación entre ellas.","Choanoeca flexa","posee_rasgo","reconocimiento de parentesco o cepa en agregación","expresa","S424 resumen; fig. 6","no evaluado","baja","La restricción se observó entre cepas genéticamente diferenciadas; el mecanismo molecular no quedó resuelto.","parcialmente resuelta","vigente"
"C-1507","Sphaeroforma arctica crece como un cenocito antes de dividir su citoplasma en células hijas.","Sphaeroforma arctica","posee_rasgo","crecimiento cenocítico seguido de celularización","expresa","S207 resumen; S208 resumen","consenso amplio","alta","El ciclo fue observado en cultivos sincronizados.","resuelta","vigente"
"C-1508","Los ciclos nucleares de Sphaeroforma arctica duraron aproximadamente 11–12 h en las condiciones de cultivo publicadas.","Sphaeroforma arctica","tiene_valor_medido","ciclos nucleares de aproximadamente 11–12 h","expresa","S207 fig. 1 y resultados","no evaluado","alta","Medición por microscopía temporal y citometría.","resuelta","vigente"
"C-1509","El número de núcleos y el tamaño celular de Sphaeroforma arctica pueden desacoplarse experimentalmente.","Sphaeroforma arctica","posee_rasgo","desacoplamiento entre división nuclear y tamaño celular","expresa","S207 resumen; figs. 2–4","no evaluado","media","Perturbaciones de crecimiento modificaron tamaño sin una correspondencia fija con los ciclos nucleares.","resuelta","vigente"
"C-1510","Sphaeroforma arctica puede alcanzar 128 núcleos antes de la celularización en el ciclo descrito.","Sphaeroforma arctica","tiene_valor_medido","hasta 128 núcleos antes de celularización","expresa","S208 introducción; fig. 1","no evaluado","alta","Recuento de núcleos en cultivos sincronizados.","resuelta","vigente"
"C-1511","La celularización de Sphaeroforma arctica depende de invaginaciones coordinadas de membrana asociadas con una red de actomiosina.","Sphaeroforma arctica","posee_rasgo","celularización dependiente de actomiosina","expresa","S208 resumen; figs. 2–5","no evaluado","alta","Perturbación farmacológica y microscopía vincularon actina y miosina al proceso.","resuelta","vigente"
"C-1512","La celularización de Sphaeroforma arctica produce transitoriamente una capa de células polarizadas con organización comparable a un epitelio.","Sphaeroforma arctica","converge_con","capa epitelial en organización, no en identidad taxonómica","expresa","S208 título; figs. 4–6","no evaluado","baja","La comparación se basa en polaridad y arquitectura; no demuestra homología con epitelios animales.","parcialmente resuelta","vigente"
"C-1513","La relación núcleo-citoplasma actúa como disparador de celularización en Sphaeroforma arctica bajo las manipulaciones publicadas.","relación núcleo-citoplasma en Sphaeroforma arctica","regula*","inicio de celularización","expresa","S425 resumen; figs. 2–5","no evaluado","media","Cambios en tamaño y ploidía desplazaron el inicio según la relación medida.","resuelta","vigente"
"C-1514","El disparo por relación núcleo-citoplasma en Sphaeroforma arctica no establece que el mismo mecanismo iniciara la multicelularidad animal.","mecanismo de Sphaeroforma arctica","no_demuestra*","mecanismo ancestral de Metazoa","expresa","S425 discusión; S133 §Evolutionary implications","no evaluado","media","La extrapolación histórica requiere homología y reconstrucción ancestral adicionales.","resuelta","vigente"
"C-1515","Creolimax fragrantissima alterna una fase ameboide proliferativa con crecimiento cenocítico y liberación de células hijas.","Creolimax fragrantissima","posee_rasgo","ciclo con amebas y cenocito","expresa","S209 figs. 1–2; S426 fig. 1","no evaluado","alta","Ciclo observado en cultivo y asociado con transcriptomas temporales.","resuelta","vigente"
"C-1516","El genoma publicado de Creolimax fragrantissima abarca aproximadamente 45 Mb en 82 scaffolds.","genoma de Creolimax fragrantissima","tiene_valor_medido","aproximadamente 45 Mb y 82 scaffolds","expresa","S209 tabla 1","no evaluado","alta","Métricas de ensamblaje publicadas.","resuelta","vigente"
"C-1517","La anotación publicada de Creolimax fragrantissima contiene 8,695 genes y un promedio de 6.5 intrones por gen.","genoma de Creolimax fragrantissima","tiene_valor_medido","8,695 genes y 6.5 intrones por gen","expresa","S209 tabla 1","no evaluado","alta","Cifras de la versión de anotación del artículo.","resuelta","vigente"
"C-1518","La expresión génica de Creolimax fragrantissima cambia ampliamente entre fases ameboide y cenocítica.","Creolimax fragrantissima","posee_rasgo","regulación transcripcional dependiente del estadio","expresa","S209 resultados; figs. 3–5","no evaluado","alta","RNA-seq temporal mostró conjuntos diferenciales entre fases.","resuelta","vigente"
"C-1519","La celularización de Sphaeroforma y el desarrollo cenocítico de Creolimax representan una ruta distinta de la agregación de células previamente independientes.","Ichthyosporea cenocíticos","se_distingue_de*","multicelularidad agregativa","expresa","S208; S209; S133 tabla comparativa","no evaluado","alta","El citoplasma continuo precede a la formación de límites celulares.","resuelta","vigente"
"C-1520","En Corallochytrium se ha descrito desarrollo mediante divisiones tipo clivaje y una arquitectura genómica muy pobre en intrones.","Corallochytrium limacisporum","posee_rasgo","divisiones tipo clivaje e intrones escasos","expresa","S434 figs. 2 y 5; S129 suplemento","no evaluado","media","La morfología y genómica están publicadas, pero la equivalencia con clivaje animal es comparativa.","parcialmente resuelta","vigente"
"C-1521","El genoma publicado de Corallochytrium limacisporum tiene 24.1 Mb y 7,535 genes predichos.","genoma de Corallochytrium limacisporum","tiene_valor_medido","24.1 Mb y 7,535 genes","expresa","S434 tabla de genomas y datos fuente","no evaluado","alta","Métricas del ensamblaje analizado en el estudio comparativo.","resuelta","vigente"
"C-1522","La densidad publicada para Corallochytrium fue 0.0 intrones por kbp de secuencia codificante en el conjunto analizado.","Corallochytrium limacisporum","tiene_valor_medido","0.0 intrones por kbp de CDS","expresa","S434 fig. 5 y datos fuente","no evaluado","media","Valor calculado para la anotación disponible; no implica ausencia absoluta de todo intrón no detectado.","parcialmente resuelta","vigente"
"C-1523","Capsaspora owczarzaki presenta estadios filopodial, agregativo y quístico en las condiciones de cultivo estudiadas.","Capsaspora owczarzaki","posee_rasgo","ciclo de tres estadios","expresa","S206 figs. 2–3","no evaluado","alta","Los estadios se distinguieron por morfología, proliferación y transcriptómica.","resuelta","vigente"
"C-1524","Los agregados de Capsaspora owczarzaki se forman por unión de células independientes y no por división clonal.","Capsaspora owczarzaki","se_forma_por*","agregación de células independientes","expresa","S206 fig. 4","no evaluado","media","Mezcla de poblaciones teñidas e inhibidores de división demostraron agregación.","resuelta","vigente"
"C-1525","Las células de los agregados de Capsaspora owczarzaki están separadas por material extracelular cohesivo.","agregado de Capsaspora owczarzaki","posee_rasgo","matriz extracelular entre células","expresa","S206 fig. 3D–F","no evaluado","alta","Observación por microscopía electrónica de transmisión.","resuelta","vigente"
"C-1526","La agregación de Capsaspora owczarzaki puede inducirse mediante calcio y una fracción sérica o lipoproteica de masa superior a 30 kDa.","Capsaspora owczarzaki","responde_a*","calcio y factores lipoproteicos","expresa","S427 resultados; figs. 1–4","no evaluado","alta","Ensayos de fraccionamiento y quelación separaron los componentes requeridos.","resuelta","vigente"
"C-1527","La quelación de calcio con EGTA reduce la agregación inducida de Capsaspora owczarzaki.","Capsaspora owczarzaki","responde_a*","EGTA mediante reducción de agregación","expresa","S427 fig. 3","no evaluado","alta","Perturbación experimental con rescate por calcio.","resuelta","vigente"
"C-1528","Lípidos zwitteriónicos diacilados internalizados por endocitosis inducen retracción de filopodios y agregación en Capsaspora owczarzaki.","Capsaspora owczarzaki","responde_a*","lípidos endocitados","expresa","S428 resumen; figs. 1–5","no evaluado","alta","El estudio combinó lípidos definidos, inhibición de endocitosis e imagen temporal.","resuelta","vigente"
"C-1529","La retracción de filopodios de Capsaspora owczarzaki comienza en segundos tras la exposición a los lípidos activos.","Capsaspora owczarzaki","tiene_valor_medido","respuesta morfológica en segundos","expresa","S428 resultados de imagen temporal","no evaluado","alta","La latencia fue observada directamente.","resuelta","vigente"
"C-1530","Ministeria vibrans es un bacterívoro marino de vida libre que forma agregados grandes en cultivo monoxénico con Thalassospira lucentensis.","Ministeria vibrans","posee_rasgo","agregación inducida en cultivo monoxénico","expresa","S376 resumen; figs. 2–3","no evaluado","alta","La composición bacteriana fue verificada por 16S y el fenotipo se reprodujo.","resuelta","vigente"
"C-1531","Thalassospira representó 63% de las lecturas bacterianas únicas en el cultivo xenico original de Ministeria vibrans analizado.","Thalassospira en cultivo de Ministeria vibrans","tiene_valor_medido","63% de abundancia relativa","expresa","S376 Extended Data fig. 2; resultados","no evaluado","alta","Recuento de amplicones 16S en el cultivo examinado.","resuelta","vigente"
"C-1532","Los agregados de Ministeria vibrans alcanzaron decenas de células dentro de 24 h y después cientos de células.","Ministeria vibrans","tiene_valor_medido","decenas de células en 24 h y cientos en agregados maduros","expresa","S376 fig. 3a–b","no evaluado","alta","Cinética observada por microscopía temporal.","resuelta","vigente"
"C-1533","La aphidicolina no impidió que Ministeria vibrans formara agregados.","Ministeria vibrans tratada con aphidicolina","posee_rasgo","agregación independiente de replicación","expresa","S376 fig. 3c; Extended Data fig. 3","no evaluado","media","El bloqueo de replicación separó agregación de división clonal.","resuelta","vigente"
"C-1534","Impedir el mantenimiento de agregados de Ministeria vibrans mediante disrupción física redujo la replicación frente a cultivos no perturbados.","agregación de Ministeria vibrans","respaldado_por","menor replicación tras impedir el mantenimiento de agregados","expresa","S376 §Aggregation improves feeding and mating; fig. 6c; Extended Data fig. 10b–d","no evaluado","media","La perturbación respalda un beneficio bajo el ensayo, con confusores declarados; las medidas evolutivas no localizadas quedan en C-1614.","parcialmente resuelta","vigente"
"C-1535","Fonticula alba agrega amebas y forma estructuras fructíferas en su ciclo.","Fonticula alba","posee_rasgo","multicelularidad agregativa y cuerpo fructífero","expresa","S213 resultados; S429 introducción","no evaluado","alta","El ciclo fue cultivado y observado.","resuelta","vigente"
"C-1536","Fonticula alba forma un colectivo multicelular dinámico que invade y consume parches bacterianos.","Fonticula alba","depreda_a","colonias bacterianas mediante colectivo","expresa","S429 resumen; figs. 1–6","no evaluado","alta","Microscopía temporal mostró células líderes y seguidoras durante alimentación.","resuelta","vigente"
"C-1537","Dictyostelium discoideum agrega células haploides independientes durante inanición y produce un cuerpo fructífero con esporas y tallo.","Dictyostelium discoideum","posee_rasgo","agregación por inanición y diferenciación espora-tallo","expresa","S215 introducción; S430 resumen","consenso amplio","alta","Ciclo social observado y manipulado en numerosos experimentos.","resuelta","vigente"
"C-1538","Las rutas agregativas de Capsaspora, Fonticula y Dictyostelium se encuentran en ramas separadas del entorno de Opisthokonta y Amoebozoa.","multicelularidad agregativa","converge_con","orígenes en Filasterea, Holomycota y Amoebozoa","expresa","S206 fig. 1; S213 filogenia; S445 revisión","no evaluado","media","La inferencia de independencia depende de la filogenia y de reconstrucción de estado ancestral.","parcialmente resuelta","vigente"
"C-1539","En quimeras de Dictyostelium discoideum algunos genotipos aumentan su representación entre las esporas a costa de otros.","genotipos tramposos de Dictyostelium discoideum","compite_con","genotipos cooperadores","expresa","S215 resultados","no evaluado","alta","La asignación a esporas y tallo se midió en mezclas controladas.","resuelta","vigente"
"C-1540","La formación del tallo de Dictyostelium discoideum implica muerte de las células que lo componen y beneficia la dispersión de esporas.","células de tallo de Dictyostelium discoideum","posee_rasgo","muerte asociada con soporte de esporas","expresa","S215 introducción y discusión","no evaluado","alta","Destino celular observado en el cuerpo fructífero.","resuelta","vigente"
"C-1541","La evolución experimental a baja relación genética en Dictyostelium discoideum favoreció tramposos que deterioraron el desarrollo multicelular.","Dictyostelium discoideum a baja relación genética","posee_rasgo","evolución de engaño destructivo","expresa","S430 resumen; resultados","no evaluado","alta","Tratamientos de relación genética contrastantes produjeron resultados replicados.","resuelta","vigente"
"C-1542","La evolución experimental a alta relación genética mantuvo el desarrollo multicelular de Dictyostelium discoideum.","Dictyostelium discoideum a alta relación genética","posee_rasgo","mantenimiento de cooperación multicelular","expresa","S430 resumen; resultados","no evaluado","alta","La relación genética fue manipulada directamente.","resuelta","vigente"
"C-1543","El reconocimiento de parentesco mediante sistemas de adhesión reduce la incorporación de tramposos a agregados de Dictyostelium discoideum.","reconocimiento de parentesco en Dictyostelium discoideum","reduce*","explotación por tramposos","expresa","S431 resumen; resultados","no evaluado","alta","Los ensayos compararon combinaciones de genotipos y frecuencias de tramposos.","resuelta","vigente"
"C-1544","La vía clonal reduce el quimerismo al derivar el colectivo de una célula, mientras que la vía agregativa requiere mecanismos adicionales para limitar mezcla y conflicto.","rutas clonal y agregativa","se_distingue_de*","riesgo de quimerismo","sintesis(C-1489, C-1490, C-1541, C-1542, C-1543)","S430; S431; S443 discusión","no evaluado","media","La conclusión combina teoría de parentesco y resultados experimentales.","parcialmente resuelta","vigente"
"C-1545","Las mezclas de poblaciones teñidas demostraron que Capsaspora owczarzaki agrega células que crecieron por separado.","agregación de Capsaspora owczarzaki","respaldado_por","mezcla de poblaciones cultivadas por separado","expresa","S206 fig. 4","no evaluado","alta","La mezcla demuestra agregación quimérica; tramposos y castigo no localizados quedan en C-1615.","resuelta","vigente"
"C-1546","Los aislados no clonales Tong y L27 de Ministeria vibrans co-agregaron.","aislados Tong y L27 de Ministeria vibrans","posee_rasgo","coagregación","expresa","S376 Extended Data fig. 10q","no evaluado","media","La coagregación demuestra quimerismo posible; tramposos y sanción no localizados quedan en C-1616.","resuelta","vigente"
"C-1547","La selección repetida por sedimentación produjo levaduras snowflake multicelulares en todas las poblaciones replicadas del experimento de Ratcliff y colaboradores dentro de 60 transferencias diarias.","Saccharomyces cerevisiae experimental","adquiere_rasgo","multicelularidad snowflake","expresa","S432 resumen; resultados","no evaluado","media","El fenotipo apareció de forma repetida bajo el mismo régimen de selección.","resuelta","vigente"
"C-1548","Las levaduras snowflake se desarrollaron clonalmente por separación incompleta de células hijas.","levadura snowflake","se_forma_por*","división clonal con separación incompleta","expresa","S432 figs. 1–2","no evaluado","alta","Linajes celulares y microscopía mostraron adhesión persistente tras gemación.","resuelta","vigente"
"C-1549","El fenotipo snowflake tuvo una ventaja de aptitud de 34% sobre células individuales en el ensayo de sedimentación publicado.","levadura snowflake","tiene_valor_medido","34% de ventaja de aptitud","expresa","S432 resultados; fig. 2","no evaluado","media","Competencia experimental bajo el régimen de selección específico.","resuelta","vigente"
"C-1550","La apoptosis de células dentro de agregados snowflake favoreció la producción de propágulos más pequeños en el experimento inicial.","levadura snowflake","posee_rasgo","muerte celular asociada con reproducción de grupos","expresa","S432 resultados; figs. 3–4","no evaluado","media","La relación fue observada en el sistema, pero la función adaptativa exacta recibió estudios posteriores.","parcialmente resuelta","vigente"
"C-1551","El experimento prolongado de Bozdag y colaboradores aplicó 600 rondas de selección a cinco poblaciones anaerobias de levadura snowflake.","levadura snowflake anaerobia","tiene_valor_medido","600 rondas en cinco poblaciones","expresa","S433 resumen; fig. 1","no evaluado","alta","Diseño experimental publicado.","resuelta","vigente"
"C-1552","Las poblaciones anaerobias evolucionadas se hicieron aproximadamente 2 × 10^4 veces mayores y alcanzaron escala milimétrica.","levadura snowflake anaerobia","tiene_valor_medido","aproximadamente 2 × 10^4 veces mayor y escala milimétrica","expresa","S433 resumen; fig. 1","no evaluado","alta","Comparación con el ancestro dentro del experimento.","resuelta","vigente"
"C-1553","Las poblaciones anaerobias evolucionadas se hicieron aproximadamente 10^4 veces más resistentes mecánicamente.","levadura snowflake anaerobia","tiene_valor_medido","aproximadamente 10^4 veces mayor tenacidad","expresa","S433 resumen; fig. 3","no evaluado","alta","Medición biophysical de fractura y resistencia.","resuelta","vigente"
"C-1554","La elongación celular y el entrelazamiento de ramas contribuyeron al aumento de tamaño y tenacidad en levadura snowflake.","levadura snowflake anaerobia","adquiere_rasgo","células elongadas y entrelazamiento de ramas","expresa","S433 resumen; figs. 2–3","no evaluado","alta","Microscopía, modelado y mediciones mecánicas vincularon forma con propiedad grupal.","resuelta","vigente"
"C-1555","Las poblaciones sometidas a competencia por oxígeno aumentaron solo alrededor de seis veces su tamaño en el mismo programa experimental.","levadura snowflake con competencia por oxígeno","tiene_valor_medido","aproximadamente seis veces mayor","expresa","S433 resumen","no evaluado","alta","Contraste entre tratamientos del mismo experimento.","resuelta","vigente"
"C-1556","Los experimentos con levadura documentan compensaciones entre reproducción de propágulos, tamaño, difusión y resistencia mecánica, pero no reconstruyen directamente el ancestro de Holozoa.","levadura snowflake","no_demuestra*","trayectoria histórica de Holozoa","expresa","S432 discusión; S433 discusión","no evaluado","media","Es un sistema comparativo de mecanismo, no un descendiente del corredor estudiado.","resuelta","vigente"
"C-1557","El genoma publicado de Monosiga brevicollis tiene aproximadamente 41.6 Mb y alrededor de 9,200 genes.","genoma de Monosiga brevicollis","tiene_valor_medido","aproximadamente 41.6 Mb y aproximadamente 9,200 genes","expresa","S147 §Gene structure; tabla 1","no evaluado","alta","Métricas del ensamblaje de referencia publicado.","resuelta","vigente"
"C-1558","Los genes de Monosiga brevicollis tienen un promedio publicado de 6.6 intrones y los intrones promedian 174 bp.","genoma de Monosiga brevicollis","tiene_valor_medido","6.6 intrones por gen y 174 bp por intrón","expresa","S147 tabla 1","no evaluado","alta","Cifras de anotación genómica.","resuelta","vigente"
"C-1559","El ensamblaje publicado de Salpingoeca rosetta tiene aproximadamente 55 Mb, 154 scaffolds, N50 de 1.52 Mb y 11,629 genes, con apoyo transcriptómico para 98% de los modelos.","genoma de Salpingoeca rosetta","tiene_valor_medido","aproximadamente 55 Mb, 154 scaffolds, N50 1.52 Mb, 11,629 genes y 98% con apoyo transcriptómico","expresa","S205 tabla 1; métodos","no evaluado","media","Métricas del ensamblaje y la anotación publicados en la misma versión.","resuelta","vigente"
"C-1560","Una comparación publicada basada en IntronDB informa 7.44 intrones por gen para Salpingoeca rosetta.","genoma de Salpingoeca rosetta","tiene_valor_medido","7.44 intrones por gen","expresa","S484 resultados, párrafo de densidad de intrones; S485 métodos","no evaluado","alta","IntronDB representa cada gen por su transcrito codificante más largo y conserva intrones de al menos 10 bp.","resuelta","vigente"
"C-1561","El genoma publicado de Capsaspora owczarzaki abarca 28 Mb en 84 scaffolds y contiene 8,657 genes codificantes.","genoma de Capsaspora owczarzaki","tiene_valor_medido","28 Mb, 84 scaffolds y 8,657 genes","expresa","S352 tabla 1; resultados","no evaluado","alta","Métricas del ensamblaje y anotación publicados.","resuelta","vigente"
"C-1562","Los genes de Capsaspora owczarzaki tienen un promedio publicado de 3.8 intrones y una longitud media de intrón de 166 bp.","genoma de Capsaspora owczarzaki","tiene_valor_medido","3.8 intrones por gen y 166 bp por intrón","expresa","S352 tabla 1","no evaluado","alta","Cifras de la anotación publicada.","resuelta","vigente"
"C-1563","La anotación utilizada en el estudio de Ministeria vibrans contenía 12,127 genes antes de filtrados transcriptómicos.","genoma de Ministeria vibrans","tiene_valor_medido","12,127 genes anotados","expresa","S376 métodos y Extended Data","no evaluado","media","Cifra de la anotación usada por el estudio; puede cambiar con futuras versiones.","parcialmente resuelta","vigente"
"C-1564","La comparación genómica publicada de Ministeria vibrans informa 29.72 Mb, 12,151 genes, 3.67 intrones por gen y una longitud media de intrón de 133.34 bp.","genoma de Ministeria vibrans publicado en 2022","tiene_valor_medido","29.72 Mb; 12,151 genes; 3.67 intrones por gen; 133.34 bp por intrón","expresa","S127 Extended Data figs. 2–3","no evaluado","alta","Las cifras pertenecen a la anotación de 2022; el estudio de agregación de 2026 empleó 12,127 genes antes de sus propios filtros.","resuelta","vigente"
"C-1565","El ensamblaje de referencia de Sphaeroforma arctica JP610 registra 121.6 Mb.","genoma de Sphaeroforma arctica JP610","tiene_valor_medido","121.6 Mb","expresa","S446 Assembly statistics","no evaluado","alta","El valor procede del registro de ensamblaje de referencia; las anotaciones derivadas pueden cambiar entre versiones.","resuelta","vigente"
"C-1566","El linaje ichthyofónido ancestral y sus descendientes muestran densidades de intrones elevadas frente a Corallochytrium en la reconstrucción comparativa publicada.","Ichthyophonida y Corallochytrium","se_distingue_de*","densidad de intrones","expresa","S434 figs. 5–6","no evaluado","media","La diferencia se infiere de anotaciones y un modelo de ganancia-pérdida de intrones.","parcialmente resuelta","vigente"
"C-1567","El registro de ensamblaje GCA_000142905.1 confirma que existe un genoma de Thecamonas trahens disponible para comparación.","Thecamonas trahens","posee_rasgo","ensamblaje genómico GCA_000142905.1","expresa","S442 registro de ensamblaje","no evaluado","alta","Registro directo de base de datos.","resuelta","vigente"
