"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-451","Al Jewari y Baldauf atribuyeron parte del conflicto con otras raíces a secuencias atípicas, mosaicos y sensibilidad a datos ausentes en modelos CAT.","análisis de raíz excavada de C-448–C-449","posee_limitacion*","outliers, mosaicos y datos ausentes","expresa","S104 tesis general; S103 discusión","no evaluado","media","La explicación metodológica es publicada, pero no elimina otros posibles sesgos.","parcialmente resuelta","vigente"
"C-452","Cerón-Romero et al. analizaron 2.786 familias génicas de 158 linajes mediante reconciliación de árboles génicos y árbol de especies.","análisis de Cerón-Romero et al.","tiene_valor_medido","2.786 genes y 158 linajes","expresa","S107 título; Methods","no evaluado","alta","Los recuentos y el método están declarados por la fuente.","resuelta","vigente"
"C-453","Cerón-Romero et al. favorecieron una raíz entre Opisthokonta y todos los demás linajes eucariotas.","hipótesis de raíz Opisthokonta","propuesto_por","Cerón-Romero et al. 2022","expresa","S107 título; resultados","no evaluado","media","La señal procede de reconciliación de miles de árboles génicos, no de una matriz concatenada única.","sin resolver","vigente"
"C-454","La raíz Opisthokonta es incompatible en su posición exacta con Opimoda–Diphoda y con raíces excavadas.","hipótesis de raíz Opisthokonta","incompatible_con","raíces Opimoda–Diphoda y excavadas","sintesis(C-442, C-449, C-453)","S105; S103; S107","no evaluado","alta","Las topologías colocan la primera divergencia en ramas diferentes.","sin resolver","vigente"
"C-455","Williamson et al. analizaron 100 taxones y 93 proteínas relacionadas con la mitocondria.","análisis de Williamson et al.","tiene_valor_medido","100 taxones y 93 proteínas","expresa","S102 Methods; fig. 1","no evaluado","alta","El muestreo y el número de proteínas están declarados.","resuelta","vigente"
"C-456","Williamson et al. incluyeron todos los supergrupos eucariotas reconocidos por su clasificación de trabajo.","análisis de Williamson et al.","posee_rasgo","muestreo de todos los supergrupos reconocidos","expresa","S102 resumen; Supplementary table 7","no evaluado","media","La cobertura depende de la clasificación y de la disponibilidad de datos.","parcialmente resuelta","vigente"
"C-457","Williamson et al. compararon modelos sitio-homogéneos, mezclas de perfiles y modelos sitio-heterogéneos.","análisis de Williamson et al.","posee_rasgo","comparación de modelos de sustitución","expresa","S102 figs. 1–2; Methods","no evaluado","alta","La comparación fue parte central del diseño.","resuelta","vigente"
"C-458","Williamson et al. aplicaron retirada de sitios rápidos, taxones rápidos y genes divergentes como pruebas de artefacto.","análisis de Williamson et al.","posee_rasgo","pruebas de sensibilidad a ramas y sitios rápidos","expresa","S102 Methods; Extended Data","no evaluado","alta","Las pruebas examinan clases explícitas de error sistemático.","resuelta","vigente"
"C-459","Williamson et al. recuperaron consistentemente una raíz entre Opimoda+ y Diphoda+.","raíz Opimoda+–Diphoda+ en Williamson et al. 2025","se_recupera_consistentemente_en*","matrices, modelos y pruebas de sensibilidad del estudio","expresa","S102 resumen; figs. 1–2","no evaluado","alta","El resultado se mantuvo en varias matrices, modelos y pruebas de sensibilidad del estudio.","parcialmente resuelta","vigente"
"C-460","Opimoda+ y Diphoda+ amplían o modifican las circunscripciones de Opimoda y Diphoda usadas en 2015.","Opimoda+/Diphoda+","no_equivale_a*","Opimoda/Diphoda sin sufijo","expresa","S102 fig. 1; S105 clasificación: definición","no evaluado","alta","Los nombres con “+” incorporan linajes cuya posición fue actualizada.","resuelta","vigente"
"C-461","La raíz de Williamson et al. es una inferencia filogenómica y no una observación directa de LECA.","hipótesis Opimoda+–Diphoda+","respaldado_por","filogenómica de proteínas mitocondriales","glosa","n/a","no evaluado","alta","La fuente analiza secuencias actuales y no una célula ancestral.","resuelta","vigente"
"C-462","No existe una posición de raíz eucariota aceptada como consenso universal.","raíz del árbol eucariota","tiene_estado*","sin consenso universal","sintesis(C-442, C-446, C-449, C-453, C-459)","S102 resumen; S137 §Rooting","no evaluado","alta","Estudios recientes y metodológicamente distintos recuperan posiciones incompatibles.","sin resolver","vigente"
"C-463","Stechmann y Cavalier-Smith propusieron la fusión DHFR–TS como sinapomorfía derivada de Bikonta.","fusión DHFR–TS","respaldado_por","hipótesis unikonta–bikonta","expresa","S116 tesis general","no evaluado","media","Una fusión compartida puede ser informativa si es única y no revierte.","sin resolver","histórica"
"C-464","DHFR y TS aparecen fusionadas en numerosos eucariotas y separadas en otros.","DHFR y TS","posee_rasgo","estados fusionado y separado en Eukaryota","expresa","S117 fig. 2; Results","no evaluado","alta","La distribución se observa en genomas.","resuelta","vigente"
"C-465","Se han documentado pérdidas de DHFR, TS o del locus fusionado en varios subgrupos.","locus DHFR–TS","pierde_rasgo","componentes en varios linajes","expresa","S117 Results; fig. 2","no evaluado","alta","La ausencia se repite en linajes con genomas disponibles.","parcialmente resuelta","vigente"
"C-466","La fisión de genes y la pérdida diferencial cuestionan el uso de DHFR–TS de C-463 para polarizar por sí solo la raíz.","C-463","cuestionado_por","fisión y pérdida diferencial","expresa","S117 líneas sobre DHFR–TS; Discussion","no evaluado","alta","La historia del locus admite más de un cambio de estado.","resuelta","vigente"
"C-467","La fusión DHFR–TS conserva valor como carácter histórico local, pero no como prueba decisiva de una raíz unikonta–bikonta.","fusión DHFR–TS","tiene_peso_actual*","evidencia auxiliar no decisiva","sintesis(C-463, C-464, C-465, C-466)","S117 Discussion; S120 tesis general","no evaluado","alta","La topología histórica no es recuperada por análisis amplios de cambios raros.","resuelta","vigente"
"C-468","Richards y Cavalier-Smith clasificaron 37 combinaciones de dominios de miosina en el muestreo disponible en 2005.","repertorios de miosina","tiene_valor_medido","37 combinaciones de dominios","expresa","S118 resumen y resultados","no evaluado","media","El recuento depende del muestreo genómico disponible en 2005; el pasaje primario fue verificado el 2026-08-08.","resuelta","histórica"
"C-469","Richards y Cavalier-Smith atribuyeron tres tipos de miosina a LECA en su reconstrucción.","LECA","posee_rasgo","tres tipos de miosina según reconstrucción de 2005","expresa","S118 Results; S119 introducción","no evaluado","media","La reconstrucción fue revisada con mayor muestreo.","parcialmente resuelta","histórica"
"C-470","Sebé-Pedrós et al. incorporaron representantes de todos los supergrupos eucariotas principales de su clasificación de trabajo.","muestreo de Sebé-Pedrós et al.","contiene*","representantes de todos los supergrupos eucariotas principales de su clasificación de trabajo","expresa","S119 introducción; Methods","no evaluado","alta","Se conserva el alcance del muestreo y se retira la prioridad histórica no necesaria.","resuelta","vigente"
"C-471","Sebé-Pedrós et al. declararon que no pretendían inferir el árbol eucariota a partir del contenido de miosinas.","análisis paneucariota de miosinas","no_resuelve*","raíz eucariota por sí solo","expresa","S119 introducción: “We do not aim to infer...”","no evaluado","alta","La fuente limita expresamente el alcance del carácter.","resuelta","vigente"
"C-472","La reconstrucción de repertorios de miosina de C-469 puede alterarse por duplicación, pérdida, convergencia, fisión y transferencia horizontal.","reconstrucción de repertorios de miosina de C-469","posee_limitacion*","duplicación, pérdida, convergencia, fisión y transferencia horizontal","sintesis(C-469)","S119 introducción; Discussion","no evaluado","alta","La fila enlaza la reconstrucción exacta cuestionada; la presencia o ausencia de una clase no implica una sola historia vertical.","resuelta","vigente"
"C-473","Los repertorios de miosina tienen peso actual como evidencia de historia de familias génicas, no como polarizador único de la raíz.","repertorios de miosina","tiene_peso_actual*","evidencia auxiliar no decisiva","sintesis(C-468, C-469, C-470, C-471, C-472)","S119 Discussion; S102 introducción","no evaluado","alta","El muestreo ampliado y la dinámica génica reducen la unicidad del carácter.","resuelta","vigente"
"C-474","Baldauf y Palmer identificaron cuatro inserciones o deleciones compartidas por animales y hongos frente al muestreo externo de 1993.","Opisthokonta","respaldado_por","cuatro inserciones/deleciones históricas","expresa","S122 resumen; Results","no evaluado","media","Los caracteres fueron congruentes en el muestreo histórico, aunque taxones cercanos no estaban representados.","parcialmente resuelta","vigente"
"C-475","Una inserción de 12 aminoácidos en eEF1A fue uno de los caracteres usados para asociar animales y hongos.","animales y hongos","posee_rasgo","inserción de 12 aminoácidos en eEF1A","expresa","S122 resumen; fig. 1","no evaluado","media","La inserción se observó en secuencias comparadas.","parcialmente resuelta","vigente"
"C-476","Tres hendiduras pequeñas en enolasa fueron usadas como caracteres adicionales de la relación animales–hongos.","animales y hongos","posee_rasgo","tres indels en enolasa","expresa","S122 resumen; Results","no evaluado","media","Los caracteres apoyaron la misma relación en un muestreo limitado.","parcialmente resuelta","vigente"
"C-477","Los indels de eEF1A y enolasa registrados en C-475 y C-476 pueden presentar homoplasia, errores de alineamiento y pérdidas secundarias.","indels de C-475 y C-476","posee_limitacion*","homoplasia, errores de alineamiento y pérdidas secundarias","sintesis(C-475, C-476)","S123 tesis general; S120 Discussion","consenso amplio","alta","La fila enlaza los caracteres exactos cuestionados; los cambios raros no son necesariamente únicos ni irreversibles.","resuelta","vigente"
"C-478","Los indels históricos respaldan Opisthokonta, pero no determinan por sí solos la raíz de Eukaryota.","inserciones y deleciones de Opisthokonta","no_resuelve*","raíz eucariota","sintesis(C-474, C-475, C-476, C-477)","S122; S123","no evaluado","alta","Un carácter interno sostiene un nodo sin polarizar necesariamente la primera divergencia.","resuelta","vigente"
"C-479","Rogozin et al. documentaron conservación de posiciones de intrones entre reinos eucariotas.","posiciones de intrones","posee_rasgo","conservación profunda","expresa","S121 título; Results","no evaluado","alta","La coincidencia de posiciones se observa en genes ortólogos.","resuelta","vigente"
"C-480","Rogozin et al. documentaron ganancias y pérdidas masivas de intrones específicas de linaje.","Rogozin et al.","documenta*","ganancias y pérdidas masivas de intrones específicas de linaje","expresa","S121 título; Results","no evaluado","alta","Las reconstrucciones comparan posiciones en múltiples genomas; una sola fuente no justifica una etiqueta de aceptación comunitaria.","parcialmente resuelta","vigente"
"C-481","La conservación de intrones puede sostener homología profunda, pero la pérdida diferencial dificulta usarla como marcador de raíz único.","posiciones de intrones","tiene_peso_actual*","evidencia auxiliar condicionada por pérdida","sintesis(C-479, C-480)","S121 Discussion; S120 Discussion","no evaluado","alta","La ausencia de un intrón no distingue pérdida de ausencia ancestral sin un modelo.","resuelta","vigente"
"C-482","Rogozin et al. no recuperaron con cambios genómicos raros apoyo para la filogenia unikonta–bikonta de C-438.","C-438","cuestionado_por","ausencia de apoyo en cambios genómicos raros","expresa","S120 título; Results","no evaluado","alta","El estudio fue diseñado explícitamente para evaluar esa división.","resuelta","vigente"
"C-483","Ningún carácter molecular raro localizado en esta sesión resuelve por sí solo la raíz eucariota.","caracteres moleculares raros","tiene_estado*","evidencia no decisiva para la raíz","sintesis(C-463, C-468, C-474, C-479, C-482)","S117; S119, S120, S121, S122, S123","no evaluado","alta","Cada carácter presenta homoplasia, pérdida, muestreo incompleto o alcance interno.","resuelta","vigente"
"C-484","Adl et al. definieron Amorphea como el clado menos inclusivo que contiene Homo sapiens, Neurospora crassa y Dictyostelium discoideum.","Amorphea","definido_como*","clado menos inclusivo que contiene Homo sapiens, Neurospora crassa y Dictyostelium discoideum","expresa","S124 clasificación: definición de Amorphea; S01 clasificación","no evaluado","alta","La definición de nodo fija el nombre con tres especificadores.","resuelta","vigente"
"C-485","Amorphea incluye Amoebozoa y Obazoa en la clasificación adoptada.","Amoebozoa y Obazoa","miembro_de","Amorphea","expresa","S01 clasificación; S108 fig. 1; S109 filogenia","no evaluado","alta","La relación se recupera en filogenómicas recientes.","resuelta","vigente"
"C-486","Amoebozoa es el grupo hermano de Obazoa dentro de Amorphea en la topología de trabajo.","Amoebozoa","grupo_hermano_de","Obazoa","expresa","S01 clasificación; S109 filogenia; S112 fig. 3","no evaluado","alta","La bifurcación se recupera con muestreo amplio, aunque depende de la raíz externa.","parcialmente resuelta","vigente"
"C-487","La definición de nodo de Amorphea no depende de un estado ameboide o pseudopodial universal.","definición de nodo de Amorphea","no_depende_de*","estado ameboide o pseudopodial universal","sintesis(C-484)","S124 definición y etimología de Amorphea","no evaluado","alta","La definición de C-484 usa tres especificadores taxonómicos y no un carácter morfológico.","parcialmente resuelta","vigente"
"C-488","Brown et al. analizaron 351 proteínas, 61 o 64 taxones y 97.002 posiciones de aminoácidos.","análisis de Brown et al. 2018","tiene_valor_medido","351 proteínas, 61/64 taxones y 97.002 posiciones","expresa","S108 métodos: Data Set Construction","no evaluado","alta","Los valores describen las matrices publicadas. Proteínas, taxones y posiciones son dimensiones inseparables de las matrices filogenómicas publicadas, no estimaciones independientes.","resuelta","vigente"
"C-489","Brown et al. usaron LG+C60+F+Γ-PMSF y CAT-GTR+Γ como modelos sitio-heterogéneos.","análisis de Brown et al. 2018","posee_rasgo","modelos LG+C60+F+Γ-PMSF y CAT-GTR+Γ","expresa","S108 métodos: Tree Inference","no evaluado","alta","Los modelos están declarados.","resuelta","vigente"
"C-490","Brown et al. recuperaron Collodictyonida, Rigifilida y Mantamonas como un clado denominado provisionalmente CRuMs.","CRuMs","contiene*","Collodictyonida, Rigifilida y Mantamonas","expresa","S108 resumen; fig. 1","no evaluado","alta","El clado tuvo soporte máximo en los métodos principales y resistió pruebas de sensibilidad.","parcialmente resuelta","vigente"
"C-491","Brown et al. recuperaron CRuMs como grupo hermano de Amorphea con soporte máximo.","CRuMs","grupo_hermano_de","Amorphea","expresa","S108 Results: fig. 1; líneas sobre maximal support","no evaluado","alta","La relación se mantuvo en ML y Bayes y en exclusión de sitios rápidos.","parcialmente resuelta","vigente"
"C-492","Brown et al. declararon que CRuMs era un rótulo provisional y no un taxón formal.","CRuMs","clasificado_como_por","rótulo provisional","expresa","S108 discusión: “place-holding moniker”","no evaluado","alta","Los autores evitaron proponer un taxón formal.","resuelta","vigente"
"C-493","Brown et al. situaron Ancyromonadida fuera de Amorphea y más lejos de Amorphea que CRuMs.","Ancyromonadida","diverge_de","linaje externo a Amorphea","expresa","S108 resumen; Results","no evaluado","media","La posición profunda varió entre ML y cadenas bayesianas.","sin resolver","vigente"
"C-494","En el análisis de máxima verosimilitud de Brown et al., Ancyromonadida y Malawimonadida formaron un clado con BS = 77 %.","Ancyromonadida","grupo_hermano_de","Malawimonadida bajo ML de Brown et al.","expresa","S108 Results; fig. 1","no evaluado","media","El bootstrap fue equívoco y Bayes recuperó otra posición.","sin resolver","vigente"
"C-495","Las cadenas bayesianas convergentes de Brown et al. situaron Malawimonadida con CRuMs+Amorphea y excluyeron Ancyromonadida con PP = 1.","Malawimonadida","grupo_hermano_de","CRuMs+Amorphea bajo cadenas bayesianas","expresa","S108 Results; suppl. figs. S2–S3","no evaluado","media","El resultado discrepa del ML y otras cadenas no convergieron.","sin resolver","vigente"
"C-496","Brown et al. trataron las dos posiciones de Ancyromonadida y Malawimonadida como hipótesis candidatas.","posición de Ancyromonadida y Malawimonadida","tiene_estado*","hipótesis candidatas","expresa","S108 Results: “candidate hypotheses requiring further investigation”","no evaluado","alta","Los propios autores no seleccionaron una como resuelta.","sin resolver","vigente"
"C-497","Torruella et al. 2025 recuperaron una asociación entre Ancyromonadida y Malawimonadida en parte de sus análisis.","asociación Ancyromonadida–Malawimonadida","recuperada_en*","parte de los análisis de Torruella et al. 2025","expresa","S109 resultados; fig. 2","no evaluado","media","El muestreo amplía linajes, pero la raíz y ramas cortas siguen afectando la relación; la posición profunda permanece sensible al análisis.","sin resolver","vigente"
"C-498","En Cavalier-Smith 2002, Unikonta se circunscribió mediante una reconstrucción ancestral uniciliada y caracteres moleculares asociados.","Unikonta en Cavalier-Smith 2002","se_circunscribe_mediante*","reconstrucción ancestral uniciliada y caracteres moleculares asociados","expresa","S89 clasificación","no evaluado","media","La circunscripción y el diagnóstico fueron revisados; las fuentes auxiliares sin pasaje localizado se retiraron de esta fila.","sin resolver","histórica"
"C-499","La ancestralidad flagelar sugerida por Unikonta en C-498 fue rechazada en la clasificación de Adl et al. 2012.","C-498","cuestionado_por","revisión clasificatoria de Adl et al. 2012","expresa","S124 introducción y definición de Amorphea","no evaluado","alta","La clasificación sustituyó explícitamente el nombre por Amorphea.","resuelta","histórica"
"C-500","Amorphea sustituyó a Unikonta mediante una definición filogenética de nodo que no depende de contar cilios.","Amorphea","sinonimo_propuesto_de","reemplazo parcial de Unikonta","expresa","S124 clasificación: definición; S01 clasificación","no evaluado","alta","La equivalencia es práctica, pero no perfecta para todas las circunscripciones históricas.","resuelta","vigente"
"C-501","Cavalier-Smith empleó “podiates” para eucariotas con pseudópodos o descendientes de formas pseudopodiales dentro de su sistema.","Podiata sensu Cavalier-Smith","propuesto_por","Cavalier-Smith y colaboradores","expresa","S125 clasificación; S145 tesis general","no evaluado","media","El contenido se definió con una combinación de morfología y topología de autor.","sin resolver","histórica"
"C-502","El uso de Podiata en filogenómicas recientes puede designar Amorphea+CRuMs.","Podiata sensu filogenómico reciente","contiene*","Amorphea y CRuMs","expresa","S109 árbol; S108 relación hermana; sin localizar","no evaluado","media","El uso depende del autor y no coincide necesariamente con el contenido original.","parcialmente resuelta","vigente"
"C-503","Podiata sensu Cavalier-Smith y Podiata sensu filogenómico reciente son circunscripciones rivales y no sinónimos automáticos.","Podiata sensu Cavalier-Smith","no_equivale_a*","Podiata sensu filogenómico reciente","sintesis(C-501, C-502)","S125; S109","no evaluado","alta","Las circunscripciones incorporan linajes diferentes y responden a criterios distintos.","resuelta","vigente"
"C-504","Cavalier-Smith propuso Sulcozoa para Apusozoa y Varisulca en su clasificación de 2013.","Sulcozoa sensu Cavalier-Smith","contiene*","Apusozoa y Varisulca","expresa","S125 resumen y clasificación","no evaluado","alta","La composición está declarada por el autor.","resuelta","histórica"
"C-505","Sulcozoa fue concebido como un conjunto que podía ser parafilético respecto de Opisthokonta y Amoebozoa.","Sulcozoa sensu Cavalier-Smith","clasificado_como_por","grupo parafilético permitido por el sistema","expresa","S125 discusión clasificatoria","no evaluado","media","El autor no aplicó exclusivamente nomenclatura cladística.","resuelta","histórica"
"C-506","Sulcozoa no es un nombre alternativo moderno de Obazoa.","Sulcozoa sensu Cavalier-Smith","no_equivale_a*","Obazoa","sintesis(C-504, C-505)","S125; S111 definición de Obazoa","consenso amplio","alta","Sulcozoa contiene linajes externos y Obazoa es un clado definido filogenómicamente.","resuelta","vigente"
"C-507","Varisulca reunió Diphyllatea, Planomonadida, Discocelida, Mantamonadida y Rigifilida en la clasificación de Cavalier-Smith.","Varisulca sensu Cavalier-Smith","contiene*","Diphyllatea, Planomonadida, Discocelida, Mantamonadida y Rigifilida","expresa","S125 clasificación; sin localizar","no evaluado","media","La lista corresponde a una circunscripción de autor.","resuelta","histórica"
"C-508","Varisulca no equivale a CRuMs porque incluye linajes distintos y excluye Collodictyonida en la circunscripción citada.","Varisulca sensu Cavalier-Smith","no_equivale_a*","CRuMs","sintesis(C-490, C-507)","S125; S108 definición de CRuMs","consenso amplio","alta","Los contenidos no son coincidentes.","resuelta","vigente"
"C-509","Amorphea permanece en uso en Adl et al. 2019.","Amorphea","tiene_estado*","nombre vigente en clasificación ISP","expresa","S01 clasificación","no evaluado","alta","La revisión conserva el clado.","resuelta","vigente"
"C-510","La disponibilidad nomenclatural, la aceptación en una clasificación y el soporte filogenético son propiedades distintas.","nombre taxonómico o de clado","se_distingue_de*","aceptación y soporte filogenético","glosa","n/a","no evaluado","alta","Un nombre puede existir aunque su contenido o topología estén discutidos.","resuelta","vigente"
"C-511","Eukaryota contiene todos los eucariotas vivientes y la población LECA reconstruida.","Eukaryota","contiene*","todos los eucariotas vivientes y la población LECA reconstruida","expresa","S01 clasificación; S56 líneas 309–330: definición","no evaluado","alta","La composición procede de la clasificación o filogenia citada.","parcialmente resuelta","vigente"
"C-512","El grupo hermano operativo de Eukaryota es linaje asgard más próximo a Eukaryota no resuelto.","Eukaryota","grupo_hermano_de","linaje asgard más próximo a Eukaryota no resuelto","expresa","S102 resumen; Parte 1A","no evaluado","alta","La relación depende de la topología y del muestreo indicados.","parcialmente resuelta","vigente"
"C-513","S56 atribuye a LECA envoltura nuclear, poro nuclear, endomembranas, citoesqueleto y mitocondria.","LECA en S56","posee_rasgo","envoltura nuclear, poro nuclear, endomembranas, citoesqueleto y mitocondria","expresa","S56 fig. 2","no evaluado","media","Se conservan únicamente los caracteres atribuidos explícitamente a LECA en la figura citada; una sola fuente no fija aceptación comunitaria.","parcialmente resuelta","vigente"
"C-514","Para Eukaryota, la evidencia molecular o genómica resumida es: paralogías profundas y repertorios celulares reconstruidos; S56.","Eukaryota","respaldado_por","paralogías profundas y repertorios celulares reconstruidos; S56","expresa","S56 §§Reconstrucción","no evaluado","alta","La evidencia procede de matrices o caracteres citados.","parcialmente resuelta","vigente"
"C-515","El tipo principal de evidencia que sostiene Eukaryota es filogenómica comparada y reconstrucción ancestral.","Eukaryota","respaldado_por","filogenómica comparada y reconstrucción ancestral","sintesis(C-513, C-514)","S56 fig. 2 y §§Reconstrucción","no evaluado","alta","La clasificación del tipo de evidencia sintetiza los rasgos reconstruidos y el repertorio molecular registrados en C-513 y C-514.","resuelta","vigente"
"C-516","La posición de la raíz interna de Eukaryota permanece discutida en S102.","raíz interna de Eukaryota","tiene_estado*","posición discutida","expresa","S102 resumen","no evaluado","alta","La fila conserva una sola proposición sobre la raíz; el n/a documental para monofilia de corona no se trata como soporte cuantitativo.","parcialmente resuelta","vigente"
