"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-740","El rango recuperado para LECA tiene una amplitud de 1379 Ma.","rango recuperado de LECA","tiene_valor_medido","1379 Ma","sintesis(C-738)","S141 fig. 3; S140 fig. 2","no evaluado","alta","Es una resta aritmética entre extremos publicados; no expresa incertidumbre estadística conjunta.","resuelta","vigente"
"C-741","Bangiomorpha pubescens ejerce un peso desproporcionado como calibración porque combina una edad radiométrica relativamente precisa con una posible asignación a Rhodophyta corona.","Bangiomorpha pubescens","posee_rasgo","calibración influyente de relojes eucariotas","expresa","S160 discusión; S141 §calibrations; S140 métodos","aceptación mayoritaria","media","Pocas calibraciones proterozoicas combinan edad y diagnóstico taxonómico comparables.","parcialmente resuelta","vigente"
"C-742","Mover el nodo asignado a Bangiomorpha o tratarlo como fósil troncal modifica las restricciones mínimas de divergencias profundas.","calibración de Bangiomorpha","cambia_resultado_de*","estimaciones de divergencia","expresa","S141 §calibration sensitivity; S178 discusión","aceptación mayoritaria","media","El efecto es una propiedad explícita de la calibración nodal, aunque su magnitud varía por análisis.","parcialmente resuelta","vigente"
"C-743","Una calibración fósil suele aportar un mínimo para la edad de un nodo, no la fecha exacta de la divergencia.","calibración fósil nodal","aporta_limite*","edad mínima","expresa","S141 §Molecular clock methodology","consenso amplio","alta","La divergencia debe preceder a la aparición del fósil asignado al grupo corona.","resuelta","vigente"
"C-744","Los límites máximos de calibración son más difíciles de justificar porque dependen de ausencia fósil y de modelos de preservación.","límite máximo de calibración","posee_incertidumbre*","mayor dependencia del registro negativo","expresa","S141 §Molecular clock methodology; S177 métodos","consenso amplio","alta","La ausencia de un fósil puede reflejar preservación o muestreo y no ausencia del linaje.","resuelta","vigente"
"C-745","Los relojes estrictos suponen una tasa única, mientras que los relojes relajados permiten variación de tasa entre ramas.","modelo de reloj molecular","distingue*","reloj estricto y reloj relajado","expresa","S142 métodos; S141 §Molecular clocks","consenso amplio","alta","La diferencia está definida matemáticamente en los modelos usados.","resuelta","vigente"
"C-746","Los relojes relajados autocorrelacionados y no autocorrelacionados hacen supuestos incompatibles sobre la dependencia de tasas entre ramas adyacentes.","modelos de reloj relajado","incompatible_con","supuestos alternativos de correlación de tasas","expresa","S141 §Molecular clocks; S140 métodos","consenso amplio","alta","La estructura probabilística de la tasa difiere explícitamente.","resuelta","vigente"
"C-747","La saturación de sustituciones reduce la información temporal retenida en divergencias proterozoicas profundas.","secuencias moleculares antiguamente divergentes","pierde_rasgo","señal temporal por saturación","expresa","S141 discusión","consenso amplio","alta","Sustituciones múltiples en un mismo sitio erosionan la relación entre distancia observada y tiempo.","parcialmente resuelta","vigente"
"C-748","La heterotaquia puede hacer que un mismo sitio cambie de tasa a través del árbol y sesgar estimaciones si el modelo no la representa.","heterotaquia","cuestionado_por","modelos de tasa insuficientes","expresa","S141 discusión; S140 métodos","aceptación mayoritaria","media","El efecto está demostrado en simulaciones y comparaciones de modelos, pero su magnitud por nodo es incierta.","parcialmente resuelta","vigente"
"C-749","La ausencia de un grupo externo cercano a Eukaryota dificulta simultáneamente la raíz y la datación de divergencias profundas.","árbol eucariota","posee_restriccion*","grupo externo distante","expresa","S141 discusión; S177 métodos","consenso amplio","alta","Las ramas externas largas aumentan error de modelo y limitan calibraciones relativas.","sin resolver","vigente"
"C-750","La propuesta de conciliación entre fósiles jóvenes y relojes antiguos sostiene que buena parte del registro proterozoico temprano pertenece al grupo tronco y no al grupo corona.","desacuerdo entre fósiles y relojes","resuelto_por_propuesta*","distinción tallo–corona","expresa","S171 discusión; S178 §4","aceptación mixta","media","La propuesta explica la coexistencia de biomarcadores antiguos y fósiles corona jóvenes, pero depende de asignaciones no directas.","sin resolver","vigente"
"C-751","Las estimaciones nodales de Amorphea, Obazoa, Holozoa y Filozoa no fueron localizadas con intervalos comparables en una misma matriz durante esta sesión.","Amorphea, Obazoa, Holozoa y Filozoa","tiene_edad_estimada","NO LOCALIZADO EN ESTA SESIÓN","glosa","sin localizar","no evaluado","desconocida","Los estudios recuperados usan circunscripciones o etiquetas de nodos diferentes y no se extrajeron todas las tablas suplementarias.","información insuficiente","vigente"
