"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-1915","Un experimento de viabilidad o una asociación cultivada no identifica por sí solo la ruta histórica única, su frecuencia natural ni su persistencia geológica.","experimento de laboratorio con asociación","no_demuestra*","trayectoria histórica única o frecuencia natural","sintesis(C-060, C-846)","S16 discusión; S17 discusión; S210 discusión","consenso amplio","alta","El experimento acota posibilidad y mecanismo en escalas y condiciones particulares.","resuelta","vigente"
"C-1916","Los esteranos y hopanos reportados en rocas arcaicas perdieron su valor como evidencia segura de eucariotas arcaicos al demostrarse contaminación posterior a la litificación.","biomarcadores arcaicos contaminados","pierde_valor_probatorio*","presencia de Eukaryota en el Arcaico","sintesis(C-742, C-743)","S170 resumen; figs. 1–3; discusión","no evaluado","alta","La señal no era sincrónica con la materia orgánica hospedadora.","resuelta","vigente"
"C-1917","El 24-isopropilcolestano perdió especificidad como indicador exclusivo de demosponjas al localizarse capacidad biosintética equivalente en Rhizaria unicelulares.","24-isopropilcolestano","pierde_valor_probatorio*","identificación exclusiva de Demospongiae","sintesis(C-746, C-747, C-748)","S172 resumen; S174 resumen","no evaluado","alta","El contraejemplo afecta la exclusividad taxonómica y no la existencia de la molécula.","sin resolver","vigente"
"C-1918","La hipótesis de Archezoa primitivamente amitochondriales fue refutada por genes y orgánulos derivados de mitocondrias en sus supuestos ejemplos.","afirmación C-1816","cuestionado_por","mitosomas, hidrogenosomas y genes mitocondriales","sintesis(C-1816, C-1817, C-1818, C-1819)","S398; S399","no evaluado","alta","La ausencia de mitocondria clásica resultó de reducción secundaria.","resuelta","rechazada"
"C-1919","La atribución de aproximadamente una sexta parte del genoma borrador de un tardígrado a HGT extensa fue rechazada por un reensamblaje con controles de contaminación y cobertura.","afirmación C-1195","cuestionado_por","reensamblaje y descontaminación","sintesis(C-1195, C-1196, C-1197)","S295 resumen; S296 resultados","no evaluado","alta","La mayor parte de la señal extraña se asoció con contigs contaminantes o cobertura discordante.","resuelta","histórica"
"C-1920","La atribución de Methanobacterium formicicum como endosimbionte de Pelomyxa palustris fue cuestionada por su ausencia en ejemplares reexaminados y la posibilidad de contaminación de vida libre.","Methanobacterium formicicum DSM 3637","tiene_origen*","aislamiento histórico de procedencia no resuelta","sintesis(C-1015, C-1018, C-1019, C-1021)","S231 resultados y discusión; S232 resumen","no evaluado","alta","La revisión no reconstruye la muestra de 1988 ni niega otros consorcios de Pelomyxa.","sin resolver","vigente"
"C-1921","El supuesto pedúnculo vibrátil de Ministeria vibrans fue reinterpretado como un flagelo fino asociado con microvellosidades radiales, sin un pedúnculo independiente observado.","revisión ultraestructural de Ministeria vibrans","sintetiza*","afirmaciones C-876–C-877","sintesis(C-876, C-877)","S212 resumen","no evaluado","alta","C-876 y C-877 ya registran la reinterpretación y la no observación; no son afirmaciones cuestionadas por esta síntesis.","resuelta","vigente"
"C-1922","Una reinterpretación puede retirar una inferencia temporal, taxonómica o causal sin eliminar la observación original que la motivó.","reinterpretación probatoria","se_distingue_de*","eliminación de la observación original","sintesis(C-1916, C-1917, C-1919, C-1920, C-1921)","S170; S174; S212; S231; S232; S295; S296","consenso amplio","alta","Los casos separan señal observada de procedencia, exclusividad o explicación inferida.","resuelta","vigente"
"C-1923","La raíz de Eukaryota no tiene una posición de consenso universal porque análisis con matrices, modelos y tratamientos de artefactos distintos recuperan raíces incompatibles.","raíz del árbol eucariota","tiene_estado*","sin consenso universal","sintesis(C-433, C-434, C-435, C-436, C-462, C-677)","S102 resumen y métodos; S103 discusión; S104 tesis general; S137 §Rooting","no evaluado","alta","Las propuestas publicadas son topológicamente incompatibles.","sin resolver","vigente"
"C-1924","El grupo asgard hermano exacto de Eukaryota permanece abierto porque filtros de sitios y muestreos recientes recuperan posiciones internas incompatibles.","grupo asgard hermano exacto de Eukaryota","tiene_estado*","sin resolver","sintesis(C-121, C-131)","S25 resultados y Extended Data figs. 3–5; S26 fig. 3","no evaluado","alta","El desacuerdo afecta la inserción interna y no el apoyo general al árbol de dos dominios.","sin resolver","vigente"
"C-1925","Las relaciones internas entre varios holozoos unicelulares, incluida la posición de Tunicaraptor unikontum, cambian entre matrices y análisis con ramas internas cortas.","relaciones internas de Holozoa unicelular","depende_de*","matriz, muestreo y modelo","sintesis(C-576, C-889)","S126 figs. 2–4; S131 discusión","no evaluado","alta","Los análisis recuperan posiciones alternativas dentro de Holozoa.","sin resolver","vigente"
"C-1926","Las asignaciones de Grypania, Rafatazmia, Bicellum y varios fósiles de Doushantuo conservan incertidumbre taxonómica porque la morfología preservada admite afinidades alternativas.","fósiles proterozoicos candidatos del corredor","tiene_estado*","afinidad taxonómica no resuelta","sintesis(C-708, C-709, C-710, C-711, C-712, C-727, C-728, C-729, C-730, C-733, C-734, C-735, C-736, C-737, C-738, C-739, C-740)","S152 discusión; S156 discusión; S162 discusión; S163; S164; S166; S167","no evaluado","alta","Las observaciones no contienen caracteres exclusivos suficientes para cerrar todas las asignaciones.","sin resolver","vigente"
"C-1927","No existe una edad de consenso para LECA.","LECA","tiene_estimacion_de_consenso*","no existe","sintesis(C-772, C-773)","S139 resultados; S140 fig. 2; S141 fig. 3","consenso amplio","alta","Los intervalos publicados no convergen en una estimación única.","sin resolver","vigente"
"C-1928","No se localizó una edad de corona multiespecífica de Corallochytrea bajo una circunscripción taxonómica explícita.","corona multiespecífica de Corallochytrea","carece_de_edad_publicada*","edad de corona bajo circunscripción explícita","glosa","BN-031","no evaluado","desconocida","S126 fecha un nodo operacional Pluriformea/Corallochytrea; el residual exige circunscripción explícita y más de un linaje interno.","información insuficiente","vigente"
"C-1929","El punto exacto de inserción de Eukaryota dentro de Asgard y las posiciones de holozoos unicelulares escasamente muestreados ya han cambiado al ampliar o filtrar el muestreo.","relaciones sensibles a mejor muestreo","incluye*","inserción asgard e internodos holozoos","sintesis(C-121, C-131, C-1925)","S25; S26; S126; S131","no evaluado","alta","La sensibilidad se observa en comparaciones publicadas y no es una predicción sin contraste.","sin resolver","vigente"
"C-1930","Ninguna clase de evidencia del corpus resuelve por sí sola topología, edad, fisiología ancestral y ambiente.","clase de evidencia individual","no_resuelve*","todas las dimensiones históricas del corredor","sintesis(C-1898, C-1901, C-1904, C-1906, C-1909, C-1912, C-1914)","S56 discusión; S141 discusión; S152 §2; S189 discusión","consenso amplio","alta","Cada método responde objetos y escalas distintos y conserva modos de fallo propios.","resuelta","vigente"
"C-1931","El registro canónico contiene 68 búsquedas negativas activas y cada una porta exactamente una de las tres etiquetas exigidas.","registro canónico de búsquedas negativas","tiene_valor_medido","68 filas etiquetadas","glosa","n/a; recuento del registro canónico","no evaluado","alta","La auditoría conserva por separado las 106 claves originales y la disposición de las 38 retiradas.","resuelta","vigente"
"C-1932","Doce búsquedas negativas están marcadas LA LITERATURA DECLARA QUE NO SE SABE.","búsquedas negativas con ausencia declarada","tiene_valor_medido","12 filas","glosa","n/a; recuento del registro canónico","no evaluado","alta","Cada fila conserva la fuente o las filas relacionadas que declaran el hueco.","resuelta","vigente"
"C-1933","Cincuenta y seis búsquedas negativas están marcadas NO LOCALIZADO EN ESTA SESIÓN.","búsquedas negativas sin resultado localizado","tiene_valor_medido","56 filas","glosa","n/a; recuento del registro canónico","no evaluado","alta","Cada resultado incorpora la evidencia positiva parcial y el residual exacto que no se localizó.","resuelta","vigente"
"C-1934","Ninguna búsqueda negativa activa está marcada NO BUSCADO.","búsquedas negativas no buscadas","tiene_valor_medido","0 filas","glosa","n/a; recuento del registro canónico","no evaluado","alta","Las exclusiones de alcance se retiraron del denominador científico y permanecen trazadas en la auditoría de 106 claves originales.","resuelta","vigente"
"C-1935","NO LOCALIZADO EN ESTA SESIÓN registra un resultado de búsqueda y no demuestra inexistencia en toda la literatura.","etiqueta NO LOCALIZADO EN ESTA SESIÓN","no_demuestra*","ausencia universal de publicación","glosa","n/a; definición operacional del encargo","no evaluado","alta","La etiqueta limita la conclusión a la campaña documentada.","resuelta","vigente"
"C-1936","NO BUSCADO delimita material excluido por alcance o reservado para una campaña distinta.","etiqueta NO BUSCADO","clasificado_como_por","límite explícito de alcance","glosa","n/a; definición operacional del encargo","no evaluado","alta","El motivo permite decidir si una búsqueda posterior es pertinente.","resuelta","vigente"
"C-1937","Las filas de búsquedas negativas conservan los términos exactos usados o el fundamento explícito cuando no hubo búsqueda.","registro canónico de búsquedas negativas","posee_rasgo","trazabilidad de consulta o exclusión","glosa","n/a; inspección del registro canónico","no evaluado","alta","Los campos permiten repetir la consulta o comprender por qué no se ejecutó.","resuelta","vigente"
"C-1938","En una atmósfera de ¹⁸O₂, Kikuchi, Suzuki y Tamiya hidroxilaron péptidos sintéticos modelo con prolil- y lisil-hidroxilasa de colágeno y trazaron oxígeno atmosférico a los grupos hidroxilo de los productos.","ensayo isotópico de hidroxilación de modelos de colágeno","traza_sustrato_a_producto*","O₂ atmosférico incorporado en hidroxiprolina e hidroxilisina","expresa","S553 resumen; ensayo con atmósfera de ¹⁸O₂","no evaluado","alta","La observación demuestra incorporación de oxígeno molecular en las reacciones ensayadas. No cuantifica el umbral ambiental para sintetizar colágeno ni generaliza el resultado a todos los animales o eucariotas.","resuelta","vigente"
"C-1939","Bellefroid y colaboradores estimaron concentraciones paleoproterozoicas de O₂ atmosférico cercanas a 0,1% PAL mediante anomalías de Ce en carbonatos marinos del Grupo Pethei acopladas a circulación oceánica y oxidación de Ce.","pO₂ atmosférica paleoproterozoica en el modelo de Bellefroid et al.","tiene_valor_estimado*","cerca de 0,1% PAL","expresa","S554 resumen; modelo de mezcla oceánica y oxidación de Ce","no evaluado","media","Es una inferencia cuantitativa dependiente de proxy, profundidad de quimioclina y modelo; no mide directamente el aire ni fija el O₂ disuelto de todo el océano paleoproterozoico.","resuelta","vigente"
"C-1940","Tang y colaboradores publicaron este vector para aguas marinas someras del Proterozoico medio: {antes de aproximadamente 1,54 Ga=<0,2 µM O₂; después de aproximadamente 1,54 Ga=fluctuación alrededor de 0,2 µM O₂}.","reconstrucción de O₂ somero del Proterozoico medio de Tang et al.","posee_vector_de_concentraciones_estimadas*","{antes de ~1,54 Ga=<0,2 µM O₂; después de ~1,54 Ga=alrededor de 0,2 µM O₂}","expresa","S557 resumen; Results; conclusión","no evaluado","media","Las dos coordenadas pertenecen al mismo proxy de REE+Y/anomalías de Ce y al mismo contraste temporal; no deben separarse, promediarse ni generalizarse a volumen oceánico global o atmósfera.","resuelta","vigente"
"C-1941","La reconstrucción cuantitativa de Krause y colaboradores predijo que el O₂ atmosférico neoproterozoico osciló entre aproximadamente 1 y 50% PAL.","pO₂ atmosférica neoproterozoica en el modelo de Krause et al.","tiene_rango_estimado*","aproximadamente 1–50% PAL","expresa","S555 resumen; modelo de balance isotópico y reciclaje tectónico","no evaluado","media","El intervalo es salida de un modelo continuo y expresa variabilidad, no una medición directa, una trayectoria monótona ni el O₂ de todo el océano.","resuelta","vigente"
"C-1942","Stockey y colaboradores reconstruyeron para la mayor parte del Neoproterozoico una media de O₂ disuelto de 0–22 µmol kg⁻¹ en hábitats marinos someros.","O₂ disuelto neoproterozoico somero en el modelo de Stockey et al.","tiene_rango_estimado*","0–22 µmol kg⁻¹ O₂ en promedio","expresa","S556 Results/Discussion; fig. 5e; Methods §§Random forest analyses y Earth system modelling","no evaluado","media","La cifra combina registros geoquímicos y modelado para plataforma somera; no describe cada cuenca ni implica oxigenación persistente del océano profundo.","resuelta","vigente"
"C-1943","La búsqueda Q-0174 no localizó una reconstrucción publicada y comparable del hábitat ancestral para cada nodo de Amorphea a Metazoa; la evidencia recuperada resuelve Amorphea, deja Fungi y Metazoa+Choanoflagellata ambiguos y muestra sensibilidad filogenética en Choanoflagellata.","cobertura de reconstrucciones ancestrales de hábitat del corredor","tiene_estado_de_conocimiento*","parcial y no disponible nodo por nodo","sintesis(C-834)","Q-0174; S552 Results §Ancestral habitat reconstruction, fig. 4a–b","no evaluado","alta","Es un resultado operacional de la campaña documentada, no una prueba de inexistencia universal. Obazoa, Opisthokonta, Holozoa, Filozoa y varios terminales no recibieron una estimación homogénea en las fuentes evaluadas.","sin resolver","vigente"
"C-1944","Hardisty y colaboradores infirieron concentraciones de O₂ superiores a 1 µM en aguas superficiales paleoproterozoicas durante la excursión Lomagundi, a partir de la estabilidad extendida de yodato registrada en carbonatos.","O₂ disuelto en el océano superficial durante Lomagundi","tiene_límite_inferior_estimado*",">1 µM O₂","expresa","S558 Conclusion, pp. 621–622; fig. 1; tabla 1","no evaluado","media","Es un límite inferior de aproximadamente 2,22–2,10 Ga basado en I/(Ca+Mg) y el umbral de estabilidad de IO₃⁻. No representa el océano profundo, una media global volumétrica ni todo el Paleoproterozoico.","resuelta","vigente"
"C-1945","La búsqueda Q-0175 no localizó «principio de recorte» o «pruning principle» como término científico estable aplicado a la fagotrofia o a la depredación en eucariogénesis; las fuentes recuperadas sí distinguen modelos fagotróficos, fisiología de la fagocitosis y escalada depredador–presa.","término principio de recorte en depredación eucariota","tiene_estado_de_conocimiento*","término exacto no localizado; conceptos próximos documentados por separado","sintesis(C-300, C-418, C-907)","Q-0175; S89 §§Origin of phagotrophy and mitochondria; S158 discusión; S178 §ecology; S84 Summary e introducción","no evaluado","alta","Es un resultado de consultas exactas y por conceptos hasta el corte, no prueba inexistencia universal. No se identificó el término con la poda de árboles filogenéticos ni se fusionaron propuestas fisiológicas y ecológicas distintas.","sin resolver","vigente"
"C-1946","A efectos de este corpus, divergencia designa separación de linajes; transferencia, movimiento de material genético; e integración, un vector cuyos componentes separables pueden incluir dependencia, transmisión, reducción genómica, EGT e importación de proteínas.","convenciones divergencia, transferencia e integración","distingue_operacionalmente*","{divergencia=separación de linajes; transferencia=movimiento de material genético; integración=vector de dependencia, transmisión, reducción, EGT e importación}","glosa","n/a; convención operacional del corpus","no evaluado","alta","La fila define vocabulario documental y no afirma que todos los casos de integración recorran las mismas etapas ni que una transferencia implique una endosimbiosis estable.","resuelta","vigente"
"C-1947","El censo del corpus canónico al corte 2026-08-08 no registra una asignación fósil específica para Apusomonadida; esta ausencia documental no demuestra inexistencia paleontológica ni sustituye una búsqueda bibliográfica específica.","cobertura fósil canónica de Apusomonadida","no_registra_asignacion_fosil*","Apusomonadida","glosa","n/a","no evaluado","alta","El resultado procede del censo reproducible de las afirmaciones canónicas vivas al corte. Delimita un hueco documental del corpus para Apusomonadida, no una búsqueda bibliográfica negativa ni una afirmación de ausencia en el registro paleontológico.","información insuficiente","vigente"
"C-1948","El censo del corpus canónico al corte 2026-08-08 no registra una asignación fósil específica para Breviatea; esta ausencia documental no demuestra inexistencia paleontológica ni sustituye una búsqueda bibliográfica específica.","cobertura fósil canónica de Breviatea","no_registra_asignacion_fosil*","Breviatea","glosa","n/a","no evaluado","alta","El resultado procede del censo reproducible de las afirmaciones canónicas vivas al corte. Delimita un hueco documental del corpus para Breviatea, no una búsqueda bibliográfica negativa ni una afirmación de ausencia en el registro paleontológico.","información insuficiente","vigente"
"C-1949","El censo del corpus canónico al corte 2026-08-08 no registra una asignación fósil específica para Ichthyosporea; esta ausencia documental no demuestra inexistencia paleontológica ni sustituye una búsqueda bibliográfica específica.","cobertura fósil canónica de Ichthyosporea","no_registra_asignacion_fosil*","Ichthyosporea","glosa","n/a","no evaluado","alta","El resultado procede del censo reproducible de las afirmaciones canónicas vivas al corte. Delimita un hueco documental del corpus para Ichthyosporea, no una búsqueda bibliográfica negativa ni una afirmación de ausencia en el registro paleontológico.","información insuficiente","vigente"
"C-1950","El censo del corpus canónico al corte 2026-08-08 no registra una asignación fósil específica para Pluriformea sensu Hehenberger et al. 2017; esta ausencia documental no demuestra inexistencia paleontológica ni sustituye una búsqueda bibliográfica específica.","cobertura fósil canónica de Pluriformea sensu Hehenberger et al. 2017","no_registra_asignacion_fosil*","Pluriformea sensu Hehenberger et al. 2017","glosa","n/a","no evaluado","alta","El resultado procede del censo reproducible de las afirmaciones canónicas vivas al corte. Delimita un hueco documental del corpus para Pluriformea sensu Hehenberger et al. 2017, no una búsqueda bibliográfica negativa ni una afirmación de ausencia en el registro paleontológico.","información insuficiente","vigente"
"C-1951","El censo del corpus canónico al corte 2026-08-08 no registra una asignación fósil específica para Corallochytrea; esta ausencia documental no demuestra inexistencia paleontológica ni sustituye una búsqueda bibliográfica específica.","cobertura fósil canónica de Corallochytrea","no_registra_asignacion_fosil*","Corallochytrea","glosa","n/a","no evaluado","alta","El resultado procede del censo reproducible de las afirmaciones canónicas vivas al corte. Delimita un hueco documental del corpus para Corallochytrea, no una búsqueda bibliográfica negativa ni una afirmación de ausencia en el registro paleontológico.","información insuficiente","vigente"
"C-1952","El censo del corpus canónico al corte 2026-08-08 no registra una asignación fósil específica para Filasterea; esta ausencia documental no demuestra inexistencia paleontológica ni sustituye una búsqueda bibliográfica específica.","cobertura fósil canónica de Filasterea","no_registra_asignacion_fosil*","Filasterea","glosa","n/a","no evaluado","alta","El resultado procede del censo reproducible de las afirmaciones canónicas vivas al corte. Delimita un hueco documental del corpus para Filasterea, no una búsqueda bibliográfica negativa ni una afirmación de ausencia en el registro paleontológico.","información insuficiente","vigente"
