"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-1638","Cornejo-Castillo et al. estimaron que UCYN-A1 y UCYN-A2 divergieron aproximadamente hace 91 Ma.","divergencia UCYN-A1–UCYN-A2","tiene_edad_estimada","aproximadamente 91 Ma","expresa","S455 resumen; análisis de reloj","no evaluado","media","Es una estimación de divergencia de linajes simbióticos con reloj relajado bayesiano.","parcialmente resuelta","vigente"
"C-1639","La edad de divergencia UCYN-A1–UCYN-A2 no fecha directamente la captura inicial, aunque S455 infiere a partir de ella una asociación ancestral ya establecida hacia el Cretácico tardío.","edad de divergencia UCYN-A1–UCYN-A2","no_equivale_a*","fecha directa del inicio de la endosimbiosis","sintesis(C-1061, C-1638)","S455 resultados y discusión; C-1061","no evaluado","alta","El reloj fecha separación de linajes simbióticos; la asociación ancestral hacia aproximadamente 91 Ma es una inferencia explícita del estudio.","parcialmente resuelta","vigente"
"C-1640","Frail et al. situaron el ancestro común de las endosimbiosis de Epithemia estudiadas en menos de 35 Ma.","origen común de diazoplastos de Epithemia muestreados","tiene_edad_estimada","menos de 35 Ma","expresa","S456 resumen","no evaluado","baja","El límite se aplica al clado muestreado y no reemplaza la estimación aproximada de 12 Ma de otro muestreo.","parcialmente resuelta","vigente"
"C-1641","Frail et al. detectaron fragmentos de ADN de diazoplasto integrados en el genoma nuclear de Epithemia clementina, pero las transferencias detectadas eran no funcionales.","transferencias diazoplasto-núcleo en Epithemia clementina","posee_rasgo","fragmentos integrados no funcionales","expresa","S456 resumen; Results","no evaluado","media","El estudio distingue integración física de ADN de transferencia génica funcional.","resuelta","vigente"
"C-1642","No existe una cronología de inicio y etapas intermedias comparable para todas las endosimbiosis documentadas en este corpus.","tiempo desde endosimbiosis hasta integración actual","carece_de_cronología_comparable*","serie temporal completa entre sistemas","glosa","BN-111","no evaluado","desconocida","Las fuentes suelen fechar divergencias u orígenes de clado y describir el estado presente, no una serie temporal completa.","información insuficiente","vigente"
"C-1643","La revisión de Butenko et al. registra desde uno o dos hasta 67 genes codificantes de proteínas en genomas mitocondriales actuales.","genes codificantes de proteínas en genomas mitocondriales","tiene_valor_medido","1 o 2–67","expresa","S281 §Mitochondrial gene content variation: from 100 to 1","no evaluado","alta","El rango separa genes de proteínas de rRNA y tRNA.","resuelta","vigente"
"C-1644","El genoma mitocondrial de Andalucia godoyi contiene 100 genes totales en la anotación comparada recuperada.","genoma mitocondrial de Andalucia godoyi","tiene_valor_medido","100 genes totales","expresa","S453 tabla 1; Results","no evaluado","alta","El total incluye genes codificantes de proteínas y genes de RNA.","resuelta","vigente"
"C-1645","El máximo de 100 genes totales no contradice el máximo de 67 genes codificantes de proteínas porque los denominadores incluyen categorías distintas.","contenido génico mitocondrial","depende_de_denominador*","genes totales frente a genes codificantes de proteínas","sintesis(C-1643, C-1644)","S281; S453","consenso amplio","alta","Los RNA ribosomales, tRNA y otras anotaciones integran el total pero no el recuento proteico.","resuelta","vigente"
"C-1646","La rapidez relativa de dos procesos solo puede compararse después de especificar inicio, final, unidad y nivel biológico.","rapidez relativa evolutiva","depende_de*","definición de evento y denominador","sintesis(C-1620, C-1630, C-1634, C-1642)","S447–S459","consenso amplio","alta","Las fuentes miden duplicaciones celulares, mutaciones, señales estratigráficas, divergencias o estados de integración.","resuelta","vigente"
"C-1647","En las mediciones recuperadas, las divisiones celulares o nucleares ocurren en horas, los cambios redox cretácicos en decenas a centenares de kyr, las endosimbiosis recientes en decenas a centenares de Ma y los tallos FECA–LECA en centenares de Ma a más de un Gyr.","procesos cuantificados del corpus","tiene_orden_relativo*","horas < kyr < Ma < Gyr según nivel medido","sintesis(C-1617, C-1498, C-1508, C-1631, C-1636, C-1637, C-196, C-197)","S447; S424; S207; S459; S245; S454; S58","no evaluado","alta","La ordenación conserva unidades publicadas y no transforma una escala en tasa causal de otra.","resuelta","vigente"
"C-1648","Los experimentos de levadura muestran adquisición de multicelularidad clonal dentro de 60 transferencias y tamaño macroscópico tras 600 rondas de selección, sin medir la duración natural de un origen histórico.","multicelularidad experimental de levadura","tiene_orden_relativo*","rápida bajo selección experimental respecto de divergencias geológicas","sintesis(C-1547, C-1551, C-1647)","S432; S433","no evaluado","alta","El experimento demuestra capacidad de respuesta, no una tasa histórica pan-eucariota.","resuelta","vigente"
"C-1649","Con el criterio estricto de endosimbiosis primaria que produce un orgánulo y deja transferencia génica endosimbiótica funcional al núcleo, el registro recuperado sintetiza tres adquisiciones independientes: mitocondria, plasto primario de Archaeplastida y cromatóforo de Paulinella.","endosimbiosis primarias con orgánulo y EGT funcional","resume_como*","tres adquisiciones independientes bajo criterio estricto","sintesis(C-1162, C-1636)","S282; S411; S243; S245","no evaluado","media","Es un recuento condicionado construido por la síntesis del corpus, no una magnitud publicada por una de las fuentes; por ello no pertenece al apéndice F.","parcialmente resuelta","vigente"
"C-1650","El nitroplasto UCYN-A no entra en el recuento estricto de tres porque las fuentes recuperadas documentan importación de proteínas pero no EGT desde UCYN-A al núcleo del hospedador.","nitroplasto UCYN-A","no_satisface_criterio*","EGT funcional demostrada desde el endosimbionte","sintesis(C-1058, C-1649)","S246; S456; BN-111","no evaluado","media","Importación de proteínas codificadas por el hospedador y transferencia desde el endosimbionte son evidencias distintas.","parcialmente resuelta","vigente"
"C-1651","Los diazoplastos de Epithemia no entran en el recuento estricto porque las transferencias nucleares detectadas eran no funcionales.","diazoplastos de Epithemia","no_satisface_criterio*","EGT funcional demostrada","sintesis(C-1641, C-1649)","S456","no evaluado","alta","El criterio aplicado exige transferencia funcional y no solo fragmentos integrados.","resuelta","vigente"
"C-1652","Bremer et al. recuperaron una media y mediana de un origen mitocondrial por árbol tanto en árboles de copia única como de copias múltiples.","origen mitocondrial en la reconstrucción de Bremer et al.","tiene_valor_medido","media 1; mediana 1 origen por árbol","expresa","S79 tabla 2","no evaluado","alta","El resultado fue estable a la clase de árbol y contrasta con los rasgos de múltiples orígenes.","resuelta","vigente"
"C-1653","La maquinaria homóloga de importación TOM/TIM en mitocondrias, hidrogenosomas y mitosomas respalda que los orgánulos relacionados con mitocondrias descienden de una adquisición ancestral común.","orgánulos relacionados con mitocondrias","respaldado_por","maquinaria homóloga de importación proteica","expresa","S457 resumen; §§1–2","no evaluado","media","La maquinaria compartida es una sinapomorfía del sistema organelar y no una función metabólica convergente aislada.","resuelta","vigente"
"C-1654","Lithgow y Schneider contabilizaron históricamente al menos tres orígenes independientes de hidrogenosomas y cuatro de mitosomas.","reducciones mitocondriales a hidrogenosomas y mitosomas","tiene_valor_medido","al menos 3 y 4 orígenes independientes","expresa","S457 fig. 1 y texto asociado","no evaluado","media","Es un mínimo de 2010 dependiente de la filogenia y de categorías organelares de esa revisión.","parcialmente resuelta","histórica"
"C-1655","La pérdida completa del orgánulo mitocondrial en Monocercomonoides no debe confundirse con la pérdida exclusiva del genoma mitocondrial en Henneguya salminicola.","pérdidas mitocondriales extremas","se_distingue_de*","pérdida de orgánulo frente a pérdida de mtDNA","sintesis(C-1144, C-1148, C-1149)","S275; S276; S278","consenso amplio","alta","Las dos observaciones eliminan componentes distintos.","resuelta","vigente"
"C-1656","No se localizó un recuento global actualizado y metodológicamente uniforme de todas las pérdidas, reducciones y degradaciones mitocondriales independientes.","reducción mitocondrial independiente","carece_de_recuento_uniforme*","recuento global actualizado","glosa","BN-110","no evaluado","desconocida","Las revisiones usan categorías y muestreos diferentes y continúan incorporando linajes.","información insuficiente","vigente"
"C-1657","Bremer et al. estimaron para fagocitosis una media de 5.1 orígenes y mediana de 5 en árboles de copia única, y una media de 7.1 y mediana de 7 en árboles de copias múltiples.","orígenes de fagocitosis en Bremer et al.","tiene_valor_medido","5.1/5 y 7.1/7 según clase de árbol","expresa","S79 tabla 2","no evaluado","media","La desviación estándar fue 1.65 y 4.3, respectivamente, y el resultado depende de codificación y árboles.","parcialmente resuelta","vigente"
"C-1658","El recuento de múltiples orígenes de fagocitosis de Bremer et al. no es consenso porque otras reconstrucciones asignan a LECA repertorios endocíticos o fagosomales.","afirmación C-1657","cuestionado_por","reconstrucciones incompatibles de LECA","sintesis(C-252, C-255, C-418, C-1657)","S79; S59","no evaluado","alta","Los estudios difieren en unidad de rasgo, anotación funcional y método de reconstrucción.","sin resolver","vigente"
"C-1659","Ocaña-Pallarès et al. reconstruyeron cuatro transiciones independientes hacia especialización osmotrófica en Fungi, Teretosporea, Pseudofungi y Labyrinthulea.","transiciones hacia especialización osmotrófica en el muestreo de Ocaña-Pallarès et al.","tiene_numero_de_origenes*","4 transiciones hacia especialización osmotrófica","expresa","S509 resumen; resultados de filogenómica y reloj molecular","no evaluado","alta","El estudio delimita cuatro grupos; el límite pan-eucariota queda separado en C-1667.","resuelta","vigente"
"C-1660","Lamża identificó 45 linajes multicelulares eucariotas independientes distribuidos entre seis tipos bajo criterios funcionales explícitos.","multicelularidad eucariota simple en Lamża","tiene_valor_medido","45 linajes independientes y seis tipos","expresa","S458 resumen; métodos; tablas 1–2","no evaluado","media","El autor declara que el total es un mínimo y depende de circunscripción y conocimiento filogenético.","parcialmente resuelta","vigente"
"C-1661","Lamża señaló que la mayoría de las revisiones previas coincidían en al menos 20 apariciones de multicelularidad en eucariotas.","recuentos previos de multicelularidad eucariota","tiene_valor_medido","al menos 20 apariciones","expresa","S458 resumen, “most reviewers agreeing that it appeared at least 20 times in eukaryotes”","no evaluado","alta","Es un resumen histórico de revisiones previas, no el recuento independiente de Lamża ni una estimación con intervalo. La ausencia previa de una lista con criterios explícitos se omite de esta fila para conservar una sola proposición.","parcialmente resuelta","histórica"
"C-1662","El total de 45 linajes de Lamża no produce automáticamente recuentos separados y exhaustivos para las categorías clonal, cenocítica y agregativa usadas en este corpus.","recuento de 45 linajes multicelulares","no_equivale_a*","recuento universal por las tres rutas de este corpus","sintesis(C-1606, C-1660)","S458 tablas 1–2; limitaciones","no evaluado","alta","La vista operacional 23/9/12 más una gemación depende de una tipología de seis clases; no es una partición uno a uno independiente de definiciones.","parcialmente resuelta","vigente"
"C-1663","Parfrey y Lahr reconocieron al menos siete orígenes de multicelularidad agregativa en eucariotas bajo la delimitación de su revisión.","multicelularidad agregativa","tiene_valor_medido","al menos siete orígenes independientes","expresa","S445 resumen y discusión","no evaluado","baja","El mínimo depende de la filogenia y de qué colectivos se clasifican como multicelulares.","parcialmente resuelta","vigente"
"C-1664","Se han reconstruido al menos 223 orígenes de parasitismo en 15 filos animales y al menos 16 orígenes de simbiosis obligada en 89 familias de insectos, pero no una frecuencia pan-eucariota de parasitismo intracelular o simbiosis obligada.","orígenes de parasitismo y simbiosis obligada en muestreos restringidos","tiene_numero_de_origenes*","≥223 en Animalia y ≥16 en insectos","sintesis(C-1121)","S517 resumen; S513 resultados; BN-113","no evaluado","alta","Las definiciones y denominadores difieren: parasitismo animal no equivale a parasitismo intracelular y el censo de insectos no representa Eukaryota.","parcialmente resuelta","vigente"
"C-1665","La revisión de Bartošová-Sojková et al. documenta transiciones paralelas en Kinetoplastea, Holomycota y Apicomplexa, pero no usa esos tres grupos como denominador de todos los eucariotas.","revisión de parasitismo intracelular de Bartošová-Sojková et al.","no_equivale_a*","estimación pan-eucariota de frecuencia","expresa","S460 resumen y alcance; S517 [sin localizar con mayor precisión]; S513 [sin localizar con mayor precisión]","no evaluado","media","Los recuentos adicionales siguen restringidos a animales o insectos y no comparten definición ni denominador.","resuelta","vigente"
"C-1666","Los recuentos de orígenes dependen de la definición del rasgo, la topología, el muestreo y la unidad contada.","recuento de orígenes independientes","depende_de*","criterio, topología, muestreo y unidad","sintesis(C-1649, C-1654, C-1657, C-1660, C-1664)","S79; S457; S458; S460","consenso amplio","alta","Cambiar cualquiera de esos componentes puede fusionar o separar eventos reconstruidos.","resuelta","vigente"
"C-1667","No se localizó un recuento pan-eucariota uniforme de todas las pérdidas de fagocitosis.","pérdidas de fagocitosis en Eukaryota","carece_de_recuento_uniforme*","recuento pan-eucariota","glosa","BN-112","no evaluado","desconocida","Las cuatro transiciones de C-1659 pertenecen a un muestreo y criterio restringidos.","información insuficiente","vigente"
"C-1668","Sphaeroforma arctica se cultivó a 12 °C en marine broth Difco a 37.4 g/L en el experimento que midió ciclos nucleares de 11–12 h.","cultivo de Sphaeroforma arctica en S207","posee_condicion_experimental*","12 °C; marine broth Difco 37.4 g/L","expresa","S207 métodos, Experimental Model; fig. 1","no evaluado","alta","Las condiciones se separan de la duración medida en C-1508.","resuelta","vigente"
"C-1669","ATCC informa para Thecamonas trahens mantenimiento a 18–25 °C y repique quincenal.","mantenimiento de Thecamonas trahens","posee_condicion_experimental*","18–25 °C y repique quincenal","expresa","S519 métodos de cultivo, Handling information","no evaluado","alta","Mantenimiento y repique no equivalen a una tasa de división.","resuelta","vigente"
"C-1670","El cultivo estable publicado de Hexatilemonas jangsaensis no incluyó una curva de crecimiento comparable.","cultivo de Hexatilemonas jangsaensis","no_posee_rasgo*","curva de crecimiento publicada","sintesis(C-1619)","S507 métodos y cultivo; BN-108","no evaluado","media","La persistencia en cultivo no proporciona tiempo de generación.","información insuficiente","vigente"
"C-1671","El experimento nuclear de Dictyostelium discoideum incluyó tres líneas mantenidas aproximadamente 1.000 generaciones y detectó una mutación nuclear.","diseño de acumulación de mutaciones nuclear de Dictyostelium discoideum","posee_vector_de_diseño_experimental*","líneas=3; generaciones≈1.000; mutaciones nucleares detectadas=1","expresa","S448 §Nuclear mutations","no evaluado","alta","Las coordenadas pertenecen a un único protocolo y estimando: forman un vector experimental, no magnitudes sumables ni derivables entre sí. La tasa y su intervalo permanecen separados en C-1621–C-1622.","resuelta","vigente"
"C-1672","El experimento germinal de Paramecium tetraurelia incluyó siete líneas, aproximadamente 3.300 divisiones, 29 sustituciones y un promedio de 63.2 Mb analizables por línea.","diseño de acumulación de mutaciones de Paramecium tetraurelia","posee_vector_de_diseño_experimental*","líneas=7; divisiones≈3.300; sustituciones=29; bases analizables por línea (promedio)=63.2 Mb","expresa","S449 Results; tabla 1","no evaluado","alta","Las coordenadas pertenecen a un único protocolo y estimando: forman un vector experimental, no magnitudes sumables ni derivables entre sí. La tasa permanece separada en C-1624.","resuelta","vigente"
"C-1673","El experimento germinal de Tetrahymena thermophila incluyó ocho líneas analizables, aproximadamente 1.000 divisiones y cinco sustituciones validadas.","diseño de acumulación de mutaciones de Tetrahymena thermophila","posee_vector_de_diseño_experimental*","líneas analizables=8; divisiones≈1.000; sustituciones validadas=5","expresa","S450 §Mutation Rate","no evaluado","alta","Las coordenadas pertenecen a un único protocolo y estimando: forman un vector experimental, no magnitudes sumables ni derivables entre sí. La tasa permanece separada en C-1625.","resuelta","vigente"
"C-1674","La tasa germinal de Tetrahymena thermophila tuvo un IC 95 % de 0.691–14.53 × 10^-12 por el método estándar y de 4.68–12.38 × 10^-12 con valores transformados logarítmicamente.","tasa germinal de Tetrahymena thermophila","posee_vector_de_incertidumbre*","IC 95 % (método estándar)=0.691–14.53 × 10^-12; IC 95 % (transformación logarítmica)=4.68–12.38 × 10^-12","expresa","S450 §Mutation Rate","no evaluado","alta","Ambos intervalos pertenecen al mismo estimando bajo dos métodos publicados: forman un vector de incertidumbre, no magnitudes sumables ni un intervalo derivado por el corpus. La tasa permanece separada en C-1625.","resuelta","vigente"
"C-1675","El experimento de Acidobacterium capsulatum incluyó 69 líneas transferidas durante aproximadamente 2.900 divisiones a 30 °C, en aerobiosis y medio ATCC 1168.","diseño de acumulación de mutaciones de Acidobacterium capsulatum","posee_vector_de_diseño_experimental*","líneas=69; divisiones≈2.900; temperatura=30 °C; atmósfera=aerobiosis; medio=ATCC 1168","expresa","S452 Methods [sin localizar con mayor precisión]; Results","no evaluado","alta","Las coordenadas pertenecen a un único protocolo y a los estimandos de sustituciones e indels: forman un vector experimental, no magnitudes sumables ni derivables entre sí. Las tasas permanecen separadas en C-1628–C-1629.","resuelta","vigente"
"C-1676","Esta sección no consolida una fecha única de inicio para la captura del plasto primario de Archaeplastida.","inicio de la endosimbiosis plastidial primaria","carece_de_fecha_única*","fecha directa de captura","glosa","BN-111","no evaluado","desconocida","Las fuentes fechan nodos o estados distintos, no un instante único de captura.","información insuficiente","vigente"
"C-1677","En esta auditoría, las edades fósiles o nodales de Archaeplastida no se usan como fecha directa de la captura plastidial.","edades fósiles o nodales de Archaeplastida","no_se_usa_como*","fecha directa de captura del plasto primario","glosa","BN-111","no evaluado","alta","Es una regla documental explícita: evita convertir una edad de linaje o de estado observado en el instante no observado de captura.","resuelta","vigente"
"C-1678","Gray describió que la transición del simbionte al orgánulo implicó transferencia de genes al núcleo y redireccionamiento de proteínas hacia el orgánulo en evolución.","transición del simbionte plastidial al orgánulo","incluye*","transferencia génica al núcleo y redireccionamiento proteico","expresa","S411 p. 1287, “loss of genes or their transfer to the nucleus” y “retargeting ... back into the evolving organelle”","no evaluado","alta","El pasaje enumera mecanismos de integración del simbionte al orgánulo; la fila no infiere su duración ni una secuencia temporal entre pasos.","resuelta","vigente"
"C-1679","No se localizó una duración publicada desde la captura del ancestro plastidial hasta la integración de EGT e importación proteica.","duración de organelogénesis del plasto primario","carece_de_duración_publicada*","duración captura–integración","glosa","BN-111","no evaluado","desconocida","Los estados presentes y las edades nodales no ordenan ni cronometran cada etapa.","información insuficiente","vigente"
