"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-803","La discrepancia cuantitativa sobre pO₂ mesoproterozoica es empírica y metodológica, no una diferencia de unidades.","controversia de oxígeno mesoproterozoico","posee_causa*","proxies y umbrales distintos","sintesis(C-798, C-799, C-800, C-801)","S182 métodos; S183 métodos; S184 métodos; S185 métodos","no evaluado","alta","Todos los estudios expresan resultados respecto de PAL, pero miden procesos geoquímicos diferentes.","parcialmente resuelta","vigente"
"C-804","La biosíntesis experimental de esteroles a 7 nM de O₂ muestra que ese proceso puede operar en condiciones microóxicas.","biosíntesis de esteroles","posee_umbral*","7 nM O₂ en Saccharomyces cerevisiae","expresa","S176 resultados","no evaluado","media","Es un resultado experimental reproducible en una levadura bajo condiciones definidas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-805","El umbral de esteroles no establece el nivel mínimo de O₂ requerido por fagotrofia, mitosis o eucariogénesis completa.","umbral de esteroles","no_resuelve*","requisitos de otros procesos eucariotas","sintesis(C-804)","S176 discusión","no evaluado","alta","Procesos distintos tienen enzimas, flujos y escalas celulares diferentes.","resuelta","vigente"
"C-806","Mills y colaboradores mostraron que algunas esponjas modernas toleran concentraciones de O₂ muy inferiores a las atmosféricas actuales.","esponjas modernas experimentales","posee_rasgo","tolerancia a hipoxia","expresa","S199 resumen y resultados","no evaluado","alta","La tolerancia fue medida en experimentos; no se extrapola directamente a holozoos proterozoicos. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-807","Los experimentos con esponjas no proporcionan un umbral universal para los eucariotas unicelulares del corredor.","resultados de Mills et al. 2014","no_equivale_a*","umbral universal de Eukaryota","sintesis(C-806)","S199 discusión","no evaluado","alta","El metabolismo, tamaño y difusión en esponjas no representan todos los protistas.","resuelta","vigente"
"C-808","El modelo clásico de Canfield propuso aguas medias euxínicas durante gran parte del Proterozoico.","océano proterozoico en el modelo de Canfield","posee_rasgo","aguas medias anóxicas y sulfhídricas","expresa","S186 tesis general (sin localizar con mayor precisión)","no evaluado","baja","Fue una hipótesis global influyente, revisada por datos de especiación de hierro posteriores. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","histórica"
"C-809","Planavsky y colaboradores encontraron evidencia de condiciones anóxicas ferruginosas extendidas en el océano mesoproterozoico.","océano mesoproterozoico profundo","posee_rasgo","anoxia ferruginosa extendida","expresa","S187 resumen; fig. 3","no evaluado","media","Múltiples lutitas muestran hierro reactivo sin enriquecimiento sulfhídrico compatible con euxinia generalizada. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-810","La evidencia de condiciones ferruginosas extendidas cuestiona un océano mesoproterozoico globalmente euxínico.","afirmación C-808","cuestionado_por","datos de especiación de hierro ferruginosos","expresa","S187 discusión","no evaluado","media","El contraejemplo afecta la extensión espacial del modelo, no la existencia local de euxinia. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-811","La compilación de Sperling et al. contiene aproximadamente 4.700 mediciones de especiación de hierro y cubre muestras de 2300 a 360 Ma.","compilación de Sperling et al. 2015","posee_vector_de_compilacion*","n_mediciones ≈ 4.700; cobertura_temporal = 2300–360 Ma","expresa","S188 resumen y métodos","no evaluado","alta","Es un único vector de diseño del mismo corpus: tamaño y cobertura temporal se transcriben con rótulos propios, no se suman ni generan una magnitud derivada.","resuelta","vigente"
"C-812","La compilación de Sperling y colaboradores indicó aguas subsuperficiales mesoproterozoicas predominantemente anóxicas y ferruginosas, con mayor tendencia local a euxinia que en el Neoproterozoico.","océanos mesoproterozoicos subsuperficiales","posee_rasgo","predominio ferruginoso con euxinia local","expresa","S188 resumen","no evaluado","media","El patrón es estadístico y la cobertura geográfica no es uniforme. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-813","El balance de masas de Xu et al. estimó que más de 54% del área del fondo marino estuvo cubierta por agua oxigenada durante el Miembro III de Gaoyuzhuang, aproximadamente a 1,57 Ga.","área del fondo marino durante el Miembro III de Gaoyuzhuang","tiene_fraccion_modelada*","más de 54% bajo agua oxigenada","expresa","S503 resumen; modelo de balance de masas","no evaluado","baja","Es una estimación modelada de área para una ventana concreta, no una fracción de volumen, una profundidad universal ni una partición cerrada de estados redox.","parcialmente resuelta","vigente"
"C-814","Reinhard y colaboradores interpretaron datos de molibdeno como evidencia de un reservorio marino pequeño y de estasis redox durante parte del Proterozoico medio.","reservorio marino de molibdeno","posee_rasgo","tamaño reducido inferido","expresa","S189 resumen; fig. 2","no evaluado","baja","La inferencia depende de balances de masa y de la representatividad de lutitas euxínicas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-815","Anbar y Knoll propusieron que la química redox proterozoica restringió la disponibilidad de Mo, Cu y Zn y, por esa vía, rutas metabólicas dependientes de metales.","océano proterozoico","limita_disponibilidad_de*","Mo, Cu y Zn","expresa","S190 tesis general (sin localizar con mayor precisión)","no evaluado","baja","Es una hipótesis bioinorgánica apoyada por química de sulfuros, pero la disponibilidad local y biológica varía. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-816","Scott y colaboradores usaron concentraciones e isótopos de molibdeno para proponer una oxigenación escalonada del océano proterozoico.","océano proterozoico","adquiere_rasgo","oxigenación escalonada","expresa","S191 resumen; fig. 3","no evaluado","media","El proxy registra tamaño del reservorio y extensión de sumideros euxínicos, no O₂ directo. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-817","Planavsky y colaboradores reconstruyeron un reservorio de fosfato marino proterozoico menor que el fanerozoico mediante relaciones P/Fe en rocas ricas en óxidos.","reservorio marino de fosfato proterozoico","tiene_valor_relativo*","menor que el fanerozoico en comparación cualitativa","expresa","S192 resumen; fig. 2","no evaluado","media","La conversión de P/Fe sedimentario a concentración marina requiere supuestos de sorción y preservación. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-818","La adsorción de fósforo a óxidos de hierro ha sido propuesta como mecanismo de limitación de productividad en océanos proterozoicos.","fósforo marino","es_secuestrado_por*","óxidos de hierro","expresa","S192 discusión; S193 introducción","no evaluado","baja","El mecanismo es químicamente documentado, pero su importancia global cambia con redox y flujo sedimentario.","sin resolver","vigente"
"C-819","Reinhard y colaboradores propusieron una expansión del reservorio marino de fósforo alrededor de 800–700 Ma.","reservorio marino de fósforo","adquiere_rasgo","expansión alrededor de 800–700 Ma","expresa","S193 resumen; fig. 3","no evaluado","baja","La cronología deriva de una compilación sedimentaria y modelado global. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-820","La fase 2 del Sedimentary Geochemistry and Paleoenvironments Project ofrece mediciones abiertas de geoquímica sedimentaria, pero no una serie homogénea de concentraciones del agua marina para Mo, Fe, Cu, Zn, Ni y Co durante todo el Proterozoico.","Sedimentary Geochemistry and Paleoenvironments Project Phase 2","tiene_cobertura*","mediciones heterogéneas de rocas sedimentarias","expresa","S502 título; descripción del recurso y métodos; BN-096","no evaluado","media","Elementos, matrices, edades, contextos deposicionales y métodos difieren; convertirlos en una sola curva de agua marina requeriría un modelo adicional.","parcialmente resuelta","vigente"
"C-821","El término «aburrido millardo» se ha aplicado aproximadamente al intervalo 1.8–0.8 Ga para describir estabilidad tectónica, climática y biogeoquímica relativa.","«aburrido millardo»","tiene_edad_estimada","aproximadamente 1.8–0.8 Ga","expresa","S194 discusión; S189 introducción","no evaluado","media","Es una etiqueta interpretativa y sus límites varían entre autores.","parcialmente resuelta","vigente"
"C-822","La biota de protosteroides cuestiona que el «aburrido millardo» fuera ecológicamente uniforme o pobre en eucariotas.","afirmación C-820","cuestionado_por","abundancia de biomarcadores de eucariotas troncales","expresa","S171 discusión","no evaluado","baja","Los biomarcadores sugieren biomasa y diversidad biosintética, pero no resuelven riqueza taxonómica exacta. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-823","La glaciación Sturtiana comenzó alrededor de 717 Ma y terminó alrededor de 659 Ma en la cronología criogénica recuperada.","glaciación Sturtiana","tiene_edad_estimada","aproximadamente 717–659 Ma","expresa","S196 resultados; S197 fig. 2","no evaluado","media","Fechas radiométricas bracketan el evento, pero no todas las cuencas registran límites idénticos.","parcialmente resuelta","vigente"
"C-824","La terminación de la glaciación Marinoana está datada en 635.2 ± 0.6 Ma en la sucesión de Doushantuo.","terminación de la glaciación Marinoana","tiene_edad_estimada","635.2 ± 0.6 Ma","expresa","S168 resumen","no evaluado","alta","Edad U–Pb ID-TIMS de circones en ceniza asociada al cap carbonate.","resuelta","vigente"
"C-825","El inicio de la glaciación Marinoana está menos constreñido que su final y fue situado en las fuentes recuperadas después de aproximadamente 659 Ma y antes de aproximadamente 639 Ma.","inicio de la glaciación Marinoana","tiene_edad_estimada","más joven que ~659 Ma y anterior a ~639 Ma","expresa","S198 introducción y resultados","no evaluado","media","Los límites provienen de sucesiones distintas y no forman una fecha de inicio global única. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-826","La Formación Doushantuo comienza inmediatamente después de la deglaciación Marinoana en el registro de South China.","Formación Doushantuo","sucede_a*","glaciación Marinoana","expresa","S168 resumen","no evaluado","alta","El cap carbonate basal y la edad U–Pb enlazan estratigráficamente ambos episodios.","resuelta","vigente"
"C-827","Li et al. estimaron 26,9 ± 0,4 °C para agua marina local registrada por calizas de la Formación Xiamaling de aproximadamente 1,36 Ga.","agua marina registrada por la Formación Xiamaling","tiene_valor_medido","26,9 ± 0,4 °C","expresa","S501 resumen; resultados de termometría de isótopos agrupados","no evaluado","baja","La reconstrucción depende del proxy y del contexto local; no es una temperatura media global mesoproterozoica ni un consenso entre proxies.","parcialmente resuelta","vigente"
"C-828","La hipótesis del hidrógeno requiere un entorno anaerobio porque postula transferencia de H₂ entre un simbionte bacteriano y un hospedador arqueano metanógeno.","hipótesis del hidrógeno","posee_condicion*","anoxia y disponibilidad de H₂","expresa","S141 §eukaryogenesis context","no evaluado","media","La condición deriva del metabolismo postulado; la sección 3 debe tratar el modelo completo. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-829","Los experimentos de esteroles y los linajes anaerobios actuales muestran que la presencia de rasgos eucariotas no exige un ambiente uniformemente oxigenado.","presencia de rasgos eucariotas","no_requiere*","ambiente uniformemente oxigenado","sintesis(C-804, C-828)","C-804; C-828","no evaluado","media","La síntesis combina un resultado experimental y ecología actual; no identifica el hábitat histórico de la eucariogénesis.","sin resolver","vigente"
"C-830","Lenisia limosa fue cultivada a partir de un ambiente marino anóxico.","Lenisia limosa","habita_en*","ambiente marino anóxico","expresa","S210 resumen; fig. 2","no evaluado","alta","La fila conserva solo la procedencia ambiental; los epibiontes y el intercambio de H₂ se registran por separado en C-890 y C-891.","resuelta","vigente"
"C-831","Salpingoeca rosetta alterna formas nadadoras, sésiles y coloniales en cultivo.","Salpingoeca rosetta","posee_rasgo","ciclo con formas nadadoras, sésiles y coloniales","expresa","S200 resultados; fig. 7","no evaluado","alta","Las formas y transiciones se observaron directamente; la fila no infiere un hábitat ancestral ni un microhábitat único.","resuelta","vigente"
"C-832","Capsaspora owczarzaki fue aislada originalmente en asociación con el caracol dulceacuícola Biomphalaria glabrata.","Capsaspora owczarzaki","aislada_en_asociacion_con*","Biomphalaria glabrata","expresa","S206 introducción","no evaluado","alta","La asociación corresponde al origen del aislamiento y no demuestra hospedaje ni parasitismo. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-833","Capsaspora owczarzaki puede mantenerse en cultivo axénico bajo las condiciones publicadas por S206.","Capsaspora owczarzaki","cultivable_como*","cultivo axénico bajo las condiciones de S206","expresa","S206 métodos; condiciones de cultivo","no evaluado","alta","La capacidad de cultivo se separa del origen de su aislamiento y no establece su relación ecológica natural. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-834","El análisis de Jamy y colaboradores produjo este vector coordinado para el corredor ampliado: {origen de Amorphea=agua dulce o suelo; hábitat ancestral de Fungi=no resuelto; hábitat ancestral del grupo Metazoa+Choanoflagellata=no resuelto; tasas de Choanoflagellata marino→no marino frente a no marino→marino=sin diferencia significativa; estado ancestral de Choanoflagellata=sensible a la filogenia, de marino en el árbol global a no marino en el árbol específico}.","análisis de hábitat de Jamy et al. para el corredor ampliado","posee_vector_de_inferencias_de_habitat*","{Amorphea=agua dulce o suelo; Fungi=no resuelto; Metazoa+Choanoflagellata=no resuelto; tasas Choanoflagellata M→NM frente a NM→M=sin diferencia significativa; estado Choanoflagellata=marino en árbol global y no marino en árbol específico}","expresa","S552 Results §Habitat transition rates vary across major eukaryotic clades, fig. 2b; Results §Ancestral habitat reconstruction, fig. 4a–b; Methods §Model test on global eukaryotic phylogeny y §Ancestral habitat reconstruction","no evaluado","media","Las coordenadas proceden del mismo análisis de estados de hábitat con árboles global y específicos. «No resuelto» transcribe la ausencia de preferencia clara informada por los autores. El vector documenta transiciones bidireccionales inferidas y sensibilidad filogenética, pero no autoriza asignar una transición concreta a cada nodo del corredor ni sumar tasas entre clados.","parcialmente resuelta","vigente"
"C-835","Tang et al. cuantificaron ocurrencias y riqueza taxonómica de eucariotas proterozoicos en una base global; esas curvas no estiman células por volumen de agua ni densidad de comunidades del corredor.","base global de eucariotas proterozoicos","cuantifica*","ocurrencias y riqueza taxonómica, no densidad celular","expresa","S504 resumen; métodos; BN-098","no evaluado","media","Una ocurrencia paleontológica es una unidad de muestreo y preservación, no un recuento de células en la columna de agua.","parcialmente resuelta","vigente"
"C-836","Arroyo et al. cartografiaron secuencias holozoas por estaciones, provincias y profundidad de Tara Oceans, pero no estimaron distancia o tasa de dispersión poblacional.","secuencias holozoas de Tara Oceans","tiene_distribucion_observada*","estaciones, provincias y profundidad","expresa","S505 resultados; fig. 5; BN-099","no evaluado","baja","La presencia de un marcador en estaciones separadas no mide por sí sola la distancia recorrida ni una escala común a las poblaciones del corredor.","parcialmente resuelta","vigente"
"C-837","El llamado punto de Pasteur, citado históricamente alrededor de 1% PAL como cambio entre fermentación y respiración, no es un umbral fisiológico universal.","punto de Pasteur","no_equivale_a*","umbral universal de respiración","expresa","S461 introducción y discusión","no evaluado","media","El umbral depende de organismo, oxidasa, sustrato y flujo; el experimento recuperado rebasa ampliamente el valor histórico. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-838","Stolper, Revsbech y Canfield observaron crecimiento aerobio de Escherichia coli K-12 a concentraciones de O₂ iguales o inferiores a 3 nM.","Escherichia coli K-12","tiene_valor_medido","crecimiento aerobio a ≤3 nM O₂","expresa","S461 resumen; resultados","no evaluado","alta","El O₂ se controló con aporte continuo y se midió con microsensores; es una bacteria con oxidasa de alta afinidad, no todos los eucariotas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-839","Halichondria panicea sobrevivió y creció en el intervalo experimental equivalente a 0,5–4% PAL de O₂.","Halichondria panicea","tiene_valor_medido","supervivencia y crecimiento a 0,5–4% PAL O₂","expresa","S199 conclusión; resultados","no evaluado","alta","El intervalo pertenece a una esponja moderna y no mide un requisito universal de colágeno ni de eucariogénesis. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-840","Appler y colaboradores publicaron este vector coordinado de defensas genómicas frente a especies reactivas de oxígeno en Asgardarchaeota: {superóxido dismutasa=58 MAG, distribuidos en 8 grupos taxonómicos y 3 familias enzimáticas; catalasa=116 MAG}. La discusión funcional atribuye a SOD la conversión de superóxido en H₂O₂ y O₂, y a catalasa la descomposición de H₂O₂ en agua y O₂.","inventario genómico de defensas frente a ROS en Asgardarchaeota","posee_vector_de_inventario_funcional*","{SOD=58 MAG, 8 grupos taxonómicos y 3 familias enzimáticas; catalasa=116 MAG; funciones anotadas=superóxido→H₂O₂+O₂ y H₂O₂→H₂O+O₂}","expresa","S27 Supplementary Discussion §Oxygen metabolism and ROS tolerance, pp. 24–25; figs. S62–S63; tabla S8","no evaluado","media","Todas las coordenadas pertenecen al mismo inventario genómico y se transcriben sin sumarlas. Son anotaciones y distribuciones en MAG, no actividades en cultivo, costes celulares medidos ni estado demostrado del ancestro eucariota.","parcialmente resuelta","vigente"
"C-841","Los paleosuelos compilados por Colwyn y colaboradores sugieren menos de 1% PAL durante la mayor parte del registro estudiado y un cambio secular de oxidación de Cr en el Neoproterozoico.","atmósfera en registro de paleosuelos","tiene_valor_medido","<1% PAL inferido durante la mayor parte del registro","expresa","S462 resumen; resultados","no evaluado","baja","El proxy integra meteorización y transporte de Cr; oxidación local pudo existir antes del cambio secular. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-842","El modelo de Reinhard et al. publica un vector redox con anoxia equivalente al menos a aproximadamente 30–40% y euxinia menor que aproximadamente 1–10% del área moderna de fondo marino.","modelo redox proterozoico de Reinhard et al.","posee_vector_de_resultados_redox*","anoxia ≥~30–40%; euxinia <~1–10% del área moderna de fondo","expresa","S189 resumen; resultados; fig. 2","no evaluado","media","Ambas coordenadas proceden del mismo modelo y denominador de área; no se suman, no representan volumen oceánico y no generan una partición cerrada.","parcialmente resuelta","vigente"
"C-843","Para un mismo donante orgánico bajo condiciones estándar, la secuencia energética general de aceptores es O₂, nitrato, Mn(IV), Fe(III), sulfato y CO₂/metanogénesis.","aceptores terminales de electrones","tiene_orden_relativo*","O₂ > NO₃− > Mn(IV) > Fe(III) > SO₄²− > CO₂/metanogénesis","expresa","S464 pp. 103–109; tabla 5, p. 109","no evaluado","media","El orden resume reacciones comparables bajo condiciones declaradas y no garantiza la misma secuencia en toda comunidad.","parcialmente resuelta","vigente"
"C-844","El orden energético de aceptores no asigna un rendimiento único a una cuenca fósil porque la energía libre real depende de donante, actividades, pH, temperatura y acoplamiento celular.","rendimiento de respiración en cuenca fósil","depende_de*","donante, actividades, pH, temperatura y organismo","expresa","S464 pp. 101–109; tabla 5, p. 109","no evaluado","media","La termodinámica estándar no reemplaza concentraciones ni fisiología in situ.","resuelta","vigente"
"C-845","En cultivos de cianobacterias fijadoras de N₂, el tratamiento diseñado como océano proterozoico sulfhídrico no redujo de manera general fijación, crecimiento ni C:N respecto del tratamiento fanerozoico.","cianobacterias fijadoras de N₂ de Zerkle et al.","posee_respuesta*","respuesta similar bajo combinaciones proterozoica y fanerozoica de Fe y Mo","expresa","S465 métodos; resultados","no evaluado","media","Es un ensayo con organismos y medios definidos, no una reconstrucción directa de productividad oceánica. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-846","El experimento de Zerkle y colaboradores refuta una relación universal entre poco Mo y poca fijación de N₂, pero no excluye limitación local por N, Mo o Fe.","limitación metálica de fijación de N₂","no_equivale_a*","ley universal proterozoica","sintesis(C-845)","S465 discusión","no evaluado","media","La disponibilidad, especiación, organismo y cuenca cambian; un cultivo es un contraste mecanístico. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-847","Guilbaud y colaboradores propusieron que la retención de P por minerales de Fe en un océano neoproterozoico temprano ferruginoso produjo oligotrofia y menor fuente de O₂.","océano neoproterozoico temprano ferruginoso","limita_disponibilidad_de*","fósforo bioavailable y producción primaria","expresa","S466 resumen; métodos; modelo","no evaluado","baja","Combina especiación sedimentaria y modelado; la extrapolación global y el flujo de O₂ son inferidos. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-848","La correlación U–Pb recuperada publica una secuencia glacial con envolvente aproximada de 2,45–2,22 Ga, tres episodios anteriores a aproximadamente 2,31 Ga y un episodio final sudafricano de 2,26–2,22 Ga.","glaciaciones huronianas/paleoproterozoicas","posee_secuencia_cronologica*","envolvente = ~2,45–2,22 Ga; episodios_tempranos = 3 antes de ~2,31 Ga; episodio_final_sudafricano = 2,26–2,22 Ga","expresa","S463 resumen; resultados","no evaluado","media","Es una serie cronológica coordinada publicada; las edades de tobas acotan sucesiones y la correlación entre cratones es inferida. No se calcula una amplitud propia.","parcialmente resuelta","vigente"
"C-849","La excursión Shuram en Omán registra una caída de δ13C de carbonato desde aproximadamente +4‰ hasta −12‰.","excursión Shuram","tiene_valor_medido","δ13Ccarb desde ~+4‰ hasta −12‰","expresa","S467 resumen; resultados","no evaluado","media","La señal estratigráfica está medida; mecanismo, sincronía global y vínculo con O₂ siguen discutidos. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-850","Los modelos aerobios y anaerobios de eucariogénesis exigen ambientes metabólicos distintos, pero ninguno identifica por sí solo una localidad de origen.","hábitat de eucariogénesis","tiene_estimacion_de_consenso*","no existe una localidad o estado redox único","sintesis(C-119, C-278, C-288, C-828)","S27; S85; S87; S141","no evaluado","media","Los ambientes actuales y modelos admiten gradientes; las condiciones de plausibilidad no son una observación histórica.","sin resolver","vigente"
