"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-031","Bajo LG+C60+G4+F, Williams et al. rechazaron la topología de tres dominios de C-018 con AU = 0.036.","C-018","cuestionado_por","rechazo AU = 0.036 bajo LG+C60+G4+F","expresa","S10 tabla 1","no evaluado","alta","Modelo, resultado y estadístico forman una única prueba condicional, no tres proposiciones independientes.","resuelta","vigente"
"C-032","Bajo CAT+GTR+G4, Williams et al. recuperaron el árbol de dos dominios con apoyo posterior máximo.","árbol de dos dominios bajo CAT+GTR+G4","respaldado_por","probabilidad posterior máxima","expresa","S10 fig. 1; Supplementary analyses","no evaluado","alta","Modelo y apoyo son condición y resultado de una única inferencia filogenética publicada.","resuelta","vigente"
"C-033","La recodificación SR4 bajo CAT produjo una probabilidad posterior de 0.98 para el árbol de dos dominios.","árbol de dos dominios bajo CAT y SR4","tiene_valor_medido","PP = 0.98","expresa","S10 Supplementary analyses","no evaluado","alta","La recodificación fue una prueba contra heterogeneidad composicional.","resuelta","vigente"
"C-034","El diseño ampliado de Williams et al. comprendió una matriz de 21 proteínas universales y otra de 43 proteínas arqueano-eucariotas, ambas dentro del muestreo de 125 genomas declarado.","diseño ampliado de Williams et al. 2020","tiene_valor_medido","dos matrices emparejadas: 21 y 43 proteínas; muestreo común de 125 genomas","expresa","S10 §Methods, figs. 2–3","no evaluado","alta","Se conserva como un único vector de diseño experimental porque las dos matrices se comparan sobre el mismo muestreo; no se usa como tres magnitudes biológicas independientes.","resuelta","vigente"
"C-035","Williams et al. recuperaron a Eukaryota asociado con Heimdallarchaeia en el análisis citado.","Eukaryota en Williams et al. 2020","grupo_hermano_de","Heimdallarchaeia","expresa","S10 fig. 3","no evaluado","media","El triple registra sólo la relación topológica; el tamaño de matriz y su apoyo se mantienen en afirmaciones cuantitativas separadas. Estudios posteriores con más muestreo recuperaron posiciones distintas.","sin resolver","vigente"
"C-036","El clado LC3 del análisis de Williams et al. obtuvo PP = 0.95.","clado LC3 de Williams et al. 2020","tiene_valor_medido","PP = 0.95","expresa","S10 fig. 3","no evaluado","media","Es soporte cuantitativo de una matriz concreta, no de todas las topologías actuales.","sin resolver","vigente"
"C-037","Da Cunha et al. reanalizaron 36 proteínas universales separadas en 11 «Woese proteins» y 25 «eocyte proteins».","análisis de Da Cunha et al. 2017","tiene_valor_medido","36 proteínas: 11 y 25","expresa","S11 Results; figs. 1–2","no evaluado","alta","La partición y los recuentos están declarados.","resuelta","vigente"
"C-038","Las 11 «Woese proteins» sumaron 3.499 posiciones y las 25 «eocyte proteins» 4.869 posiciones.","matrices de Da Cunha et al. 2017","tiene_valor_medido","3.499 y 4.869 posiciones","expresa","S11 Results; figs. 1–2","no evaluado","alta","Dimensiones publicadas de los alineamientos.","resuelta","vigente"
"C-039","Tras retirar secuencias de evolución rápida, el conjunto de 11 proteínas recuperó monofilia arqueana con bootstrap de 100 %.","conjunto de 11 proteínas de Da Cunha et al.","respaldado_por","monofilia de Archaea con BS = 100 %","expresa","S11 fig. 1; Results","no evaluado","media","El apoyo es alto dentro de un subconjunto seleccionado y fue cuestionado por reanálisis posteriores.","sin resolver","vigente"
"C-040","En los árboles de genes individuales de Da Cunha et al., la relación Eukaryota–Lokiarchaeota tuvo bootstrap inferior a 70 % salvo SecY con 84 % y EF2 con 100 %.","relación Eukaryota–Lokiarchaeota en árboles individuales","tiene_valor_medido","BS < 70 %, salvo 84 % y 100 %","expresa","S11 Results; Supplementary figs.","no evaluado","media","Los apoyos varían entre genes y no equivalen a una prueba concatenada única.","sin resolver","vigente"
"C-041","La exclusión de una secuencia EF2 alteró la relación Eukaryota–Lokiarchaeota registrada en C-040.","C-040","cuestionado_por","sensibilidad a la exclusión de una secuencia EF2","expresa","S11 Results; fig. 3","no evaluado","media","La topología mostró sensibilidad a taxones o secuencias concretas.","sin resolver","vigente"
"C-042","Spang et al. cuestionaron conjuntamente la selección de datos y las inferencias de C-039–C-041 y recuperaron a Asgard como los parientes procariotas más próximos de Eukaryota.","reanálisis de Spang et al. 2018","cuestiona_conjunto*","C-039–C-041","expresa","S12 tesis general (sin localizar con mayor precisión); figs. 1–3","no evaluado","media","Es una réplica publicada con análisis alternativos; la controversia metodológica permanece informativa.","parcialmente resuelta","vigente"
"C-043","La mayoría de las filogenómicas recientes recuperadas en esta sesión sitúan Eukaryota dentro de Archaea y dentro de Asgardarchaeota.","posición profunda de Eukaryota","miembro_de","Asgardarchaeota dentro de Archaea","expresa","S09 tesis general (sin localizar con mayor precisión); S10 figs. 1–3; S12 tesis general (sin localizar con mayor precisión); S25 fig. 1; S26 fig. 3; discrepancias: S11 Results y figs. 1–3; S13 título y resumen","no evaluado","alta","La conclusión se repite en matrices independientes, aunque la división asgard exacta cambia.","parcialmente resuelta","vigente"
"C-044","La división asgard concreta más próxima a Eukaryota no está resuelta entre los estudios recuperados.","linaje asgard más próximo a Eukaryota no resuelto","tiene_posicion*","sin consenso entre Heimdallarchaeia/Hodarchaeales y una posición más profunda","expresa","S10 fig. 3; S25 fig. 1; S26 fig. 3","consenso amplio","alta","Estudios recientes con matrices y tratamientos distintos obtienen posiciones incompatibles.","sin resolver","vigente"
"C-045","Si Eukaryota está anidado dentro de Asgardarchaeota, «Archaea» usado para excluir a Eukaryota designa un grupo parafilético.","Archaea en uso excluyente","clasificado_como_por","grupo parafilético bajo el árbol de dos dominios","sintesis(C-021, C-043)","S14 tesis general","no evaluado","alta","Es una consecuencia lógica de la topología anidada.","resuelta","vigente"
"C-046","Fournier y Poole defendieron tratar a Asgard y Eukaryota como partes de un mismo árbol cladístico, en vez de mantener dominios primarios equivalentes.","tratamiento sistemático de Asgard y Eukaryota","propuesto_por","Fournier y Poole 2018","expresa","S14 tesis general (sin localizar con mayor precisión)","no evaluado","media","Es una propuesta sistemática explícita, no un cambio universalmente adoptado por los códigos.","parcialmente resuelta","vigente"
"C-047","Los trabajos filogenómicos siguen usando «Archaea» y «Eukaryota» como nombres convencionales aun cuando recuperan a Eukaryota dentro de Archaea.","uso convencional de Archaea y Eukaryota","coexiste_con*","topología de dos dominios","expresa","S10 texto principal (sin localizar); S25 texto principal (sin localizar); S26 texto principal (sin localizar)","no evaluado","alta","La práctica terminológica es observable en los propios títulos y árboles de los estudios.","resuelta","vigente"
"C-048","Cavalier-Smith y Chao defendieron en 2020 una variante de la hipótesis neomurana con origen planctobacteriano de Neomura.","hipótesis neomurana planctobacteriana","propuesto_por","Cavalier-Smith y Chao 2020","expresa","S13 título; resumen; en contra S09 tesis general, S10 figs. 1–3, S25 fig. 1 y S26 fig. 3","no evaluado","media","Es una defensa publicada reciente, pero no fue recuperada por la mayoría de filogenómicas comparadas.","sin resolver","vigente"
"C-049","Devos publicó en 2021 una defensa conceptual de una contribución planctomicetotal a la eucariogénesis.","contribución planctomicetotal a la eucariogénesis","propuesto_por","Devos 2021","expresa","S530 resumen y modelo final","no evaluado","media","Es una defensa conceptual independiente y no un experimento que seleccione el modelo neomurano completo.","sin resolver","vigente"
"C-050","Bernabeu et al. recuperaron en 2026 una señal planctomicetotal temprana en su análisis de ascendencias génicas.","análisis de ascendencias génicas de Bernabeu et al.","recupera_senal*","contribución planctomicetotal temprana","expresa","S59 fig. 3; limitación sobre hospedador y endosimbiosis","no evaluado","media","La señal no identifica al hospedador ni demuestra la naturaleza endosimbiótica de la asociación.","parcialmente resuelta","vigente"
"C-051","La defensa conceptual y la señal filogenómica planctomicetotal no prueban ni seleccionan por sí solas la hipótesis neomurana planctobacteriana completa.","evidencia planctomicetotal reciente","no_selecciona*","hipótesis neomurana planctobacteriana completa","sintesis(C-048, C-049, C-050)","S530 resumen y modelo final; S59 fig. 3 y limitación sobre hospedador/endosimbiosis; BN-001","no evaluado","media","La fuente conceptual no es una prueba discriminante y la filogenómica no identifica hospedador ni naturaleza de la asociación.","parcialmente resuelta","vigente"
"C-052","Las membranas arqueanas típicas usan cadenas isoprenoides unidas por enlaces éter a glicerol-1-fosfato.","membrana arqueana típica","posee_rasgo","isoprenoides–éter–glicerol-1-fosfato","expresa","S15 introducción; fig. 1","no evaluado","alta","La química está establecida por análisis estructural y biosintético.","resuelta","vigente"
"C-053","Las membranas bacterianas típicas usan ácidos grasos unidos por enlaces éster a glicerol-3-fosfato.","membrana bacteriana típica","posee_rasgo","ácidos grasos–éster–glicerol-3-fosfato","expresa","S15 introducción; fig. 1","no evaluado","alta","La química está establecida por análisis estructural y biosintético.","resuelta","vigente"
"C-054","Las membranas eucariotas modernas usan predominantemente el vector coordinado ácidos grasos–éster–glicerol-3-fosfato, del tipo bacteriano en su esqueleto glicerofosfolipídico.","membrana eucariota moderna","posee_vector_de_quimica_de_membrana*","{cadenas=ácidos grasos; enlace=éster; estereoisómero=glicerol-3-fosfato; tipo predominante=bacteriano}","expresa","S15 introducción; fig. 1","no evaluado","alta","Las coordenadas describen conjuntamente la misma química de membrana; no son magnitudes sumables ni resultados experimentales independientes. Una sola fuente primaria no basta para calificar el grado de consenso; la aceptación queda no evaluada.","resuelta","vigente"
"C-055","La combinación de un hospedador arqueano reconstruido y membranas eucariotas de tipo bacteriano constituye el problema histórico denominado divisoria lipídica.","divisoria lipídica","plantea_problema*","origen de la membrana eucariota","sintesis(C-043, C-052, C-054)","S15 introducción; Discussion","no evaluado","alta","La discordancia entre afinidad del hospedador y química de membrana está explícitamente discutida.","sin resolver","vigente"
"C-056","Villanueva et al. identificaron en bacterias del supergrupo FCB potencial biosintético para lípidos éter de tipo arqueano.","bacterias del supergrupo FCB","posee_rasgo","potencial de síntesis de lípidos éter arqueanos","expresa","S15 Results; figs. 1–4","no evaluado","media","Combina genómica y detección lipídica, pero no reconstruye el estado ancestral de Eukaryota.","parcialmente resuelta","vigente"
"C-057","La distribución de rutas lipídicas no coincide de forma absoluta con la división Bacteria–Archaea.","divisoria lipídica","posee_excepciones*","rutas cruzadas entre dominios","sintesis(C-052, C-053, C-056)","S15 Discussion","no evaluado","alta","Existen excepciones genómicas y bioquímicas documentadas.","parcialmente resuelta","vigente"
"C-058","Caforio et al. produjeron Escherichia coli con membranas heteroquirales que contenían hasta aproximadamente 30 % de lípidos de tipo arqueano.","Escherichia coli modificada por Caforio et al.","tiene_valor_medido","hasta aproximadamente 30 % de lípidos arqueanos","expresa","S16 Results; figs. 2–4","no evaluado","alta","La fracción fue medida en un sistema experimental definido.","resuelta","vigente"
"C-059","Las células heteroquirales de Caforio et al. fueron viables durante el experimento.","Escherichia coli con membrana heteroquiral","posee_rasgo","viabilidad experimental","expresa","S16 Results; figs. 3–5","no evaluado","alta","La fila registra únicamente la viabilidad observada; la composición y persistencia de la membrana se documentan por separado.","resuelta","vigente"
"C-060","El experimento de Caforio et al. refuta una incompatibilidad química absoluta de membranas heteroquirales, pero no identifica la ruta histórica de la membrana eucariota.","experimento de Caforio et al.","no_resuelve*","transición lipídica durante eucariogénesis","sintesis(C-058, C-059)","S16 Discussion","no evaluado","alta","Un sistema diseñado demuestra posibilidad, no ocurrencia ancestral.","parcialmente resuelta","vigente"
"C-061","Justice et al. construyeron una membrana mínima heteroquiral capaz de sostener crecimiento celular.","membrana mínima heteroquiral","posee_rasgo","crecimiento","expresa","S17 Results; fig. 5","no evaluado","alta","El crecimiento fue medido en un sistema experimental mínimo.","resuelta","vigente"
"C-062","En el sistema de Justice et al., la heteroquiralidad produjo un fenotipo de coste multivariado: menor aptitud relativa y crecimiento, con mayor permeabilidad y fragilidad hipoosmótica.","membrana mínima heteroquiral bajo la perturbación de Justice et al.","tiene_costo*","fenotipo multivariado medido frente al mismo control","expresa","S17 Results; fig. 5","no evaluado","alta","Las variables son respuestas coordinadas de una sola perturbación frente al mismo control; la fila las identifica explícitamente como vector experimental y no las suma en una magnitud compuesta.","resuelta","vigente"
"C-063","Los experimentos de membranas mixtas distinguen viabilidad de equivalencia funcional.","membranas heteroquirales experimentales","respaldado_por","viabilidad con costes medibles","sintesis(C-058, C-059, C-061, C-062)","S16 Discussion; S17 Discussion","no evaluado","alta","Ambos sistemas permiten persistencia, pero uno de ellos cuantifica desventajas.","resuelta","vigente"
"C-064","Una solución propuesta para la divisoria lipídica es el reemplazo de la ruta arqueana por genes bacterianos durante el tallo eucariota.","reemplazo de ruta lipídica","propuesto_por","modelos de transferencia bacteriana","expresa","S15 discusión","no evaluado","media","La propuesta es compatible con afinidades génicas, pero el orden y el donante exacto no se observan.","sin resolver","vigente"
"C-065","Una ruta cuantitativa candidata para la divisoria lipídica fusiona intermediarios arqueanos con vesículas bacterianas mediante un borde transitorio y produce una bicapa mixta estable en simulaciones.","mecanismo de fusión heteroquiral","propuesto_por","dinámica molecular de una transición lipídica candidata","expresa","S539 §Abstract, resultados de barreras y estabilidad, material suplementario","no evaluado","media","La simulación cuantifica plausibilidad física bajo el modelo, no observa el episodio ancestral ni descarta otras rutas.","parcialmente resuelta","vigente"
"C-066","También se ha propuesto que el linaje hospedador arqueano no identificado ya poseía una composición o un repertorio lipídico distinto del estereotipo arqueano moderno.","linaje hospedador arqueano no identificado","posee_rasgo","composición o repertorio lipídico distinto del estereotipo arqueano moderno","expresa","S15 discusión","no evaluado","baja","No existe una muestra del hospedador y la inferencia depende de distribuciones modernas; el objeto codifica la proposición y no la incertidumbre que la limita.","sin resolver","vigente"
"C-067","La evidencia localizada no selecciona una ruta histórica única para la transición de la membrana eucariota ni fija sus participantes y su orden.","transición de membrana eucariota","tiene_estado*","mecanismos candidatos sin discriminación histórica única","sintesis(C-064, C-065, C-066)","S15 Discussion; S16 Discussion; S17 Discussion; S539 Discussion; BN-007","no evaluado","alta","La plausibilidad positiva de una ruta ya está en C-065; esta fila conserva únicamente el límite comparativo: plausibilidad química o simulada no identifica el episodio ancestral.","sin resolver","vigente"
"C-068","Rivera et al. distinguieron genes informacionales de afinidad principalmente arqueana y genes operacionales de afinidad principalmente bacteriana en genomas eucariotas.","genoma eucariota","posee_rasgo","dos clases de afinidad filogenética funcional","expresa","S18 resumen; figs. 1–3","no evaluado","media","La tendencia es robusta a nivel amplio, aunque existen excepciones y asignaciones ambiguas.","parcialmente resuelta","vigente"
"C-069","La distinción informacional–operacional es una tendencia estadística y no una partición sin excepciones de todos los genes eucariotas.","distinción informacional–operacional","posee_excepciones*","genes con afinidad distinta o no identificable","expresa","S18 §Discussion; S20 §Results","consenso amplio","alta","Muchos genes carecen de señal suficiente y las categorías funcionales se solapan.","resuelta","vigente"
"C-070","Brueckner y Martin compararon proteínas de 150 genomas eucariotas con 19.050.992 proteínas procarióticas de 5.443 bacterias y 212 arqueas.","análisis de Brueckner y Martin 2020","tiene_valor_medido","150 eucariotas; 19.050.992 proteínas; 5.443 bacterias; 212 arqueas","expresa","S20 §Methods, §Results","no evaluado","alta","Las dimensiones del muestreo están declaradas.","resuelta","vigente"
"C-071","Entre los genes eucariotas con afinidad procariótica identificable, Brueckner y Martin atribuyeron 44 % a Archaea y 56 % a Bacteria.","genes eucariotas con afinidad procariótica identificable","tiene_valor_medido","44 % arqueanos y 56 % bacterianos","expresa","S20 Results; fig. 2","no evaluado","alta","Los porcentajes corresponden al conjunto identificable definido por el estudio.","resuelta","vigente"
"C-072","Al excluir linajes con plastos, Brueckner y Martin obtuvieron 53 % de afinidad bacteriana.","genes eucariotas sin linajes plastidiales","tiene_valor_medido","53 % bacterianos","expresa","S20 Results; fig. 2","no evaluado","alta","El valor controla parte de la contribución plastidial.","resuelta","vigente"
"C-073","Cotton y McInerney encontraron que los genes de afinidad arqueana examinados eran, en promedio, más esenciales, más expresados y más conectados que los genes de afinidad bacteriana.","genes eucariotas de afinidad arqueana","posee_rasgo","mayor esencialidad, expresión y conectividad medias","expresa","S19 Results; figs. 1–3","no evaluado","media","La asociación fue medida en conjuntos y organismos concretos; no implica universalidad por gen.","parcialmente resuelta","vigente"
"C-074","El número de genes y su contribución funcional no son denominadores equivalentes para medir la ascendencia del genoma eucariota.","contribución arqueana y bacteriana","depende_de_denominador*","recuento, esencialidad, expresión o sistemas conservados","sintesis(C-071, C-072, C-073)","S19 Discussion; S20 Discussion","consenso amplio","alta","Los estudios miden propiedades distintas y por ello pueden producir narrativas cuantitativas diferentes.","resuelta","vigente"
"C-075","Tobiasson et al. compararon aproximadamente 75 millones de proteínas procarióticas de 47.545 genomas, incluidos 63 genomas asgard, con aproximadamente 30 millones de secuencias de 993 especies de EukProt.","análisis de Tobiasson et al. 2026","tiene_valor_medido","75 millones; 47.545 genomas; 63 Asgard; 30 millones; 993 eucariotas","expresa","S21 §Methods, Extended Data","no evaluado","alta","Las dimensiones se publicaron, pero el trabajo es reciente y su interpretación aún no está estabilizada.","resuelta","vigente"
"C-076","Tobiasson et al. atribuyeron a Asgard la contribución dominante a numerosos sistemas funcionales eucariotas conservados.","sistemas funcionales eucariotas conservados","desciende_de","homólogos asgard según pruebas filogenéticas restringidas","expresa","S21 Results; figs. 1–4","no evaluado","media","La atribución usa pruebas de árboles restringidos y depende de ortología y muestreo.","parcialmente resuelta","vigente"
"C-077","Tobiasson et al. concentraron la contribución alfa-proteobacteriana reconstruida en metabolismo energético y ensamblaje de agrupaciones hierro-azufre.","contribución alfa-proteobacteriana reconstruida","posee_rasgo","enriquecimiento en energía y Fe–S","expresa","S21 Results; figs. 3–4","no evaluado","media","Es un resultado reciente de clasificación de familias y árboles restringidos.","parcialmente resuelta","vigente"
"C-078","Las proporciones publicadas sobre ascendencia arqueana y bacteriana no pueden combinarse en un único porcentaje de consenso porque usan universos, criterios y denominadores distintos.","proporciones de ascendencia del genoma eucariota","incompatible_con","promedio único no condicionado","sintesis(C-071, C-072, C-073, C-075, C-076, C-077)","S19 Discussion; S20 Methods; S21 Methods","consenso amplio","alta","Los conjuntos incluyen solo genes identificables, sistemas conservados o pruebas de topología diferentes.","resuelta","vigente"
"C-079","Lokiarchaeota fue descrito inicialmente a partir de genomas ensamblados de metagenomas de sedimentos marinos, no de un cultivo.","Lokiarchaeota en Spang et al. 2015","respaldado_por","MAG sedimentarios","expresa","S22 §Methods, fig. 1","no evaluado","alta","La procedencia metagenómica está explícita; es un hecho del estudio, no una etiqueta de consenso auditada con apoyo y oposición.","resuelta","vigente"
"C-080","Spang et al. detectaron en los MAG de Lokiarchaeota genes homólogos de proteínas antes asociadas principalmente con eucariotas.","Lokiarchaeota","posee_rasgo","ESP detectadas por secuencia","expresa","S22 Results; figs. 2–4","no evaluado","media","La presencia se apoya en secuencia y filogenia; no equivalía a función celular observada.","parcialmente resuelta","vigente"
"C-081","Zaremba-Niedzwiedzka et al. propusieron Asgard para agrupar Lokiarchaeota, Thorarchaeota, Odinarchaeota y Heimdallarchaeota.","Asgardarchaeota en 2017","propuesto_por","Zaremba-Niedzwiedzka et al. 2017","expresa","S23 título; fig. 1","no evaluado","alta","La circunscripción original está documentada en el trabajo.","resuelta","histórica"
"C-082","El registro SeqCode consultado enumera 17 clases hijas bajo Asgardarchaeota.","Asgardarchaeota en SeqCode Registry","tiene_valor_medido","17 clases hijas","expresa","S50 §lista de children","no evaluado","alta","Es un recuento de una versión viva del registro, no una estimación de diversidad biológica total.","resuelta","vigente"
"C-083","Las 17 clases enumeradas son Asgardarchaeia, Atabeyarchaeia, Baldrarchaeia, Borrarchaeia, Freyarchaeia, Heimdallarchaeia, Hermodarchaeia, Hodarchaeia, Jordiarchaeia, Kariarchaeia, Lokiarchaeia, Njordarchaeia, Odinarchaeia, Promethearchaeia, Ranarchaeia, Shennonarchaeia y Thorarchaeia.","Asgardarchaeota en SeqCode Registry","posee_miembros*","17 clases nombradas","expresa","S50 §lista de children","no evaluado","alta","La lista se transcribe de la versión consultada.","resuelta","vigente"
"C-084","El registro SeqCode muestra Wukongarchaeia y Sifarchaeia como nombres alternativos o relacionados con circunscripciones que no coinciden necesariamente con la lista principal.","Wukongarchaeia y Sifarchaeia","tiene_estado_nomenclatural*","alternativas dependientes de circunscripción","expresa","S50 descripción del registro: synonyms/related names","no evaluado","media","El registro distingue nombres aceptados, alternativas y conceptos; la equivalencia filogenética requiere fuente adicional.","parcialmente resuelta","vigente"
"C-085","La lista de clases nombradas no equivale a una filogenia única ni a un recuento cerrado de linajes naturales.","lista nomenclatural de Asgardarchaeota","no_equivale_a*","topología filogenética única","sintesis(C-082, C-083, C-084)","S50 notas del registro","no evaluado","alta","Nomenclatura, aceptación taxonómica y soporte filogenético son dimensiones distintas.","resuelta","vigente"
"C-086","El resultado de muestreo y delimitación de Zhang et al. emparejó 223 MAG de Asgard nuevos con 16 linajes propuestos en ese conjunto.","resultado de muestreo y delimitación de Zhang et al. 2025","tiene_valor_medido","vector publicado: 223 MAG nuevos; 16 linajes delimitados en el conjunto","expresa","S26 resumen; fig. 1","no evaluado","alta","Los dos recuentos son total y clasificación del mismo resultado de muestreo; se conservan juntos y no se tratan como una magnitud biológica única.","resuelta","vigente"
"C-087","Zhang et al. procesaron 40 muestras y reconstruyeron 11.878 MAG antes de seleccionar los MAG asgard de calidad definida.","muestreo de Zhang et al. 2025","tiene_valor_medido","40 muestras y 11.878 MAG","expresa","S26 §Methods, Extended Data fig. 1","no evaluado","alta","Son recuentos del flujo de ensamblaje y cribado.","resuelta","vigente"
"C-088","La colección filogenómica principal de Zhang et al. incluyó 411 genomas asgard y 14 eucariotas.","matriz asgard de Zhang et al. 2025","tiene_valor_medido","411 Asgard y 14 eucariotas","expresa","S26 §Methods, fig. 3","no evaluado","alta","El muestreo está declarado en la matriz de 97 proteínas.","resuelta","vigente"
"C-089","Solo dos de los 411 genomas asgard de la colección de Zhang et al. procedían de linajes cultivados; los restantes eran MAG.","colección asgard de Zhang et al. 2025","tiene_valor_medido","2 genomas de cultivo y 409 MAG","expresa","S26 §Methods, Supplementary table","no evaluado","alta","La clase de evidencia se documenta para cada genoma.","resuelta","vigente"
"C-090","Los genomas asgard de Zhang et al. tuvieron una completitud media de 85.3 % y contaminación media de 3.6 %.","genomas asgard de Zhang et al. 2025","tiene_valor_medido","85.3 % de completitud y 3.6 % de contaminación medias","expresa","S26 Results; Supplementary table","no evaluado","alta","Son métricas de calidad computacional publicadas, no medidas de pureza de una célula.","resuelta","vigente"
"C-091","La mayor parte de la diversidad asgard nombrada sigue representada solo por MAG.","diversidad nombrada de Asgardarchaeota","respaldado_por","predominio de MAG sobre cultivos","sintesis(C-086, C-088, C-089)","S26 Methods; S50 lista taxonómica","consenso amplio","alta","El contraste entre cientos de MAG y pocos cultivos es directo.","parcialmente resuelta","vigente"
"C-092","Promethearchaeum syntrophicum se mantiene en cocultivo puro con un metanógeno, pero no como cultivo axénico independiente.","Promethearchaeum syntrophicum","asociacion_sintrofica_con*","cocultivo obligado con socio consumidor de H2 o formiato","expresa","S35 descripción (sin localizar con mayor precisión); Growth conditions","no evaluado","alta","La dependencia se observó en cultivo y forma parte de la descripción taxonómica.","resuelta","vigente"
"C-093","Las células de Promethearchaeum syntrophicum descritas en 2024 midieron 300–750 nm.","Promethearchaeum syntrophicum","tiene_valor_medido","300–750 nm","expresa","S35 descripción morfológica (sin localizar con mayor precisión)","no evaluado","alta","Dimensiones medidas en células cultivadas.","resuelta","vigente"
