"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-1372","MSH4 y MSH5 forman un complejo asociado con estabilización de intermediarios de recombinación y entrecruzamientos meióticos.","MSH4–MSH5","posee_funcion*","estabilización de intermediarios de crossover","expresa","S346 tabla 1; S358 §Crossovers","consenso amplio","alta","Función conservada aunque existen pérdidas de linaje.","resuelta","vigente"
"C-1373","HOP1 participa en ejes cromosómicos y recombinación meiótica en los sistemas donde ha sido caracterizado.","HOP1","posee_funcion*","organización cromosómica meiótica","expresa","S346 tabla 1; S358 §§Chromosome axes","no evaluado","alta","La arquitectura exacta varía entre clados.","parcialmente resuelta","vigente"
"C-1374","MND1 coopera con HOP2 en la búsqueda de homología y la invasión de cadena mediada por recombinasas.","MND1–HOP2","posee_funcion*","recombinación homóloga meiótica","expresa","S346 tabla 1; S358 §Recombination","consenso amplio","alta","Función experimental en varios modelos y distribución amplia.","resuelta","vigente"
"C-1375","REC8 es una cohesina meiótica asociada con cohesión de cromátidas y segregación reduccional.","REC8","posee_funcion*","cohesión y segregación meiótica","expresa","S346 tabla 1; S358 §Cohesins","consenso amplio","alta","Función conservada con reemplazos y pérdidas secundarias.","resuelta","vigente"
"C-1376","Ramesh y colaboradores identificaron en Giardia un conjunto de genes meióticos que incluía cinco genes considerados específicos de meiosis.","Giardia intestinalis","posee_rasgo","cinco genes considerados específicos de meiosis","expresa","S77 resumen y tabla 1","no evaluado","media","Las secuencias fueron verificadas y analizadas filogenéticamente; la función celular no se observó entonces.","parcialmente resuelta","vigente"
"C-1377","Malik y colaboradores localizaron en Trichomonas vaginalis 27 de los 29 genes meióticos examinados.","Trichomonas vaginalis","tiene_valor_medido","27 de 29 genes meióticos examinados","expresa","S346 resumen; tabla 2","no evaluado","alta","Inventario genómico con evaluación filogenética de ortología.","resuelta","vigente"
"C-1378","Trichomonas vaginalis conservaba ocho de nueve genes que el estudio clasificó como específicos de meiosis.","Trichomonas vaginalis","tiene_valor_medido","ocho de nueve genes específicos de meiosis examinados","expresa","S346 resumen","no evaluado","alta","Recuento directo del inventario definido por los autores.","resuelta","vigente"
"C-1379","No se había observado meiosis en Trichomonas vaginalis en el estudio que publicó su inventario de genes.","Trichomonas vaginalis","no_posee_observacion*","meiosis observada","expresa","S346 resumen y discusión","no evaluado","media","Los autores separan capacidad genómica de observación citológica.","información insuficiente","vigente"
"C-1380","Carr y colaboradores localizaron 18 genes meióticos conservados en los coanoflagelados examinados.","Choanoflagellata","tiene_valor_medido","18 genes meióticos conservados","expresa","S348 resultados y tabla 1","no evaluado","media","El muestreo de especies y transcriptomas era limitado.","parcialmente resuelta","vigente"
"C-1381","La presencia de genes meióticos en Monosiga brevicollis precedió a la observación experimental de sexo en Salpingoeca rosetta.","evidencia de sexo en coanoflagelados","posee_orden_temporal*","inventario genómico antes de observación del ciclo","sintesis(C-1380)","S348; S349; S203","consenso amplio","alta","Las publicaciones son de 2010, 2013 y 2017.","resuelta","vigente"
"C-1382","El genoma de Capsaspora owczarzaki contiene un repertorio amplio de homólogos relacionados con sexo y meiosis.","Capsaspora owczarzaki","posee_rasgo","repertorio genómico asociado con sexo y meiosis","expresa","S352 suplemento y discusión","no evaluado","baja","La asignación depende de homología; no se observó el ciclo sexual.","parcialmente resuelta","vigente"
"C-1383","No se ha documentado directamente un ciclo sexual de Capsaspora owczarzaki en las fuentes recuperadas para esta sección.","Capsaspora owczarzaki","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-059","no evaluado","desconocida","Se buscaron observaciones de apareamiento, cariogamia y meiosis, no solo genes.","información insuficiente","vigente"
"C-1384","Los inventarios de Amoebozoa recuperan genes meióticos en linajes sin sexo observado.","Amoebozoa","posee_rasgo","genes meióticos en linajes con sexo críptico o no observado","expresa","S353 resultados; S354 resultados","no evaluado","baja","El muestreo combina genomas y transcriptomas de completitud desigual.","parcialmente resuelta","vigente"
"C-1385","La presencia de un homólogo llamado meiótico no demuestra que su función actual esté restringida a meiosis.","homólogo de gen meiótico","no_demuestra*","función exclusivamente meiótica","expresa","S355 resultados y discusión","no evaluado","media","Amoeba proteus expresó constitutivamente varios homólogos en ausencia de sexo observado.","resuelta","vigente"
"C-1386","La ausencia aparente de un gen meiótico individual no demuestra ausencia de meiosis.","ausencia de un gen meiótico","no_demuestra*","ausencia de meiosis","expresa","S346 tabla 2; S347 discusión; S358 revisión","no evaluado","media","Drosophila, un organismo sexual, carecía de diez de los 29 genes del inventario de S346.","resuelta","vigente"
"C-1387","La conservación distribuida de la maquinaria de recombinación, cohesión y reducción de ploidía favorece una meiosis presente en LECA.","LECA","posee_rasgo","meiosis o programa meiótico ancestral","sintesis(C-1370, C-1371, C-1372, C-1373, C-1374, C-1375, C-1376, C-1377, C-1379, C-1380, C-1382, C-1384)","S77, S346, S347, S348; S353, S354, S355, S356, S78, S357, S358","no evaluado","alta","La inferencia combina genes de funciones distintas en ramas eucariotas ampliamente separadas.","parcialmente resuelta","vigente"
"C-1388","La inferencia de un LECA sexual no identifica su ciclo de ploidía, frecuencia de apareamiento ni señales ambientales.","LECA sexual","no_resuelve*","ciclo, frecuencia y señal ancestral","sintesis(C-1387)","S78, S357, S358","consenso amplio","alta","La distribución de genes no conserva esos parámetros ecológicos.","sin resolver","vigente"
"C-1389","La afirmación “todos los eucariotas son sexuales salvo prueba en contrario” es una propuesta metodológica, no una observación exhaustiva de todas las especies.","todos los eucariotas son sexuales salvo prueba en contrario","clasificado_como_por","posición metodológica","expresa","S356 título y tesis general; S355 contraargumento","no evaluado","media","Existe una crítica publicada sobre la especificidad funcional de los genes usados.","sin resolver","vigente"
"C-1390","La conclusión de que el sexo es ancestral en Eukaryota tiene mayor apoyo que la conclusión de que cada especie eucariota viviente practica sexo actualmente.","sexo ancestral y sexo universal actual","tiene_apoyo_relativo*","mayor apoyo para ancestralidad que para universalidad actual","sintesis(C-1385, C-1387, C-1389)","S355, S356, S78, S357, S358","no evaluado","alta","La primera es una reconstrucción del ancestro; la segunda exige observación o señales inequívocas en cada linaje.","parcialmente resuelta","vigente"
"C-1391","La meiosis comparte huso, cromosomas, cohesión y segregación con la mitosis y se interpreta como derivada de una división mitótica ancestral.","meiosis","desciende_de","maquinaria mitótica ancestral","expresa","S359 tesis general; S357 §Meiosis","no evaluado","media","La homología mecanística es extensa y la alternativa independiente carece de apoyo equivalente.","parcialmente resuelta","vigente"
"C-1392","Wilkins y Holliday distinguieron cuatro innovaciones respecto de mitosis: apareamiento de homólogos, recombinación entre no hermanas, supresión de separación de hermanas en meiosis I y ausencia de replicación antes de meiosis II.","meiosis","posee_rasgo","cuatro innovaciones respecto de mitosis","expresa","S359 resumen y tabla 1","no evaluado","media","Las cuatro diferencias se derivan de citología y genética comparadas.","resuelta","vigente"
"C-1393","Las recombinasas eucariotas RAD51 y DMC1 pertenecen a la familia de RecA bacteriana.","RAD51 y DMC1","desciende_de","familia RecA","expresa","S357 §Recombination; S359 discusión","consenso amplio","alta","La homología de secuencia, estructura y mecanismo está establecida.","resuelta","vigente"
"C-1394","La recombinación homóloga bacteriana proporciona antecedentes moleculares para reparación y búsqueda de homología, pero no contiene por sí sola el programa meiótico eucariota.","recombinación homóloga bacteriana","no_equivale_a*","meiosis eucariota","sintesis(C-1392, C-1393)","S357; S359","consenso amplio","alta","Faltan acoplamiento a ploidía, cohesión meiótica y dos divisiones coordinadas.","resuelta","vigente"
"C-1395","La hipótesis de reparación propone que recombinación y fusión entre genomas permitieron reparar daño usando una copia homóloga.","hipótesis de reparación como origen del sexo","propuesto_por","uso de homólogo para reparar ADN","expresa","S357 §Origins; S359 discusión","no evaluado","baja","El mecanismo es plausible y ancestral, pero no fija el orden de adquisición del ciclo completo.","sin resolver","vigente"
"C-1396","La hipótesis de restauración y reducción de ploidía interpreta la meiosis como solución a ciclos de fusión que duplicaban el número cromosómico.","hipótesis de reducción de ploidía","propuesto_por","restauración de ploidía tras fusión","expresa","S357 §Ploidy cycles; S359 discusión","no evaluado","baja","Explica la necesidad de reducción, no necesariamente el origen de recombinación extensa.","sin resolver","vigente"
"C-1397","La hipótesis de control de apareamiento entre homólogos propone que el emparejamiento y los entrecruzamientos redujeron errores de segregación en genomas diploides.","hipótesis de apareamiento de homólogos","propuesto_por","mejora de segregación de homólogos","expresa","S359 modelo","no evaluado","baja","Es un componente del modelo de S359 y no una reconstrucción observada.","sin resolver","vigente"
"C-1398","El modelo de transición desde transferencia lateral a sexo meiótico propone que la expansión genómica redujo la eficacia de reemplazar genomas completos mediante transferencia de fragmentos.","modelo de transición de transferencia lateral a sexo","propuesto_por","expansión genómica favorece fusión y meiosis","expresa","S371 modelo y resultados","no evaluado","baja","Es un modelo teórico con parámetros modernos y no una observación del tallo eucariota.","sin resolver","vigente"
"C-1399","Las hipótesis sobre el origen de la meiosis no son equivalentes a las hipótesis sobre su mantenimiento posterior.","origen y mantenimiento del sexo","se_distingue_de*","preguntas históricas distintas","expresa","S361 introducción; S357 conclusión","no evaluado","media","Una ventaja actual no identifica la primera función y una función original no explica persistencia.","resuelta","vigente"
"C-1400","Goodenough y Heitman advirtieron que su lista de cuatro innovaciones sexuales de LECA no pretendía representar una secuencia de eventos.","lista de cuatro innovaciones sexuales de LECA en Goodenough y Heitman","no_representa*","secuencia de eventos propuesta","expresa","S357 §Origins of Sex, “this list is not intended to suggest a sequence of events”","no evaluado","alta","El pasaje verifica literalmente el alcance documental de la lista. La hipótesis de coevolución paralela y discontinua y los escenarios de meiosis temprana o tardía no se agregan a esta proposición atómica.","resuelta","vigente"
"C-1401","La hipótesis de purga de mutaciones propone que recombinación y segregación facilitan separar alelos deletéreos y eliminarlos.","hipótesis de purga de mutaciones","propuesto_por","eliminación de mutaciones deletéreas","expresa","S361 §§deleterious mutations; S363 tesis general","no evaluado","baja","Su eficacia depende de epistasis, tasa mutacional y tamaño poblacional.","sin resolver","vigente"
"C-1402","El trinquete de Muller describe acumulación irreversible de mutaciones deletéreas en poblaciones asexuales finitas sin recombinación.","trinquete de Muller","posee_mecanismo*","pérdida estocástica de clases menos cargadas","expresa","S361 §Muller ratchet","no evaluado","media","Es un resultado teórico y experimental en condiciones específicas.","resuelta","vigente"
"C-1403","La hipótesis Fisher–Muller propone que recombinación reúne mutaciones beneficiosas surgidas en fondos genéticos distintos.","hipótesis Fisher–Muller","propuesto_por","combinación de alelos beneficiosos","expresa","S361 §beneficial mutations","no evaluado","baja","El beneficio depende de interferencia selectiva y suministro de mutaciones.","parcialmente resuelta","vigente"
"C-1404","La hipótesis de la Reina Roja propone que recombinación genera genotipos que cambian frente a antagonistas coevolutivos.","hipótesis de la Reina Roja para sexo","propuesto_por","respuesta a coevolución huésped-parásito","expresa","S361 §Red Queen","no evaluado","baja","Tiene apoyo en sistemas concretos, no constituye explicación universal.","sin resolver","vigente"
"C-1405","La hipótesis de ambientes variables propone que recombinación puede aumentar la diversidad de descendencia bajo cambios temporales o espaciales.","hipótesis de ambiente variable","propuesto_por","diversificación de descendencia","expresa","S361 §environmental variation","no evaluado","baja","El signo del beneficio depende de predictibilidad y asociaciones génicas.","sin resolver","vigente"
"C-1406","La reparación de daño puede contribuir al mantenimiento del sexo además de haber sido propuesta como función original.","reparación de ADN","posee_doble_papel*","hipótesis de origen y de mantenimiento","expresa","S357; S361","no evaluado","media","La misma función responde a preguntas temporales diferentes.","parcialmente resuelta","vigente"
"C-1407","Ninguna hipótesis de mantenimiento explica por sí sola la distribución completa de frecuencias sexuales, ciclos de ploidía y tasas de recombinación eucariotas.","hipótesis de mantenimiento del sexo","no_resuelve*","diversidad completa de ciclos eucariotas","sintesis(C-1401, C-1402, C-1403, C-1404, C-1405, C-1406)","S361; S362","consenso amplio","alta","Los parámetros ecológicos y genéticos varían entre linajes.","sin resolver","vigente"
"C-1408","El coste doble clásico compara una hembra sexual que invierte en descendientes de ambos sexos con una hembra asexual que produce únicamente descendientes reproductivos equivalentes.","coste doble del sexo","posee_supuestos*","asimetría de contribución y descendencia","expresa","S362 introducción; S363 modelo","no evaluado","alta","El factor depende del modelo demográfico especificado.","parcialmente resuelta","vigente"
"C-1409","El coste doble de producir machos no se aplica sin modificación a organismos isógamos sin una clase que aporte poco citoplasma al cigoto.","coste doble de los machos","no_aplica_directamente_a*","linajes isógamos","expresa","S362 §§cost classification; S357 §Isogamy","no evaluado","media","El denominador reproductivo y la contribución gamética son distintos.","resuelta","vigente"
"C-1410","La búsqueda de pareja puede imponer tiempo, mortalidad y pérdida de oportunidades de crecimiento.","búsqueda de pareja","posee_costo*","tiempo, riesgo y oportunidad","expresa","S362 tabla y discusión","no evaluado","baja","Los costes son generales; no se localizaron valores para los nodos ancestrales.","parcialmente resuelta","vigente"
"C-1411","La fusión celular y nuclear exige reconocimiento, contacto, remodelado de membrana y coordinación de núcleos.","fusión sexual","posee_dependencias*","reconocimiento, membranas y cariogamia","expresa","S203 figs. 1–2; S357 §Cell fusion","consenso amplio","alta","Los pasos están observados en sistemas actuales.","resuelta","vigente"
"C-1412","La meiosis consume tiempo y recursos y puede producir segregación no equilibrada o roturas no reparadas.","meiosis","posee_costo*","tiempo, maquinaria y riesgo cromosómico","expresa","S358 §§Recombination and segregation; S362 discusión","no evaluado","baja","Los costes celulares totales rara vez se expresan en ATP o tiempo para protistas.","parcialmente resuelta","vigente"
"C-1413","La recombinación puede romper combinaciones de alelos favorables además de generar combinaciones nuevas.","recombinación","posee_costo*","ruptura de asociaciones favorables","expresa","S361 §costs of recombination","no evaluado","alta","El efecto depende del desequilibrio de ligamiento y epistasis.","resuelta","vigente"
"C-1414","Los cambios de ploidía alteran relación entre volumen, dosis génica, enmascaramiento de mutaciones y eficacia de selección.","ciclo de ploidía","posee_compensaciones*","ventajas y costes dependientes de haploidía/diploidía","expresa","S357 §Ploidy; S361 discusión","no evaluado","baja","No hay una ploidía universalmente óptima.","sin resolver","vigente"
"C-1415","En Salpingoeca rosetta se publicaron ventanas temporales y frecuencias del episodio sexual en condiciones de laboratorio.","episodio sexual de Salpingoeca rosetta","tiene_valor_medido","ventanas temporales y frecuencias de laboratorio","expresa","S349 resultados; S203 resultados y STAR Methods; S486 fig. 4","no evaluado","alta","Los estudios publican tiempos y frecuencias; el hueco energético se registra por separado en C-1476.","resuelta","vigente"
"C-1416","En cultivo se midieron densidad inductora, latencia, contacto y fusión de Salpingoeca rosetta.","apareamiento inducido de Salpingoeca rosetta","tiene_valor_medido","densidad inductora, latencia, contacto y fusión","expresa","S203 figs. 1–2 y fig. S4; S349 fig. 3; S486 figs. 3–4","no evaluado","alta","Son medidas de cultivo; la tasa natural y el coste de oportunidad quedan separados en C-1477.","resuelta","vigente"
"C-1417","Salpingoeca rosetta alterna estados haploides y diploides en cultivo.","Salpingoeca rosetta","posee_rasgo","transición haploide–diploide","expresa","S349 resumen y fig. 1","no evaluado","alta","La ploidía fue medida y se obtuvieron descendientes.","resuelta","vigente"
"C-1418","En el estudio de 2013, la limitación de nutrientes coincidió con la transición de cultivos haploides de Salpingoeca rosetta hacia diploidía.","Salpingoeca rosetta bajo limitación de nutrientes","adquiere_rasgo","diploidía","expresa","S349 resumen; resultados","no evaluado","media","La asociación fue experimental; la señal molecular no se identificó.","parcialmente resuelta","vigente"
"C-1419","El apareamiento por inanición de Salpingoeca rosetta es anisógamo.","Salpingoeca rosetta bajo inanición","posee_rasgo","anisogamia","expresa","S349 resumen y fig. 2","no evaluado","alta","La anisogamia fue publicada y observada; la morfometría del preprint se registra por separado en C-1478.","resuelta","vigente"
"C-1420","La anisogamia de Salpingoeca rosetta no establece por sí sola sexos masculino y femenino homólogos a los de animales.","anisogamia de Salpingoeca rosetta","no_demuestra*","homología con sexos animales","sintesis(C-1419)","S349; S357","consenso amplio","alta","Tamaño gamético y sistemas de determinación sexual son caracteres distintos.","resuelta","vigente"
"C-1421","El modelo clásico de anisogamia combina un presupuesto finito de material gamético con un compromiso entre número de gametos y tamaño de cada gameto.","modelo de anisogamia por selección disruptiva","posee_supuestos*","compromiso tamaño–número","expresa","S364 ecuaciones 2.1 y discusión","no evaluado","alta","Es un supuesto explícito del modelo.","resuelta","vigente"
"C-1422","En el modelo de selección disruptiva, estrategias de gametos pequeños y grandes pueden desplazar a tamaños intermedios bajo determinadas funciones de supervivencia y encuentro.","anisogamia","propuesto_por","selección disruptiva sobre tamaño gamético","expresa","S364 resultados","no evaluado","baja","El resultado depende de funciones de aptitud y encuentro.","parcialmente resuelta","vigente"
"C-1423","La teoría de anisogamia explica una divergencia de tamaños gaméticos, pero no identifica el estado ancestral de Salpingoeca rosetta ni de LECA.","teoría de anisogamia","no_resuelve*","historia concreta de Salpingoeca rosetta o LECA","sintesis(C-1419, C-1420)","S349; S364","consenso amplio","alta","Un modelo general no sustituye una reconstrucción filogenética específica.","sin resolver","vigente"
"C-1424","Dictyostelium discoideum posee tres tipos de apareamiento determinados por variantes de un locus.","Dictyostelium discoideum","tiene_valor_medido","tres tipos de apareamiento","expresa","S365 resumen y resultados","no evaluado","alta","El locus y sus tres formas fueron caracterizados genéticamente.","resuelta","vigente"
"C-1425","En Dictyostelium discoideum, células haploides compatibles se fusionan y forman un cigoto que participa en el desarrollo del macrocisto.","Dictyostelium discoideum","posee_ciclo*","fusión haploide y formación de macrocisto","expresa","S366 resultados; S367 fig. 1","consenso amplio","alta","La fusión y la estructura sexual se observaron.","resuelta","vigente"
"C-1426","El cigoto de Dictyostelium discoideum atrae y consume células vecinas durante la formación del macrocisto.","cigoto de Dictyostelium discoideum","depreda_a","células vecinas atraídas","expresa","S367 fig. 1 y §Life cycle","no evaluado","alta","La conducta se describe como canibalismo del desarrollo sexual.","resuelta","vigente"
"C-1427","La germinación de macrocistos de Dictyostelium discoideum y la recuperación rutinaria de progenie haploide han sido difíciles en laboratorio.","macrocistos de Dictyostelium discoideum","posee_limitacion_experimental*","germinación infrecuente en laboratorio","expresa","S367 introducción","no evaluado","alta","La fuente declara la limitación experimental.","parcialmente resuelta","vigente"
"C-1428","La existencia de tres tipos de apareamiento en Dictyostelium discoideum demuestra que tipos de apareamiento no tienen que limitarse a dos.","tipos de apareamiento","no_posee_limite*","dos tipos universales","sintesis(C-1424)","S365","no evaluado","alta","Es un contraejemplo directo.","resuelta","vigente"
"C-1429","El sexo críptico puede inferirse por decaimiento del desequilibrio de ligamiento con distancia, genotipos recombinantes y estimaciones poblacionales de recombinación.","sexo críptico","respaldado_por","firmas de recombinación poblacional","expresa","S367 resumen; S370 métodos","consenso amplio","alta","Son criterios estadísticos independientes de observación citológica.","resuelta","vigente"
"C-1430","Las firmas poblacionales de recombinación no identifican por sí solas meiosis canónica, parasexualidad o transferencia genética ocasional.","firmas poblacionales de recombinación","no_resuelve*","mecanismo citológico","expresa","S347 discusión; S360 revisión; S370 discusión","no evaluado","media","Mecanismos distintos pueden producir patrones similares.","resuelta","vigente"
"C-1431","Flowers y colaboradores resecuenciaron 137 fragmentos génicos de cepas silvestres norteamericanas de Dictyostelium discoideum.","muestreo de Dictyostelium discoideum","tiene_valor_medido","137 fragmentos génicos","expresa","S367 resumen y métodos","no evaluado","alta","Recuento explícito del estudio.","resuelta","vigente"
"C-1432","Dictyostelium discoideum mostró decaimiento rápido del desequilibrio de ligamiento y genotipos recombinantes pese a que el sexo rara vez se observa en laboratorio.","Dictyostelium discoideum","posee_rasgo","señales poblacionales de recombinación frecuente","expresa","S367 resumen y resultados","no evaluado","alta","Convergen varias estadísticas poblacionales.","parcialmente resuelta","vigente"
"C-1433","Marshall y Berbee infirieron sexo críptico y una fase vegetativa haploide en Pseudoperkinsus tapetis mediante genética de poblaciones.","Pseudoperkinsus tapetis","posee_rasgo","sexo críptico y fase vegetativa haploide inferidos","expresa","S370 resumen y resultados","no evaluado","media","La evidencia es indirecta y depende de modelos poblacionales.","parcialmente resuelta","vigente"
"C-1434","El caso de Pseudoperkinsus tapetis documenta sexo inferido en Ichthyosporea sin observación completa de apareamiento y meiosis.","Pseudoperkinsus tapetis","clasificado_como_por","caso de sexo críptico ictiospóreo","sintesis(C-1429, C-1430, C-1433)","S370","no evaluado","media","La inferencia no reconstruye toda la citología.","parcialmente resuelta","vigente"
"C-1435","Durante el enquistamiento de Giardia intestinalis, los dos núcleos intercambian material genético mediante un proceso denominado diplomixis.","Giardia intestinalis","posee_proceso*","diplomixis durante enquistamiento","expresa","S368 resultados; S369 resultados","consenso amplio","alta","El intercambio nuclear fue observado con marcadores y microscopía.","resuelta","vigente"
"C-1436","La diplomixis de Giardia utiliza homólogos de SPO11, HOP1 y DMC1 en recombinación homóloga sin la secuencia completa de meiosis canónica.","diplomixis de Giardia","posee_rasgo","uso de SPO11, HOP1 y DMC1 sin meiosis canónica","expresa","S346 §Results; S368; S369","no evaluado","media","Combina genética funcional y citología.","resuelta","vigente"
"C-1437","Giardia intestinalis muestra que genes asociados con meiosis pueden integrarse en un proceso parasexual derivado.","Giardia intestinalis","respaldado_por","cooptación de genes meióticos en parasexualidad","sintesis(C-1435, C-1436)","S346; S368; S369","no evaluado","alta","Es un caso funcional, no solo una predicción de secuencia.","resuelta","vigente"
"C-1438","La recombinación poblacional detectada en Giardia no demuestra que su ciclo incluya meiosis canónica.","Giardia intestinalis","no_demuestra*","meiosis canónica","expresa","S374 resultados; S369 título y discusión","no evaluado","media","La observación posterior identificó intercambio sin meiosis.","resuelta","vigente"
"C-1439","El inventario genómico de un organismo putativamente asexual debe combinarse con expresión, función, citología y genética de poblaciones para evaluar sexo.","evaluación de sexo críptico","posee_metodo*","integración de múltiples clases de evidencia","sintesis(C-1383, C-1384, C-1385, C-1429, C-1430, C-1435, C-1436)","S347; S353, S354, S355, S356; S360","consenso amplio","alta","Cada clase de evidencia tiene falsos positivos y preguntas distintas.","resuelta","vigente"
"C-1440","Una revisión específica de 2024 concluyó que la existencia de meiosis en Ichthyosporea seguía sin estar clara.","meiosis en Ichthyosporea","tiene_estado*","LA LITERATURA DECLARA QUE NO SE SABE","expresa","S133 §Life Cycles, “The existence of meiosis in ichthyosporeans remains unclear”","no evaluado","alta","La revisión declara literalmente la incertidumbre; la ausencia de una secuencia completa en cuatro taxones se registra en C-1479.","sin resolver","vigente"
"C-1441","La fusión celular inducida por inanición y la expresión de genes asociados con meiosis fueron observadas en el amoebozoario Fisculla terrestris.","Fisculla terrestris","posee_rasgo","fusión y expresión asociada a meiosis bajo inanición","expresa","S372 resumen y resultados","no evaluado","alta","El estudio combina microscopía y transcriptómica.","parcialmente resuelta","vigente"
"C-1442","Fisculla terrestris ilustra que una señal ambiental puede coordinar fusión y un programa molecular relacionado con meiosis fuera del corredor principal.","Fisculla terrestris","ilustra_mecanismo*","inducción ambiental de componentes sexuales","sintesis(C-1441)","S372","no evaluado","media","La homología con el ciclo ancestral no está demostrada.","parcialmente resuelta","vigente"
"C-1443","Bangiomorpha pubescens conserva filamentos diferenciados y estructuras interpretadas como esporas o gametos especializados.","Bangiomorpha pubescens","posee_rasgo","diferenciación reproductiva inferida","expresa","S159 descripción y figs. 4–9","no evaluado","baja","La morfología es observada; la función reproductiva se infiere por comparación.","parcialmente resuelta","vigente"
"C-1444","Butterfield interpretó la diferenciación de Bangiomorpha pubescens como evidencia de reproducción sexual.","Bangiomorpha pubescens","clasificado_como_por","organismo sexual","expresa","S159 resumen y discusión","no evaluado","baja","La interpretación depende de afinidad bangial y secuencia ontogenética.","parcialmente resuelta","vigente"
"C-1445","La meiosis no está observada directamente en Bangiomorpha pubescens.","Bangiomorpha pubescens","no_posee_observacion*","meiosis directa","sintesis(C-1443, C-1444)","S159","no evaluado","alta","Un fósil morfológico no conserva segregación cromosómica.","resuelta","vigente"
"C-1446","La primera aparición de Bangiomorpha pubescens fue revisada a 1.047 +0.013/−0.017 Ga.","Bangiomorpha pubescens","tiene_edad_estimada","1.047 +0.013/−0.017 Ga","expresa","S160 resumen y resultados","no evaluado","alta","La edad procede de dataciones Re–Os que bracketan la ocurrencia.","parcialmente resuelta","vigente"
