"table_id","origen","source_master_sha256","source_table_ordinal","source_start_line","source_end_line","source_header_sha256","canonical_path","transformaciones_documentadas"
"table-09-3-2-7-matriz-de-caracteres-y-metodo-de-inferencia","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","10","730","742","d0a69d8933e4dcca6040901009d00f073ce443fbae19e54674c9342a29298491","data/tablas/03/table-09-3-2-7-matriz-de-caracteres-y-metodo-de-inferencia.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-10-3-3-orden-de-los-eventos-mitocondria-y-fagotrofia","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","11","770","777","96fe142200c7730c63e318efe4439dc91afa51deca16d111b80b556b6d787ff9","data/tablas/03/table-10-3-3-orden-de-los-eventos-mitocondria-y-fagotrofia.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-11-3-4-7-comparacion-del-montaje-inicial","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","12","926","933","61d26ce00b4047525ebff003e3ecebcdc2689b14251ff70738c8afe85a745502","data/tablas/03/table-11-3-4-7-comparacion-del-montaje-inicial.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte. Cambio de cabecera documentado: clave | modelo | participantes | intercambio y dirección | ambiente | geometría y orden | apoyo | compromiso principal | fila inicial → clave | modelo | participantes | intercambio y dirección | ambiente | geometría y orden | apoyo | compromiso principal | filas por celda."
"table-12-3-5-5-comparacion-de-los-modelos-nucleares","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","13","1007","1012","046af5cdba51e93ab8d2fbd538c0156ce6a418d6f0f8152cd84feaa4ab9ac232","data/tablas/03/table-12-3-5-5-comparacion-de-los-modelos-nucleares.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-13-3-7-matriz-de-compatibilidad","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","14","1049","1105","0e1eccba8b550a2bf2be4747c314f622045617fc660c2157bad724d3ec2ac7a6","data/tablas/03/table-13-3-7-matriz-de-compatibilidad.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-03","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","15","1141","1397","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/03.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-15-4-2-8-comparacion-de-las-raices","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","16","1532","1540","9c93452e78cd0eca1fdf98f715cdb21eb7752df94186f8d46052f84c1f10a519","data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-16-4-6-1-eukaryota","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","17","1710","1712","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-16-4-6-1-eukaryota.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-17-4-6-2-amorphea","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","18","1716","1718","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-17-4-6-2-amorphea.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-18-4-6-3-amoebozoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","19","1722","1724","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-18-4-6-3-amoebozoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-19-4-6-4-obazoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","20","1728","1730","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-19-4-6-4-obazoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-20-4-6-5-apusomonadida","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","21","1734","1736","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-20-4-6-5-apusomonadida.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-21-4-6-6-breviatea","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","22","1740","1742","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-21-4-6-6-breviatea.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-22-4-6-7-opisthokonta","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","23","1746","1748","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-22-4-6-7-opisthokonta.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-23-4-6-8-holomycota","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","24","1752","1754","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-23-4-6-8-holomycota.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-24-4-6-9-holozoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","25","1758","1760","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-24-4-6-9-holozoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-25-4-6-10-ichthyosporea","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","26","1764","1766","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-25-4-6-10-ichthyosporea.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-26-4-6-11-pluriformea-sensu-hehenberger-et-al-2017","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","27","1770","1772","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-26-4-6-11-pluriformea-sensu-hehenberger-et-al-2017.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-27-4-6-12-corallochytrea","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","28","1776","1778","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-27-4-6-12-corallochytrea.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-28-4-6-13-filasterea","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","29","1782","1784","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-28-4-6-13-filasterea.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-29-4-6-14-filozoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","30","1788","1790","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-29-4-6-14-filozoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-30-4-6-15-choanozoa-sensu-stricto-apoikozoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","31","1794","1796","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-30-4-6-15-choanozoa-sensu-stricto-apoikozoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-31-4-6-16-choanoflagellata","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","32","1800","1802","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-31-4-6-16-choanoflagellata.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-32-4-6-17-metazoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","33","1806","1808","bb8d249ff4d457739c693d2fc0cf664dbf4b9e6a975e9bbbfed5ec12a2e2ee30","data/tablas/04/table-32-4-6-17-metazoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-04","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","34","1898","2161","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/04.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-33-5-4-evidencia-de-interaccion-en-perforaciones-del-grupo-chuar","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/05/table-33-5-4-evidencia-de-interaccion-en-perforaciones-del-grupo-chuar.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","35","2295","2305","69e2a53142903ce2cdd6c4c4b3a1e69f35592f9542d269d0071c54264e2a92fd","data/tablas/05/table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-05","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","36","2309","2366","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/05.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-36-6-1-estimaciones-publicadas","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","37","2410","2421","168deb8b8fbe48db202b5e1821da7ee2d64827de9d0e5dece8467808335a3b95","data/tablas/06/table-36-6-1-estimaciones-publicadas.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-06","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","38","2453","2483","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/06.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-38-7-1-oxigeno-cronologia-proxies-y-discrepancias-cuantitativas","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","39","2521","2527","72c6fada68ce09c2ebd772dfd732757215b6daf6ea6159747ce479504c8c4a0a","data/tablas/07/table-38-7-1-oxigeno-cronologia-proxies-y-discrepancias-cuantitativas.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-38b-7-2-redox-y-aceptores","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/07/table-38b-7-2-redox-y-aceptores.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-38c-7-4-episodios-globales","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/07/table-38c-7-4-episodios-globales.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"claims-07","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","40","2595","2639","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/07.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-40-8-3-depredadores-holozoos-obazoa-holomycota-y-amoebozoa","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","41","2755","2772","d909afe563ac12ece292b1b1795c2320af255b80e4ed9498ba6b187d0cf90042","data/tablas/08/table-40-8-3-depredadores-holozoos-obazoa-holomycota-y-amoebozoa.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-40b-8-5-virus-gigantes","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/08/table-40b-8-5-virus-gigantes.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"claims-08","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","42","2840","2922","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/08.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-42-9-1-1-tipologia-cerrada","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","43","2976","2988","7a64ae9c9b6e6b76a57e308d449ddccf94762578a3e28f0178fd1da594009011","data/tablas/09/table-42-9-1-1-tipologia-cerrada.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-43-9-4-1-fichas-comparativas-por-grado-de-integracion","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","44","3156","3176","1ae18c5b803a62b4de85d40696cd7d2b369399503186cc35e44b0eaaeca0dba8","data/tablas/09/table-43-9-4-1-fichas-comparativas-por-grado-de-integracion.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-44-9-7-1-correlatos-publicados","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","45","3304","3311","6bcc95c736bd59bf423b93e14520b80692cefbf16a09a98b8b539056beaa49eb","data/tablas/09/table-44-9-7-1-correlatos-publicados.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-45-9-8-1-gradiente-funcional-comparado","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","46","3387","3396","36ee85eb3ec21baa92ff27dd4f35ae962c5274215c3c723ccc8734c937bbf515","data/tablas/09/table-45-9-8-1-gradiente-funcional-comparado.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-09","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","47","3522","3774","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/09.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-47-10-1-tabla-consolidada-de-rasgos-con-coste","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","48","3804","3826","966142ac2d79dd661f6a65f496f1c77ad27b125fc3998919c0d4aedca77b6fcf","data/tablas/10/table-47-10-1-tabla-consolidada-de-rasgos-con-coste.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-10","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","49","4100","4236","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/10.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-49-11-11-vista-comparativa-de-clases-de-evidencia","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","50","4523","4532","dad6021ab5ea52d4d85ee8fd46787bd060ef8c8af4ec09374f33ec8da3ec789f","data/tablas/11/table-49-11-11-vista-comparativa-de-clases-de-evidencia.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-11","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","51","4538","4655","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/11.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-51-12-1-1-vista-comparativa-de-rutas","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","52","4693","4698","4d40bbfea3c577269ce77d85d20818021cf09a9ef5d77f1bd50e7b6fbde2abbd","data/tablas/12/table-51-12-1-1-vista-comparativa-de-rutas.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","53","4844","4852","eb098bf7daaef134f84f79dae5a050dc474909307db4e1fd243a12c098e76679","data/tablas/12/table-52-12-6-1-costes-y-compensaciones-cuantificados-o-no-localizado.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-53-12-7-1-tabla-comparativa-de-genomas","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","54","4882","4891","b604d1caf836d38a0626cd506760dd68840b648c5afedef5a8145722856d666d","data/tablas/12/table-53-12-7-1-tabla-comparativa-de-genomas.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-54-12-10-1-repertorio-funcional-localizado","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","55","4949","4962","82c89df25e8101f67ffdd0d27ba34416d811bec232203fa8d95d54a8b4ee78ef","data/tablas/12/table-54-12-10-1-repertorio-funcional-localizado.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-12","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","56","5002","5129","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/12.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-55a-13-3-escalas-de-division-y-ambiente","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/13/table-55a-13-3-escalas-de-division-y-ambiente.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-55b-13-4-tasas-de-mutacion-directas","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/13/table-55b-13-4-tasas-de-mutacion-directas.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-55c-13-6-cronologia-de-endosimbiosis-e-integracion","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/13/table-55c-13-6-cronologia-de-endosimbiosis-e-integracion.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-55d-13-9-recuentos-de-origenes-y-perdidas","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/13/table-55d-13-9-recuentos-de-origenes-y-perdidas.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"claims-13","canónica_posterior","n/a","n/a","0","0","n/a","data/afirmaciones/13.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-56-14-8-1-codigos","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","57","5687","5693","93ced1985396fb47b1d3ce59b61215fbf2d548c6d6a9805e62185724bd779272","data/tablas/14/table-56-14-8-1-codigos.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
