"clave_inicial","clave_final","metadatos_iniciales","metadatos_finales","identidad_bibliografica","tipo_inicial","tipo_final","estado_editorial","acceso","doi_url_inicial","doi_url_final","uso_inicial","uso_final","soporte_unico_inicial","soporte_unico_final","correcciones_retractaciones","veredicto_inicial","veredicto","severidad_inicial","accion_inicial","accion_final","evidencia_auditoria_inicial","evidencia_final","estado_hallazgo","fecha_verificacion","huella_inicial_sha256","huella_corpus_inicial_sha256","huella_final_sha256"
"S145","S145","CROSSREF VERIFICADA: título=Multigene eukaryote phylogeny reveals the likely protozoan ancestors of opisthokonts (animals, fungi, choanozoans) and Amoebozoa; autores=Thomas Cavalier-Smith; Ema E. Chao; Elizabeth A. Snell; Cédric Berney; Anna Maria Fiore-Donno; Rhodri Lewis; año=2014; contenedor=Molecular Phylogenetics and Evolution; publisher=Elsevier BV","autores=Cavalier-Smith et al.; año=2014; título=Multigene eukaryote phylogeny reveals the likely protozoan ancestors of opisthokonts and Amoebozoa; publicación=Molecular Phylogenetics and Evolution","COINCIDE (similitud_título=0.883; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1016/j.ympev.2014.08.012","https://doi.org/10.1016/j.ympev.2014.08.012","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1016/j.ympev.2014.08.012: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","dd18de8fc449966848f0702be1caf8bf308ca79f50f89dcc4618a0287d0afe83","68bafa9b3dce561a64ad64ea5b9693f167d6e060d2fb3806b92ad6549a2e6536","8ec510bb63fa6d934bfc13c81e33f94b58b6dcdad5e0b324f458b07c314d705d"
"S146","S146","CROSSREF VERIFICADA: título=Monophyletic Origins of the Metazoa: an Evolutionary Link with Fungi; autores=Patricia O. Wainright; Gregory Hinkle; Mitchell L. Sogin; Shawn K. Stickel; año=1993; contenedor=Science; publisher=American Association for the Advancement of Science (AAAS)","autores=Wainright et al.; año=1993; título=Monophyletic origins of the Metazoa: an evolutionary link with fungi; publicación=Science","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1126/science.8469985","https://doi.org/10.1126/science.8469985","1 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1126/science.8469985: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","28bff03adf37623ca364a7341412a5446d3fc0295d2b07c8313c971cda24b50a","e909aae25364c94a24daa5243b8f8bf860ec1ddf38ab278397e72019ddeeb16f","57e30cfbdf65eef7736914acfe05d3d8b6a371cd9f14decc9a6791a43836d10a"
"S147","S147","CROSSREF VERIFICADA: título=The genome of the choanoflagellate Monosiga brevicollis and the origin of metazoans; autores=Nicole King; M. Jody Westbrook; Susan L. Young; Alan Kuo; Monika Abedin; Jarrod Chapman; Stephen Fairclough; Uffe Hellsten; Yoh Isogai; Ivica Letunic; Michael Marr; David Pincus; Nicholas Putnam; Antonis Rokas; Kevin J. Wright; Richard Zuzow; William Dirks; Matthew Good; David Goodstein; Derek Lemons; Wanqing Li; Jessica B. Lyons; Andrea Morris; Scott Nichols; Daniel J. Richter; Asaf Salamov; JGI Sequencing; Peer Bork; Wendell A. Lim; Gerard Manning; W. Todd Miller; William McGinnis; Harris Shapiro; Robert Tjian; Igor V. Grigoriev; Daniel Rokhsar; año=2008; contenedor=Nature; publisher=Springer Science and Business Media LLC","autores=King, N. et al.; año=2008; título=The genome of the choanoflagellate Monosiga brevicollis and the origin of metazoans; publicación=Nature 451:783–788","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1102060.560352"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.558033"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.557136"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.565310"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.561350"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/nature06617","https://doi.org/10.1038/nature06617","15 afirmaciones; 10 referencias con texto posterior a la clave (heurística; no valida el pasaje)","15 afirmaciones finales","SI: soporte único de 7 afirmaciones","SI: única S de 7 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1102060.560352"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.558033"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.557136"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.565310"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1102060.561350"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 7 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/nature06617: HTTP 200; metadatos sí; pasaje citado no inspeccionado","15 C finales citan la fuente; 7 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","38bb657d0ed72948bcd58e34223bcff8c3d2141c82188e863e243e416c6e8111","5d46232cea0111f7a173f75a5f21be43f7b14e8c04bfbe1fb32041a97b34f21d","64e7e763a5075e2cb6d0e54ac087f433251d01d42d10ff4805931a49152f6b3e"
"S148","NO_APLICA","CROSSREF VERIFICADA: título=Evolutionary position of breviate amoebae and the primary eukaryote divergence; autores=Marianne A. Minge; Jeffrey D Silberman; Russell J.S Orr; Thomas Cavalier-Smith; Kamran Shalchian-Tabrizi; Fabien Burki; Åsmund Skjæveland; Kjetill S Jakobsen; año=2009; contenedor=Proceedings of the Royal Society B: Biological Sciences; publisher=The Royal Society","NO_APLICA","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","NO_APLICA","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1098/rspb.2008.1358","NO_APLICA","0 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","0 afirmaciones finales","NO: fuente sin uso","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","RETIRADA","P2","RETIRAR del apéndice A o enlazar a una afirmación explícita con localizador","RETIRADA: Su única función final era fechar la publicación en una fila de metadatos sin C del apéndice D; esa fila no era una fecha científica y fue retirada. Destino: Permanece en el maestro histórico inmutable y en la matriz inicial→final; no se reasigna su clave ni se interpreta la retirada como desestimación científica.","GET api.crossref.org/works/10.1098/rspb.2008.1358: HTTP 200; metadatos sí; pasaje citado no inspeccionado","Ausente de A final y presente una vez en el registro explícito de retiradas; no equivale a desestimación científica.","CERRADO","2026-08-08","37d32c90347703d7c6600c1da06d0826ec4cebfdbe82e3079f970756cb3478a5","f0fb35cba902ea575e1912babbdf3ce1575828ffd056f2540265cfa1173755a7","NO_APLICA"
"S149","NO_APLICA","CROSSREF VERIFICADA: título=The analysis of 100 genes supports the grouping of three highly divergent amoebae:
                    <i>Dictyostelium</i>
                    ,
                    <i>Entamoeba</i>
                    , and
                    <i>Mastigamoeba</i>; autores=Eric Bapteste; Henner Brinkmann; Jennifer A. Lee; Dorothy V. Moore; Christoph W. Sensen; Paul Gordon; Laure Duruflé; Terry Gaasterland; Philippe Lopez; Miklós Müller; Hervé Philippe; año=2002; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","NO_APLICA","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","NO_APLICA","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1004538.44904"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.032662799","NO_APLICA","0 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","0 afirmaciones finales","NO: fuente sin uso","NO","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1004538.44904"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","RETIRADA","P2","RETIRAR del apéndice A o enlazar a una afirmación explícita con localizador","RETIRADA: Su única función final era fechar la publicación en una fila de metadatos sin C del apéndice D; esa fila no era una fecha científica y fue retirada. Destino: Permanece en el maestro histórico inmutable y en la matriz inicial→final; no se reasigna su clave ni se interpreta la retirada como desestimación científica.","GET api.crossref.org/works/10.1073/pnas.032662799: HTTP 200; metadatos sí; pasaje citado no inspeccionado","Ausente de A final y presente una vez en el registro explícito de retiradas; no equivale a desestimación científica.","CERRADO","2026-08-08","9058f0d9e19d605e9455ad41f96228f3025ffe9f11fa398387047335d609dcc5","20cac4efb99d6b9809c7dc514694e12d91ab677a3d6cf386ad720880aaf919ca","NO_APLICA"
"S150","S150","CROSSREF VERIFICADA: título=Micropaleontology of the lower Mesoproterozoic Roper Group, Australia, and implications for early eukaryotic evolution; autores=Emmanuelle J. Javaux; Andrew H. Knoll; año=2017; contenedor=Journal of Paleontology; publisher=Cambridge University Press (CUP)","autores=Javaux, E. J. y Knoll, A. H.; año=2017; título=Micropaleontology of the lower Mesoproterozoic Roper Group, Australia, and implications for early eukaryotic evolution; publicación=Journal of Paleontology 91:199–229","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1017/jpa.2016.124","https://doi.org/10.1017/jpa.2016.124","6 afirmaciones; 6 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1017/jpa.2016.124: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","228083758ed0cd1107d535e92a2f36cf9da339156386d4c05a6250a55453234c","ff61c1bba0d658a35bee01356d73774cfac00758c0edfe14235a2a538382ae25","0464586a12e227597e2e4667fb79059965c9760dd197f1e6fb92862010296722"
"S151","S151","CROSSREF VERIFICADA: título=TEM evidence for eukaryotic diversity in mid‐Proterozoic oceans; autores=EMMANUELLE J. JAVAUX; ANDREW H. KNOLL; MALCOLM R. WALTER; año=2004; contenedor=Geobiology; publisher=Wiley","autores=Javaux, E. J.; Knoll, A. H.; Walter, M. R.; año=2004; título=TEM evidence for eukaryotic diversity in mid-Proterozoic oceans; publicación=Geobiology 2:121–132","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1111/j.1472-4677.2004.00027.x","https://doi.org/10.1111/j.1472-4677.2004.00027.x","6 afirmaciones; 6 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1111/j.1472-4677.2004.00027.x: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","678ae22a5c70490b962f8f35457d8b413249069beec7dbbfbbf20f24b01281b8","6a130c3ab26baef0a907b949935b09da528315aa9ec2571adea00d7a8da03e60","f7c6701f28cccecdf7bb6eb5743835a1c776bf4f89366df9a2295fb21ed4aac6"
"S152","S152","CROSSREF VERIFICADA: título=Eukaryotic organisms in Proterozoic oceans; autores=A.H Knoll; E.J Javaux; D Hewitt; P Cohen; año=2006; contenedor=Philosophical Transactions of the Royal Society B: Biological Sciences; publisher=The Royal Society","autores=Knoll, A. H. et al.; año=2006; título=Eukaryotic organisms in Proterozoic oceans; publicación=Philosophical Transactions of the Royal Society B 361:1023–1038","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1047467.497420"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1098/rstb.2006.1843","https://doi.org/10.1098/rstb.2006.1843","12 afirmaciones; 12 referencias con texto posterior a la clave (heurística; no valida el pasaje)","12 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1047467.497420"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1098/rstb.2006.1843: HTTP 200; metadatos sí; pasaje citado no inspeccionado","12 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","f9eaacbd6d55786413befde5ffd8cfd081fb67f4f5107d85a2fa6a9fd1834b3f","7c99acb00486fd36545c82f53292d8df8c687423189cd93ac12a13ce6318885d","fc6ac0e45c66f25933053c00fd98c4aedc5121b588e3c440da40ac2154515954"
"S153","S153","CROSSREF VERIFICADA: título=A Laurentian record of the earliest fossil eukaryotes; autores=Zachary R. Adam; Mark L. Skidmore; David W. Mogk; Nicholas J. Butterfield; año=2017; contenedor=Geology; publisher=Geological Society of America","autores=Adam, Z. R. et al.; año=2017; título=A Laurentian record of the earliest fossil eukaryotes; publicación=Geology 45:387–390","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1130/G38749.1","https://doi.org/10.1130/G38749.1","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CORREGIDA","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1130/g38749.1: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","41213102834fab3314be68923c94e886455464e429cc15ee2b2e715446515fb3","2656229406abba6808224084471db28252fbc690fd187181108cb5c7e1623c14","72bba5a0ee63e3e6bdfe14e75ff226f456d803172cbabf86e4e8937a0b96ff55"
"S154","S154","CROSSREF VERIFICADA: título=1.63-billion-year-old multicellular eukaryotes from the Chuanlinggou Formation in North China; autores=Lanyun Miao; Zongjun Yin; Andrew H. Knoll; Yuangao Qu; Maoyan Zhu; año=2024; contenedor=Science Advances; publisher=American Association for the Advancement of Science (AAAS)","autores=Miao, L. et al.; año=2024; título=1.63-billion-year-old multicellular eukaryotes from the Chuanlinggou Formation in North China; publicación=Science Advances 10:eadk3208","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1126/sciadv.adk3208","https://doi.org/10.1126/sciadv.adk3208","3 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1126/sciadv.adk3208: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","2345cb97d82409d2381c8a3bcfa2447ee71db9d3b5716da3a0d79362db53e948","b71b1c188053fa97fba78cdd3834d68b7db73b03ebeb415b32075499f2c92dd6","d23cc1f3aead928149a73b38e701b7b0040965b8668b36c4ab6551750f65f83e"
"S155","S155","CROSSREF VERIFICADA: título=Megascopic Eukaryotic Algae from the 2.1-Billion-Year-Old Negaunee Iron-Formation, Michigan; autores=Tsu-Ming Han; Bruce Runnegar; año=1992; contenedor=Science; publisher=American Association for the Advancement of Science (AAAS)","autores=Han, T.-M. y Runnegar, B.; año=1992; título=Megascopic eukaryotic algae from the 2.1-billion-year-old Negaunee Iron-Formation, Michigan; publicación=Science 257:232–235","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1126/science.1631544","https://doi.org/10.1126/science.1631544","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1126/science.1631544: HTTP 200; metadatos sí; pasaje citado no inspeccionado","1 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","3d57003dfc8580d77b2fbf0c5ca459c849b1f7475f220c68b58759f2d7df6da2","f4cd22218d822db8ae79262689892ab0ba67b29608823a53f46986ca3e91d231","60918c6aa80e1dfda86af3b99cd2a7c815664f0b45edbbe50d3277fe8b858c52"
"S156","S156","CROSSREF VERIFICADA: título=Three-dimensional preservation of cellular and subcellular structures suggests 1.6 billion-year-old crown-group red algae; autores=Stefan Bengtson; Therese Sallstedt; Veneta Belivanova; Martin Whitehouse; año=2017; contenedor=PLOS Biology; publisher=Public Library of Science (PLoS)","autores=Bengtson, S. et al.; año=2017; título=Three-dimensional preservation of cellular and subcellular structures suggests 1.6 billion-year-old crown-group red algae; publicación=PLOS Biology 15:e2000735","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1371/journal.pbio.2000735","https://doi.org/10.1371/journal.pbio.2000735","3 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1371/journal.pbio.2000735: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","2b901b2f4fc61e4230e9f96e44908a135bb343311f992d27be5f48a99d923dc8","0e85afe632bf4dc13601b7986371c8955ffe693d40dc85122a98f246af8faae3","1797016ae1d8e4ebd10cad99586b778a3df310fcefbc5fd99997faeea95be26b"
"S157","S157","URL OFICIAL/EDITORIAL HTTP 200; título HTML=Search; URL final=https://www.cambridge.org/core/search?q=Vase-shaped%20microfossils%20from%20the%20Neoproterozoic%20Chuar%20Group; DOI recuperado por título/registro oficial=10.1666/0022-3360(2003)077<0409:vmftnc>2.0.co;2; DOI recuperado por título/registro oficial=10.1666/0022-3360(2003)077<0409:vmftnc>2.0.co;2","autores=Porter, S. M.; Meisterfeld, R.; Knoll, A. H.; año=2003; título=Vase-shaped microfossils from the Neoproterozoic Chuar Group, Grand Canyon: A classification guided by modern testate amoebae; publicación=Journal of Paleontology 77:409–429","NO VERIFICABLE (similitud_título=0.093; metadatos HTML incompletos posibles)","registrado=investigación primaria; metadato externo=no inferido desde URL","investigación primaria","SIN ALERTA AUTOMÁTICA LOCALIZADA; Crossref no sustituye Crossmark ni revisión editorial manual","PÁGINA/ARCHIVO RESOLUBLE (text/html; charset=utf-8); pasaje no inspeccionado sistemáticamente","DOI no verificado; URL resoluble recuperada por título: https://www.cambridge.org/core/search?q=Vase-shaped%20microfossils%20from%20the%20Neoproterozoic%20Chuar%20Group","https://doi.org/10.1666/0022-3360(2003)077%3C0409:VMFTNC%3E2.0.CO;2","1 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","1 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","SIN ALERTA AUTOMÁTICA LOCALIZADA; Crossref no sustituye Crossmark ni revisión editorial manual","CORREGIR","CORREGIDA","P1","NORMALIZAR como https://doi.org/10.1666/0022-3360(2003)077<0409:vmftnc>2.0.co;2; confirmar metadatos en editor","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET DOI no verificado; URL resoluble recuperada por título: https://www.cambridge.org/core/search?q=Vase-shaped%20microfossils%20from%20the%20Neoproterozoic%20Chuar%20Group: HTTP 200; metadatos de página sí; pasaje citado no inspeccionado; búsqueda exacta de título en Crossref/PubMed devolvió 10.1666/0022-3360(2003)077<0409:vmftnc>2.0.co;2; búsqueda exacta de título en Crossref/PubMed devolvió 10.1666/0022-3360(2003)077<0409:vmftnc>2.0.co;2","1 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","3debdb15aeb05805a416cca88bf1a2929077a8641e115d790bd28dcb689b4649","a6f78db19f7815624c24cad06a7f6153f0b86fdf093fea19f7abec9fc598a8c5","2a392c1562d2b962449d850c4652ba72ac393af20abbb9759a1cb2a9200bd567"
"S158","S158","CROSSREF VERIFICADA: título=Tiny vampires in ancient seas: evidence for predation via perforation in fossils from the 780–740 million-year-old Chuar Group, Grand Canyon, USA; autores=Susannah M. Porter; año=2016; contenedor=Proceedings of the Royal Society B: Biological Sciences; publisher=The Royal Society","autores=Porter, S. M.; año=2016; título=Tiny vampires in ancient seas: evidence for predation via perforation in fossils from the 780–740 million-year-old Chuar Group, Grand Canyon, USA; publicación=Proceedings of the Royal Society B 283:20160221","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.726377313.793529894"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1098/rspb.2016.0221","https://doi.org/10.1098/rspb.2016.0221","11 afirmaciones; 11 referencias con texto posterior a la clave (heurística; no valida el pasaje)","11 afirmaciones finales","SI: soporte único de 8 afirmaciones","SI: única S de 8 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.726377313.793529894"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 8 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1098/rspb.2016.0221: HTTP 200; metadatos sí; pasaje citado no inspeccionado","11 C finales citan la fuente; 8 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","fe6f333bd2d09731f9e4c7e2009ecda8f22794cc5b41512af58a61f6e32e2346","679ba53cfb4efc9f100e6f348cf414afeae93d83c66776d90270476f5ab131c6","a6337f602b57bbd6c5ef40af564361df13a4e6913de2dcbec5e9f3b073782855"
