csv_path,fila,columna,contenido_sha256,contenido,afirmaciones,base_semantica,estado_revision,nota_adjudicacion
data/tablas/02/table-02-2-2-1-quimica-de-membrana.csv,4,química de membrana coordinada,400eb2ae1336e9e51ff7bd80e88b3f010f4dad35394dd25221e0db424da1f958,"ácidos grasos–éster–glicerol-3-fosfato, predominantemente del tipo bacteriano",C-054,Afirmación+SPO+Motivo,REVISADA,Adjudicación explícita coordinada tras reformular la celda para repetir únicamente la proposición de C-054; no se heredó el rango de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,2,montaje mínimo,1b20bd55cc20c182cf90e34c23795f9e4899f491b1e1ca85df9058eadb0cbb3d,el linaje hospedador arqueano no identificado adquiere y fija enzimas bacterianas,C-064,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,2,qué la apoya,c8ea1c36038af1f3482b23e56788e6530af04bd18389c830ebf23ee10de330ed,afinidad bacteriana de rutas eucariotas; abundancia de genes bacterianos,C-064,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,2,qué no resuelve,644827ae95db5f8221e551e6e4e86121b98a65fcd266aa902cae8f6054a0a228,el orden y el donante exacto no se observan,C-064,Afirmación+SPO+Motivo,REVISADA,Adjudicación explícita coordinada tras reformular la celda para repetir únicamente la proposición de C-064; no se heredó el rango de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,2,estado,cab455c2751acdef19e2b24e5517e7ffb4a004d2dbe62797c435e238b8e75268,sin resolver,C-064,Resolución,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Resolución; no se heredaron todas las C de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,3,montaje mínimo,08a1bd2f0f7a10237bce092cc65547ebb1abdb14893f482e92c2afc500c35307,intermediarios arqueanos con borde transitorio se fusionan con vesículas bacterianas y forman una bicapa mixta,C-065,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,3,qué la apoya,682b1338c1244588e806d2e195499042b66184433fa1b51d5edd819b5205128a,barreras y estabilidad de una bicapa mixta en dinámica molecular [S539],C-065,Afirmación+SPO+Motivo,REVISADA,Adjudicación explícita coordinada tras reformular la celda para repetir únicamente la proposición de C-065; no se heredó el rango de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,3,qué no resuelve,0226fe418ec7c6289b55784e3c71d46297dfb5edd7af1f4793b8b1199deee83e,no selecciona una ruta histórica única ni fija participantes y orden,C-067,Afirmación+SPO+Motivo,REVISADA,Adjudicación explícita coordinada tras reformular la celda para repetir únicamente la proposición de C-067; no se heredó el rango de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,3,estado,258d463d339ff2374666b055302ac04ce73d3b28f5cdc5ffacadd31f9bdb82fd,sin resolver históricamente; mecanismo físico parcial,C-065; C-067,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,4,montaje mínimo,10e1e3749b4b7fcc97829ad6829d8ed78badc7fdeac3339cbc6bd0876c8ea43d,el linaje hospedador arqueano no identificado ya poseía mezcla o repertorio distinto,C-066,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,4,qué la apoya,74a98ec94c0434da295bccc3c8725b302acc8ad74066cdab4dcc57f26e73a15c,excepciones modernas a la distribución de rutas,C-066,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,4,qué no resuelve,cbb8b3eecbcc717b3a9d7e3c725a94dd9a442c8d8126dfd04e99956c3991058b,composición real del hospedador no muestreado,C-066,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-03-2-2-3-soluciones-propuestas-y-estado-del-problema.csv,4,estado,cab455c2751acdef19e2b24e5517e7ffb4a004d2dbe62797c435e238b8e75268,sin resolver,C-066,Resolución,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Resolución; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,2,evidencia celular localizada,93f01a3cca3e1d0090d93ec91520c6220d3be2b93854b95d6dd64ca0fdb2f770,diez MAG de Guaymas/Pescadero,C-162,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,2,ecología o metabolismo localizado,fc1e7a4960d6afa5894b5e2df31680287771a71be12ad5b415ccd1cf5ba654a1,Para Asgardarchaeia se localizó un perfil genómico de procedencia y potencial metabólico en MAG de Guaymas y Pescadero.,C-162,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-162; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,2,estado en esta sesión,45204439e858bf60449c437eb2ce6bae46ad2fb13c01075e379fd0aa9c68b091,reconstrucción genómica; no fisiología de cultivo,C-162,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,3,evidencia celular localizada,9fdc77db9f9bf4cd368d08a77e5019ca6968148146f4d4ce25b4448dc0e38540,dos genomas completos y metatranscriptómica de suelo de humedal,C-163,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,3,ecología o metabolismo localizado,f474c93f6f01b423dc628e6076a31976aae1eef3ae0cc3db6c9dd0af4058c074,Para Atabeyarchaeia se localizaron dos genomas y evidencia metatranscriptómica de suelo de humedal.,C-163,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-163; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,3,estado en esta sesión,33d03e45cbb90fec503935fa1d6443526d4b3b4e406d68a26b62a34b7decd00f,evidencia genómica/transcriptómica; no aislamiento,C-163,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,4,evidencia celular localizada,2c20a567af91e2505986988911b6b4e06c1fab903e2142b75820eb1e7ffe6eec,MAG de agua de la fosa de Yap,C-164,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,4,ecología o metabolismo localizado,3b4a130bba7851be0b098b5e4af4b82f6fd48b7bf7e367d638724b04cdb93dda,Para Baldrarchaeia se localizó un perfil genómico de MAG de la fosa de Yap.,C-164,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-164; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,4,estado en esta sesión,573e56148585aa7f506dd3110057987796404adef2d8cb559bfef7077af80c9f,"rutas y temperatura inferidas, no medidas en cultivo",C-164,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,5,evidencia celular localizada,2c20a567af91e2505986988911b6b4e06c1fab903e2142b75820eb1e7ffe6eec,MAG de agua de la fosa de Yap,C-165,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,5,ecología o metabolismo localizado,ec16ba137b81a4936550bd13c4ca8e465dafd1a7f786442e5ce2f47a3524271e,Para Borrarchaeia se localizó un perfil genómico de MAG de la fosa de Yap.,C-165,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-165; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,5,estado en esta sesión,573e56148585aa7f506dd3110057987796404adef2d8cb559bfef7077af80c9f,"rutas y temperatura inferidas, no medidas en cultivo",C-165,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,6,evidencia celular localizada,4eddb52008559531095f43afbac0ba1a99b368312a8f13e583e1dd87491c9e91,genoma completo y metatranscriptómica de humedal,C-166,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,6,ecología o metabolismo localizado,adb8bfb8c46666760d3189afa421f0656abcaf80bd94eb8055afa353d118fc01,Para Freyarchaeia se localizó un perfil genómico y metatranscriptómico de humedal.,C-166,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-166; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,6,estado en esta sesión,7bd23b97518efc01e4e30f1f8e6c4438688e4a9d2d51bf4c3e4c7be75d4636ac,perfil positivo; reconciliación nomenclatural pendiente,C-166,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,7,evidencia celular localizada,306025c069dc804247a4613c7756394ee9d1a98bd0dcfdf4dbb96a0f78e1fb98,MAG; observación CARD-FISH para Hodarchaeales afiliados,C-107; C-117,Objeto+Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Objeto+Afirmación; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,7,ecología o metabolismo localizado,cbdf7749387ff671dce82ec2cb6e9278ea6b6b1342747b7b2c4daed4696393e7,"nichos microóxicos; potencial de respiración de O₂, hemo, ROS e hidrogenasas",C-113; C-118,Afirmación+Objeto,REVISADA,Adjudicación explícita corregida tras cotejo canónico: C-113 y C-118 respaldan nichos microóxicos y el potencial indicado; se retiró C-117 porque solo predica el tamaño del muestreo.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,7,estado en esta sesión,f38b8fa8ef286ecced2452f905f1f9a9f76bb065ec9e2d0921a4149afda3544a,muestreo metagenómico; 136 Heimdallarchaeia nuevos dentro de 404 MAG asgard,C-117,Afirmación,REVISADA,Revisión semántica explícita: la celda describe el estado del muestreo y no repite una oración narrativa ni lo presenta como fisiología.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,8,evidencia celular localizada,855777eb3efa1c76e9bd2942c3c3def1b0d911a4d363976f3b651f735629fd50,MAG,C-116,Motivo,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Motivo; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,8,ecología o metabolismo localizado,caca9c01c31ec1af7c2df47117c4c03b370de3cc8765b5461f86456076b1985a,degradación potencial de alcanos y aromáticos,C-116,Objeto,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Objeto; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,8,estado en esta sesión,181d1ce37dc5ebe4418c5cba26b78b15ca5ba6ea8c30216a89fdaa8bbe669903,inferencia genómica,C-116,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,9,evidencia celular localizada,ad60128856c4f9823989a8e9c3fd3dea2dd73dcc839e23c71a781522d26720a4,MAG; células afiliadas observadas por CARD-FISH,C-107; C-106,Afirmación+Sujeto+Objeto,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación+Sujeto+Objeto; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,9,ecología o metabolismo localizado,5e0d35255e87dcb23e24cc143f6e0da9100bec11454034bcf05b0a8b1ecaeb65,temperatura óptima inferida; tamaño genómico mediano publicado,C-123; C-125,Afirmación+Objeto,REVISADA,Revisión semántica explícita: C-123 sostiene el tamaño genómico mediano y C-125 la temperatura óptima inferida; se retiró la atribución falsa de metabolismo.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,9,estado en esta sesión,7e69228d027425439a68ec4d01b08b95d2c1c77015f0489bc1d18c2e01c3bc3b,posición hermana de Eukaryota disputada,C-121; C-131,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,10,evidencia celular localizada,8a6d1f80ab5acccd9f767f8c7958dfb5d5237d712aa626c94f028fbf4209976d,MAG globales de sedimentos,C-167,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,10,ecología o metabolismo localizado,f77b6d39df0ee24aace8f7b45118215b3e02a44e54c4728d6b25e8cbd37b500b,Para Jordarchaeia/Jordiarchaeia se localizó un perfil genómico de MAG de sedimentos.,C-167,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-167; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,10,estado en esta sesión,ec79e2ac699627a5918f2880baf730cc09a7f99c4468775ad708b753cc0ee178,reconstrucción genómica; cotejar circunscripción con Freyarchaeia,C-167,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,11,evidencia celular localizada,6279ac0a92ca1cc734343a4bfd7f260f12dfaa8f958f88d9f3d60328ebb3fa69,MAG del mar Rojo,C-168,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,11,ecología o metabolismo localizado,e14fd862075f162e36067e90b0101f7c32b1c49568e51e430ee410dc29ce184e,Para Kariarchaeia se localizó un perfil genómico de MAG del mar Rojo.,C-168,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-168; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,11,estado en esta sesión,fb5ac4db4dd577451d9ba272ae4eabb6f1d898ea4cf265de9ad028471cee2368,potencial y temperatura inferidos; tamaño genómico mediano publicado,C-168; C-123,Afirmación+SPO+Motivo+Resolución,REVISADA,Adjudicación semántica explícita: cada C indicada cubre este valor concreto; no se heredó la fila completa.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,12,evidencia celular localizada,56929a2c208adb65b4b45a719dd9ac36d1171ccec79f9e7fee00c8fad2594de2,MAG; enriquecimiento de *Lokiarchaeum ossiferum*,C-102; C-079,Afirmación+Objeto,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación+Objeto; no se heredaron todas las C de la fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,12,ecología o metabolismo localizado,cf8b55c4c9630e589f68f7d6f84347f972a7ee4ca9d7c99b55301ac285598134,La criotomografía de Lokiarchaeum ossiferum mostró un cuerpo celular con protrusiones ramificadas.,C-103,Afirmación,REVISADA,Reescritura conservadora: la celda reproduce exactamente la Afirmación canónica de C-103; no se usó semejanza léxica ni herencia de fila.
data/tablas/02/table-04-2-4-2-divisiones-nombradas-y-clase-de-evidencia-localizada.csv,12,estado en esta sesión,9fce92a1fb45abfe7f9ff3895cd483e79f98d175e9090fe45b748ecca200cc60,observación celular directa disponible para un enriquecimiento,C-103,Motivo,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Motivo; no se heredaron todas las C de la fila.
